9000541,20220930,1,2355,ST-2270,휘경2동_009_1,ST-2270,휘경2동_009_1,1,110,9780.0
9000542,20220930,1,2355,ST-564,종암동_037_1,ST-3046,종암동_003_1,1,1,260.0
9000543,20220930,1,2355,ST-2283,상봉2동_033_1,ST-1332,상봉2동_002_2,1,5,887.3
9000544,20220930,1,2355,ST-95,상암동_022_1,ST-2164,상암동_041_1,1,9,1420.0
9000545,20220930,1,2355,ST-520,가양3동_011_3,ST-1509,가양3동_015_1,1,2,400.0
9000546,20220930,1,2355,ST-760,방배4동_011_1,ST-729,사당1동_009_1,1,4,510.0
9000547,20220930,1,2355,ST-2305,자양3동_002_1,ST-2865,자양2동_045_2,1,23,710.0
9000548,20220930,1,2355,ST-739,잠실6동_031_4,ST-908,방이1동_011_1,1,10,1720.0
9000549,20220930,1,2355,ST-2117,쌍문2동_017_1,ST-2549,창4동_001_5,1,11,1802.83
9000550,20220930,1,2355,ST-384,능동_002_5,ST-99,자양3동_050_1,1,85,14293.78
9000551,20220930,1,2355,ST-1347,안암동_011_1,ST-1460,동선동_020_1,1,20,2196.94
9000552,20220930,1,2355,ST-2398,신정6동_049_1,ST-1264,청룡동_013_1,1,49,9520.0
9000553,20220930,1,2355,ST-447,마장동_033_1,ST-1198,왕십리도선동_028_2,1,12,2024.14
9000554,20220930,1,2355,ST-315,신정6동_014_1,ST-2016,목1동_044_1,1,2,0.0
9000555,20220930,1,2355,ST-312,신정4동_049_1,ST-1996,목1동_049_1,1,2,222.39
9000556,20220930,1,2355,ST-2830,구의2동_029_1,ST-1263,군자동_038_1,1,12,1819.16
9000557,20220930,1,2355,ST-304,도림동_035_1,ST-304,도림동_035_1,1,4,111.63
9000558,20220930,1,2355,ST-749,반포3동_013_1,ST-776,잠원동_005_1,1,6,426.07
9000559,20220930,1,2355,ST-1326,한강로동_006_1,ST-1545,노량진1동_001_1,1,23,2343.75
9000560,20220930,1,2355,ST-753,방배2동_039_1,ST-1152,사당3동_024_1,1,9,1736.84
9000561,20220930,1,2355,ST-97,화양동_040_1,ST-2317,중곡2동_014_1,1,8,1786.46
9000562,20220930,1,2355,ST-387,광장동_048_1,ST-2732,천호2동_057_1,1,15,2116.59
9000563,20220930,1,2355,ST-1905,서초4동_001_1,ST-1905,서초4동_001_1,1,0,0.0
9000564,20220930,1,2355,ST-1839,성내3동_034_1,ST-2738,둔촌2동_002_1,1,95,12852.88
9000565,20220930,1,2355,ST-1938,가산동_003_4,ST-1142,가산동_007_2,1,9,960.0
9000566,20220930,1,2355,ST-2844,목5동_051_1,ST-1997,목1동_015_1,1,12,1585.66
9000567,20220930,1,2355,ST-3068,염창동_064_1,ST-997,목4동_021_1,1,18,3250.0
9000568,20220930,1,2355,ST-86,상암동_025_8,ST-2149,상암동_025_2,1,12,1930.0
9000569,20220930,1,2355,ST-2125,번1동_030_1,ST-1726,쌍문1동_040_1,1,10,1574.09
9000570,20220930,1,2355,ST-1065,가양1동_040_1,ST-834,등촌3동_053_3,1,4,630.51
9000571,20220930,1,2355,ST-2000,목3동_001_1,ST-530,등촌2동_018_1,1,4,720.0
9000572,20220930,1,2355,ST-668,구로3동_037_1,ST-2995,청룡동_028_1,1,28,5000.44
9000573,20220930,1,2355,ST-1521,구로3동_002_1,ST-1966,구로2동_042_1,1,29,2720.0
9000574,20220930,1,2355,ST-2990,연희동_023_1,ST-18,서교동_002_1,1,13,2359.19
9000575,20220930,1,2355,ST-1729,삼전동_046_1,ST-2918,삼전동_046_2,1,1,296.76
9000576,20220930,1,2355,ST-1263,군자동_038_1,ST-262,장안2동_053_1,1,17,2580.0
9000577,20220930,1,2355,ST-566,중화2동_038_2,ST-1097,면목2동_028_1,1,6,310.6
9000578,20220930,1,2355,ST-91,상암동_052_2,ST-1693,도화동_035_1,1,60,3860.0
9000579,20220930,1,2355,ST-2373,은천동_065_2,ST-702,신림동_029_1,1,18,1747.51
9000580,20220930,1,2355,ST-428,신정6동_019_4,ST-2005,신정1동_003_1,1,35,1750.0
9000581,20220930,1,2355,ST-2888,우장산동_020_1,ST-2419,발산1동_066_1,1,51,8190.0
9000582,20220930,1,2355,ST-990,상암동_053_1,ST-2905,망원1동_041_1,1,15,2730.0
9000583,20220930,1,2355,ST-735,공릉1동_012_1,ST-604,공릉2동_021_4,1,4,760.0
9000584,20220930,1,2355,ST-37,신촌동_031_2,ST-2206,북가좌1동_019_1,1,17,3404.57
9000585,20220930,1,2355,ST-1065,가양1동_040_1,ST-2557,화곡6동_022_1,2,18,2981.37
9000586,20220930,1,2355,ST-683,노량진1동_001_3,ST-1150,노량진1동_041_1,1,12,955.85
9000587,20220930,1,2355,ST-533,등촌2동_027_1,ST-1400,목3동_039_1,1,2,570.0
9000588,20220930,1,2355,ST-2876,방이2동_012_2,ST-1421,암사3동_004_1,1,35,7411.71
9000589,20220930,1,2355,ST-1323,도림동_027_1,ST-2809,신길3동_025_2,1,6,1188.61
9000590,20220930,1,2355,ST-173,혜화동_039_1,ST-156,혜화동_001_1,1,2,0.0
9000591,20220930,1,2355,ST-2764,신정6동_001_1,ST-993,신정1동_004_2,1,10,1789.17
9000592,20220930,1,2355,ST-2528,공덕동_068_2,ST-2822,영등포동_012_2,1,26,4318.28
9000593,20220930,1,2355,ST-1076,가락1동_001_1,ST-2587,문정1동_013_1,1,8,1440.0
9000594,20220930,1,2355,ST-2979,연남동_034_1,ST-2825,응암2동_001_1,1,24,4464.03
9000595,20220930,1,2355,ST-285,문래동_057_1,ST-1968,영등포동_006_1,1,21,2040.0
9000596,20220930,1,2355,ST-819,도곡2동_004_1,ST-810,역삼1동_053_2,1,14,1463.74
9000597,20220930,1,2355,ST-50,여의동_034_1,ST-72,여의동_005_14,1,12,1594.27
9000598,20220930,1,2355,ST-637,독산1동_018_1,ST-2892,구로5동_053_1,1,28,4361.01
9000599,20220930,1,2355,ST-1451,망우본동_064_1,ST-561,망우본동_030_1,1,5,989.36
