,학교명,소재지지번주소,소재지도로명주소,위도,경도
992,서울노량진초등학교,서울특별시 동작구 노량진동 237,서울특별시 동작구 장승배기로 160 (노량진동),37.5117503817,126.9408241612
993,오남중학교,서울특별시 구로구 오류동 산39-40,서울특별시 구로구 오리로9길 25 (오류동),37.4870596923,126.8372489736
994,서울우면초등학교,서울특별시 서초구 우면동 690,서울특별시 서초구 태봉로 59,37.4647104685,127.0237894
995,창동중학교,서울특별시 도봉구 방학동 722-27,서울특별시 도봉구 방학로 32 창동중학교(방학동),37.6632295672,127.0489975345
996,서울재동초등학교,서울특별시 종로구 가회동 210,서울특별시 종로구 북촌로4길 7 . 서울재동초등학교 (가회동),37.580029913,126.9851777945
997,서울매봉초등학교,서울특별시 구로구 개봉동 3,서울특별시 구로구 고척로21길 55 . 서울매봉초등학교 (개봉동),37.5049152339,126.8443652972
998,서울등원초등학교,서울특별시 강서구 등촌동 704-1,서울특별시 강서구 화곡로65길 90 . 서울등원초등학교 (등촌동),37.5598135358,126.8500689633
999,서울광장초등학교,서울특별시 광진구 광장동 389-1,서울특별시 광진구 광장로1길 27 . 서울광장초등학교 (광장동),37.5485492186,127.1017998856
1000,서울연은초등학교,서울특별시 은평구 응암동 759-3,서울특별시 은평구 백련산로2길 35 . 서울연은초등학교 (응암동),37.59040776,126.9250938945
1001,서울신정초등학교,서울특별시 강서구 화곡동 869-42,서울특별시 강서구 곰달래로31가길 27 (화곡동),37.5320717086,126.8523578568
1002,덕성여자고등학교,서울특별시 종로구 안국동 37-1,서울특별시 종로구 율곡로3길 50 . 덕성여자고등학교 (안국동),37.5777608153,126.9835581372
1003,미양고등학교,서울특별시 강북구 미아동 837-734,서울특별시 강북구 인수봉로 39 . 미양고등학교 (미아동),37.6236671693,127.0121354
1004,서울매동초등학교,서울특별시 종로구 필운동 32,서울특별시 종로구 사직로9길 19 . 서울매동초등학교 (필운동),37.5774996471,126.9669414853
1005,서울영남초등학교,서울특별시 금천구 독산동 59-27,서울특별시 금천구 문성로 62-15 (독산동),37.4761226159,126.9092099164
1006,서초고등학교,서울특별시 서초구 서초동 1504,서울특별시 서초구 반포대로27길 29 (서초동),37.4896116868,127.0053782497
1007,서울신대림초등학교,서울특별시 영등포구 대림동 970-1,서울특별시 영등포구 대림로8길 25 (대림동),37.492156823,126.9058543
1008,강일고등학교,서울특별시 강동구 강일동 685-1,서울특별시 강동구 아리수로98길 40 (강일동),37.5638280994,127.1779034731
1009,상명초등학교,서울특별시 노원구 중계동 515-1,서울특별시 노원구 덕릉로 541 . 상명초등학교 (중계동),37.649547807,127.0680416074
1010,서울토성초등학교,서울특별시 송파구 풍납동 251,서울특별시 송파구 풍성로20길 44 . 서울토성초등학교 (풍납동),37.5318828581,127.1156330889
1011,신서고등학교,서울특별시 양천구 신정동 984-1,서울특별시 양천구 은행정로 42 . 신서고등학교 (신정동),37.5239143189,126.8602095794
1012,예일디자인고등학교,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117 . 예일디자인고등학교 (구산동),37.610945898,126.9147928382
1013,동대문중학교,서울특별시 동대문구 전농동 322-17,서울특별시 동대문구 사가정로 59 . 동대문중학교 (전농동),37.5745220668,127.0519943434
1014,서울성자초등학교,서울특별시 광진구 자양동 662,서울특별시 광진구 뚝섬로56길 7 . 서울성자초등학교 (자양동),37.5314935711,127.0834083235
1015,서울신명초등학교,서울특별시 강동구 길동 42,서울특별시 강동구 명일로24길 33 . 서울신명초등학교 (길동),37.5418144867,127.1492918826
1016,강명중학교,서울특별시 강동구 강일동 737,서울특별시 강동구 상일로12길 56 (강일동. 강명중학교),37.5555934349,127.1748966822
1017,봉림중학교,서울특별시 관악구 봉천동 1531-38,서울특별시 관악구 장군봉길 72 (봉천동),37.4811981682,126.9377026733
1018,서울양전초등학교,서울특별시 강남구 개포동 183,서울특별시 강남구 개포로 513 . 서울양전초등학교 (개포동),37.4902828441,127.0694253133
1019,서울경동초등학교,서울특별시 성동구 성수동1가 19-1,서울특별시 성동구 성수일로 34 (성수동1가.경동초등학교),37.5438252989,127.0500740371
1020,서연중학교,서울특별시 서대문구 연희동 267-1,서울특별시 서대문구 연희로11마길 9-6 (연희동),37.5682252703,126.9273335812
1021,한성여자고등학교,서울특별시 성북구 삼선동2가 392-2,서울특별시 성북구 삼선교로16길 117 . 한성여자고등학교 (삼선동2가),37.5830648962,127.0117841
1022,서울상지초등학교,서울특별시 마포구 상암동 1676,서울특별시 마포구 월드컵로42길 30 . 서울상지초등학교 (상암동),37.5797510164,126.8820735518
1023,마곡중학교,서울특별시 강서구 마곡동 731-73,서울특별시 강서구 마곡중앙5로 58 (마곡동),37.56790712,126.8214009267
1024,서울명덕초등학교,서울특별시 강동구 고덕동 487-15,서울특별시 강동구 양재대로156길 11 . 서울명덕초등학교 (고덕동),37.5567623333,127.145081475
1025,서울대림초등학교,서울특별시 동작구 대방동 391-62,서울특별시 동작구 대방동1길 22 (대방동),37.5006148,126.924883341
1026,광성중학교,서울특별시 마포구 신수동 91-20,서울특별시 마포구 신수로8길 20 (신수동.광성중고등학교),37.5486975552,126.9359695755
1027,중동중학교,서울특별시 강남구 일원동 692,서울특별시 강남구 일원로8길 37 중동중학교,37.4885167901,127.0786120457
1028,서울노일초등학교,서울특별시 노원구 상계동 1044-2,서울특별시 노원구 동일로 1625 (상계동.노일초등학교),37.6737544402,127.0549666976
1029,서울경수초등학교,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 22 (성수동2가.경수초등학교),37.5404366739,127.0580667697
1030,광남중학교,서울특별시 광진구 광장동 554-15,서울특별시 광진구 아차산로70길 17-62 . 광남중학교 (광장동),37.5408304051,127.1016205
1031,서울문창초등학교,서울특별시 동작구 신대방동 640,서울특별시 동작구 신대방2길 14 (신대방동.서울문창초등학교),37.4889848307,126.9148406511
1032,상문고등학교,서울특별시 서초구 방배동 1000-2,서울특별시 서초구 명달로 45 (방배동.상문고등학교),37.4797554325,127.0039168196
1033,서울장위초등학교,서울특별시 성북구 장위동 68-8,서울특별시 성북구 장월로8가길 41 (장위동.서울장위초등학교),37.6114425067,127.0500064197
1034,남대문중학교,서울특별시 성북구 장위동 126,서울특별시 성북구 한천로 660-30 (장위동. 남대문중학교),37.6186331321,127.0557971317
1035,경수중학교,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 14 (성수동2가),37.5395090367,127.059271203
1036,서울강일초등학교,서울특별시 강동구 강일동 685,서울특별시 강동구 아리수로98길 24 . 서울강일초등학교 (강일동),37.5652556843,127.1772858
1037,서울양남초등학교,서울특별시 광진구 자양동 692,서울특별시 광진구 뚝섬로64길 71 . (자양동. 서울양남초등학교),37.531123236,127.089234331
1038,서울고등학교,서울특별시 서초구 서초동 1526-1,서울특별시 서초구 효령로 197 (서초동. 서울고등학교),37.4842930566,127.0049018608
1039,세화고등학교,서울특별시 서초구 반포동 753,서울특별시 서초구 신반포로 56-7 (반포동),37.5019964569,126.9942300138
1040,예일여자고등학교,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117 . 예일여자고등학교 (구산동),37.610945898,126.9147928382
1041,서울여자중학교,서울특별시 마포구 염리동 128-2,서울특별시 마포구 백범로25길 34 . 서울여자중학교 (염리동),37.5477804988,126.9490699644
1042,선정중학교,서울특별시 은평구 갈현동 227-5,서울특별시 은평구 서오릉로20길 19 . 선정중학교 (갈현동),37.6187045126,126.9090316117
1043,효문고등학교,서울특별시 도봉구 쌍문동 468,서울특별시 도봉구 우이천로 432 (쌍문동.효문중 고등학교),37.6526987118,127.0184004627
1044,서울도성초등학교,서울특별시 강남구 역삼동 714,서울특별시 강남구 역삼로 313 (역삼동.도성초등학교),37.5014620128,127.0488721788
1045,신방학중학교,서울특별시 도봉구 방학동 307-1,서울특별시 도봉구 시루봉로 156 . 신방학중학교 (방학동),37.6641404281,127.0288989685
1046,서울은빛초등학교,서울특별시 은평구 진관동 41-25,서울특별시 은평구 진관3로 73-17 (진관동),37.6426616581,126.9190801373
1047,여의도중학교,서울특별시 영등포구 여의도동 40-1,서울특별시 영등포구 국제금융로7길 46 . 여의도중학교 (여의도동),37.5239802029,126.9357531418
1048,수락중학교,서울특별시 노원구 상계동 1254,서울특별시 노원구 동일로 1729 . 수락중학교 (상계동),37.6831446942,127.0548083367
1049,가재울중학교,서울특별시 서대문구 북가좌동 472,서울특별시 서대문구 수색로 100-75 (북가좌동. 가재울중학교),37.575171857,126.9099536539
1050,서울중흥초등학교,서울특별시 중랑구 중화동 119,서울특별시 중랑구 봉화산로 82 . 서울중흥초등학교 (중화동),37.6016718751,127.084142175
1051,서울장곡초등학교,서울특별시 성북구 장위동 235,서울특별시 성북구 장월로23길 16 (장위동.서울장곡초등학교),37.6168313686,127.0481551792
1052,서울문백초등학교,서울특별시 금천구 시흥동 564-5,서울특별시 금천구 시흥대로47길 43-1 (시흥동. 문백초등학교),37.44709025,126.8986973659
1053,도봉고등학교,서울특별시 도봉구 도봉동 556,서울특별시 도봉구 도봉산길 27 (도봉동.도봉고등학교),37.6867550062,127.0425784329
1054,서울묘곡초등학교,서울특별시 강동구 고덕동 498,서울특별시 강동구 동남로79길 46 (고덕동),37.558712785,127.1530934064
1055,서울천일초등학교,서울특별시 강동구 천호동 217-70,서울특별시 강동구 구천면로 266 . 서울천일초등학교 (천호동),37.5443612197,127.1334367185
1056,서울중마초등학교,서울특별시 광진구 중곡동 191-69,서울특별시 광진구 동일로72길 43 (중곡동. 서울중마초등학교),37.5657908403,127.0790239163
1057,서울상도초등학교,서울특별시 동작구 상도동 238-2,서울특별시 동작구 성대로21길 62 (상도동.상도초등학교),37.50034777,126.9372288
1058,서울당현초등학교,서울특별시 노원구 상계동 742,서울특별시 노원구 동일로213길 52 . 서울당현초등학교 (상계동),37.6482601551,127.0582136138
1059,공항고등학교,서울특별시 강서구 마곡동 733-3,서울특별시 강서구 방화대로34길 43 (마곡동. 공항고등학교),37.5704610944,126.8185198335
1060,여의도여자고등학교,서울특별시 영등포구 여의도동 40-2,서울특별시 영등포구 국제금융로7가길 13 . 여의도여자고등학교 (여의도동),37.5228876437,126.9350870988
1061,한서고등학교,서울특별시 강서구 방화동 478-34,서울특별시 강서구 양천로11길 47 (방화동. 한서고등학교),37.5747927037,126.8081439378
1062,광희중학교,서울특별시 성동구 응봉동 193,서울특별시 성동구 독서당로62길 46 . 광희중학교 (응봉동),37.5511545255,127.0339800489
1063,용문고등학교,서울특별시 성북구 안암동2가 96-1,서울특별시 성북구 고려대로17가길 46 (안암동2가. 용문중고등학교),37.5886903262,127.0246607952
1064,명일중학교,서울특별시 강동구 고덕동 489,서울특별시 강동구 양재대로156길 57 (고덕동.명일중학교),37.5575954529,127.147290485
1065,중경고등학교,서울특별시 용산구 이촌동 300-302,서울특별시 용산구 이촌로84길 34 (이촌동),37.5176803956,126.9756382562
1066,서울위례별초등학교,서울특별시 송파구 장지동 886,서울특별시 송파구 위례광장로 243 장지동. 서울위례별초등학교,37.4790871259,127.1450416
1067,서울녹천초등학교,서울특별시 노원구 월계동 322-2,서울특별시 노원구 마들로3길 34 . 서울녹천초등학교 (월계동),37.6285066048,127.0631172227
1068,대원고등학교,서울특별시 광진구 중곡동 176-124,서울특별시 광진구 용마산로22길 26 . 대원고등학교 (중곡동),37.5624927931,127.0894374337
1069,동북초등학교,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53 (쌍문동),37.656348677,127.0268765864
1070,서울충무초등학교,서울특별시 중구 장충동2가 173-7,서울특별시 중구 퇴계로50길 13 (장충동2가. 충무초등학교),37.5619494839,127.001235055
1071,영락중학교,서울특별시 은평구 응암동 226-13,서울특별시 은평구 백련산로 134-6 . 영락중학교 (응암동. 영락중학교),37.5969602955,126.9251334
1072,경신고등학교,서울특별시 종로구 혜화동 5-119,서울특별시 종로구 혜화로 74 (혜화동.경신중고등학교),37.59222582,126.9995310055
1073,노일중학교,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24 . 노일중학교 (상계동),37.6726010269,127.0535507725
1074,언남고등학교,서울특별시 서초구 양재동 309,서울특별시 서초구 동산로13길 35 . 언남고등학교(양재동.언남고등학교),37.4723300184,127.0430052363
1075,서울상암초등학교,서울특별시 마포구 상암동 1635,서울특별시 마포구 월드컵북로 353 (상암동.상암초등학교),37.5763379544,126.8923219
1076,여의도고등학교,서울특별시 영등포구 여의도동 30-1,서울특별시 영등포구 국제금융로7길 37 . 여의도고등학교 (여의도동),37.5250510106,126.9342192341
1077,서울반원초등학교,서울특별시 서초구 잠원동 72,서울특별시 서초구 잠원로3길 28 (잠원동.반원초등학교),37.5103119969,127.0040536
1078,서울압구정초등학교,서울특별시 강남구 압구정동 461,서울특별시 강남구 압구정로39길 29 (압구정동.압구정초등학교),37.5317391125,127.0308441
1079,풍성중학교,서울특별시 송파구 풍납동 388-16,서울특별시 송파구 강동대로2길 27 (풍납동. 풍성중학교),37.5254385834,127.1128838613
1080,인창중학교,서울특별시 서대문구 충정로2가 70,서울특별시 서대문구 경기대로 65 . 인창중학교 (충정로2가. 인창중·고등학교),37.5648851314,126.9640231976
1081,광남고등학교,서울특별시 광진구 광장동 554-11,서울특별시 광진구 아차산로70길 17-16 . 광남고등학교 (광장동. 광남고등학교),37.5415147231,127.101213923
1082,고려대학교사범대학부속중학교,서울특별시 성북구 정릉동 660,서울특별시 성북구 정릉로 161 (정릉동.고려대학교사범대학부속중학교),37.6078385687,127.0028301847
1083,청량중학교,서울특별시 동대문구 청량리동 14,서울특별시 동대문구 왕산로 301 (청량리동),37.5882192071,127.0506225498
1084,대청중학교,서울특별시 강남구 대치동 502,서울특별시 강남구 양재천로 321 (대치동. 대청중학교),37.4904305617,127.0583500759
1085,서울쌍문초등학교,서울특별시 도봉구 쌍문동 360-4,서울특별시 도봉구 우이천로 360 . 서울쌍문초등학교 (쌍문동.쌍문초등학교),37.6483638272,127.0242910516
1086,동성중학교,서울특별시 종로구 혜화동 90-7,서울특별시 종로구 대학로 156 동성중학교 (혜화동 90-7),37.5849699592,127.0030976455
1087,서울신봉초등학교,서울특별시 관악구 봉천동 458,서울특별시 관악구 양녕로6나길 1 (봉천동),37.4855763474,126.9493909333
1088,대왕중학교,서울특별시 강남구 수서동 750,서울특별시 강남구 광평로20길 7 (수서동. 대왕중학교),37.4834603317,127.0873380526
1089,영훈초등학교,서울특별시 강북구 미아동 471-2,서울특별시 강북구 도봉로13가길 19 . 영훈학교 (미아동),37.6146818749,127.0280933187
1090,마장중학교,서울특별시 성동구 마장동 766-49,서울특별시 성동구 마장로35나길 31 . 마장중학교 (마장동),37.5683094939,127.0421279882
1091,서울문래초등학교,서울특별시 영등포구 문래동3가 77-7,서울특별시 영등포구 문래로 104 (문래동3가. 문래초등학교),37.5191403848,126.8936057306
1092,서울원신초등학교,서울특별시 관악구 신림동 336,서울특별시 관악구 광신길 177 . 원신초등학교 (신림동),37.4671982441,126.9272408943
1093,서울선린초등학교,서울특별시 강동구 둔촌동 91-17,서울특별시 강동구 진황도로61길 29 . 서울선린초등학교 (둔촌동),37.5297601213,127.1455940393
1094,성사중학교,서울특별시 마포구 성산동 124,서울특별시 마포구 모래내로9길 16 . 성사중학교 (성산동),37.5680910963,126.9126829854
1095,서울번동초등학교,서울특별시 강북구 번동 236,서울특별시 강북구 오현로 204 (번동.번동초등학교),37.62900012,127.04003939
1096,서울동자초등학교,서울특별시 광진구 자양동 518-1,서울특별시 광진구 뚝섬로 561 (자양동),37.5350582094,127.0721791653
1097,서울역촌초등학교,서울특별시 은평구 역촌동 82-1,서울특별시 은평구 은평로3길 25 . 서울역촌초등학교 (역촌동.서울역촌초등학교),37.6015841686,126.9139280334
1098,화계중학교,서울특별시 강북구 수유동 491-28,서울특별시 강북구 화계사길 63 (수유동),37.6325180593,127.0097090779
1099,서울조원초등학교,서울특별시 관악구 신림동 548-2,서울특별시 관악구 조원로 67 (신림동),37.48417783,126.909581
1100,자운고등학교,서울특별시 도봉구 창동 1,서울특별시 도봉구 노해로69길 150 (창동),37.65902067,127.0506763
1101,서울흥인초등학교,서울특별시 중구 신당동 292-66,서울특별시 중구 청구로6길 11 (신당동.흥인초등학교),37.5608700099,127.0145554882
1102,계성고등학교,서울특별시 성북구 길음동 1284-15,서울특별시 성북구 길음로 63 계성고등학교 (길음동),37.6074935996,127.0201835751
1103,서울은명초등학교,서울특별시 은평구 응암동 114-12,서울특별시 은평구 은평로4길 21-9 . 서울은명초등학교 (응암동),37.59769681,126.918275747
1104,서울휘봉초등학교,서울특별시 동대문구 휘경동 49-27,서울특별시 동대문구 장안벚꽃로 309 (휘경동.서울휘봉초등학교),37.585676411,127.0700416383
1105,서울행당초등학교,서울특별시 성동구 행당동 320-60,서울특별시 성동구 고산자로8길 6 . 서울행당초등학교 (행당동),37.5570191301,127.0348734048
1106,서울중동초등학교,서울특별시 마포구 성산동 94-1,서울특별시 마포구 월드컵북로 152 (성산동),37.5664106053,126.9117752397
1107,정의여자중학교,서울특별시 도봉구 쌍문동 150-1,서울특별시 도봉구 노해로49길 69 (쌍문동),37.65335584,127.0324272551
1108,서울강명초등학교,서울특별시 강동구 상일동 480,서울특별시 강동구 상일로 74-1 (상일동),37.5547060358,127.1733624
1109,서울망원초등학교,서울특별시 마포구 망원동 467-1,서울특별시 마포구 방울내로5길 28 (망원동.망원초등학교),37.5608894787,126.9007630737
1110,서울갈현초등학교,서울특별시 은평구 갈현동 451-15,서울특별시 은평구 연서로29길 31 . 갈현초등학교 (갈현동),37.6197796356,126.9166834413
1111,서울수리초등학교,서울특별시 은평구 불광동 639,서울특별시 은평구 불광로14길 10-10 (불광동),37.6203073698,126.9341783
1112,서울창서초등학교,서울특별시 서대문구 창천동 53-38,서울특별시 서대문구 연세로5나길 30-3 (창천동. 서울창서초등학교),37.5581430512,126.9334808713
1113,성수공업고등학교,서울특별시 성동구 성수동2가 333-128,서울특별시 성동구 뚝섬로 365 (성수동2가.성수공업고등학교),37.5405399989,127.0512990736
1114,경성고등학교,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111 . 경성고등학교 (연남동),37.5635106357,126.9191662788
1115,신진과학기술고등학교,서울특별시 은평구 응암동 114-1,서울특별시 은평구 은평로6길 16 (응암동.학교법인신진학원),37.5987138466,126.9188363931
1116,양동중학교,서울특별시 양천구 목동 600-6,서울특별시 양천구 목동중앙북로 49 (목동.양동중학교),37.5483687522,126.8687172036
1117,서울치현초등학교,서울특별시 강서구 방화동 833,서울특별시 강서구 방화대로47길 43 서울치현초등학교,37.5759191517,126.8146456465
1118,서울염창초등학교,서울특별시 강서구 염창동 269,서울특별시 강서구 양천로 646-28 (염창동. 염창초등학교),37.5532261352,126.8676001841
1119,서울마포초등학교,서울특별시 마포구 도화동 347-5,서울특별시 마포구 도화2길 64 . 서울 마포초등학교 (도화동),37.5386022469,126.9498159684
1120,서울녹번초등학교,서울특별시 은평구 녹번동 174,서울특별시 은평구 녹번로1길 1 (녹번동. 서울녹번초등학교),37.604583393,126.9257462818
1121,명지고등학교,서울특별시 서대문구 홍은동 361-30,서울특별시 서대문구 명지2길 56 . 명지고등학교 (홍은동),37.5849113531,126.9270902494
1122,서울의료보건고등학교,서울특별시 중구 중림동 324-14,서울특별시 중구 만리재로37길 30 . 서울의료보건고등학교 (만리동1가),37.5572980883,126.9667727
1123,수락고등학교,서울특별시 노원구 상계동 1253,서울특별시 노원구 동일로245길 143 (상계동.수락고등학교),37.68293167,127.0535709915
1124,공릉중학교,서울특별시 노원구 공릉동 250,서울특별시 노원구 노원로1길 42 (공릉동.공릉중학교),37.6222277768,127.0836019106
1125,서울강빛초등학교,서울특별시 강동구 강일동 120-4,서울특별시 강동구 아리수로93다길 1 (강일동. 강빛초중통합학교),37.57432025,127.1707749225
1126,서울영일초등학교,서울특별시 구로구 가리봉동 17,서울특별시 구로구 남부순환로105길 218 . 서울영일초등학교 (가리봉동),37.485645387,126.8838133995
1127,대광초등학교,서울특별시 성북구 보문동7가 111,서울특별시 성북구 안암로 5 (보문동7가.대광초등학교),37.5791510372,127.0234458571
1128,구현고등학교,서울특별시 구로구 구로동 620-30,서울특별시 구로구 경인로53가길 17 (구로동),37.50220279,126.8744458
1129,성서중학교,서울특별시 마포구 성산동 588-9,서울특별시 마포구 성산로4길 42 (성산동),37.5627873046,126.9079521813
1130,대림중학교,서울특별시 영등포구 대림동 959,서울특별시 영등포구 시흥대로185길 6 (대림동.대림중학교),37.4923188692,126.9074673462
1131,서울디지텍고등학교,서울특별시 용산구 이태원동 223-15,서울특별시 용산구 회나무로12길 27 (이태원동),37.5389694235,126.9906121
1132,신명중학교,서울특별시 강동구 길동 42,서울특별시 강동구 명일로24길 25 (길동),37.5418144867,127.1492918826
1133,서울신사초등학교,서울특별시 은평구 신사동 98-32,서울특별시 은평구 가좌로 275-2 . 서울신사초등학교 (신사동),37.5928019,126.9119831965
1134,서울영문초등학교,서울특별시 영등포구 문래동6가 13,서울특별시 영등포구 문래로 56 . 서울영문초등학교 (문래동6가),37.5198074103,126.8875890909
1135,서울항공비즈니스고등학교,서울특별시 강서구 마곡동 731-263,서울특별시 강서구 방화대로34길 13 서울항공비즈니스고등학교 (방화동),37.5692177821,126.8170408006
1136,은평메디텍고등학교,서울특별시 은평구 진관동 86,서울특별시 은평구 진관2로 57-57 (진관동.은평메디텍고등학교),37.6353465248,126.9297047761
1137,노곡중학교,서울특별시 도봉구 창동 32,서울특별시 도봉구 노해로70길 95 (창동.노곡중학교),37.6488025057,127.0537436529
1138,서울성내초등학교,서울특별시 강동구 성내동 300-3,서울특별시 강동구 성내로3길 19 (성내동. 서울성내초등학교),37.5313578593,127.1225001399
1139,성동초등학교,서울특별시 광진구 자양동 694-1,서울특별시 광진구 자양로4길 63 (자양동),37.5332813682,127.0892810267
1140,서울당곡초등학교,서울특별시 관악구 봉천동 692-8,서울특별시 관악구 보라매로2길 23 . 23 (봉천동.당곡초등학교),37.4901681154,126.9303697882
1141,서울월곡초등학교,서울특별시 성북구 장위동 246-194,서울특별시 성북구 장월로3길 42 (장위동.서울월곡초등학교),37.6100244163,127.0460810367
1142,염광여자메디텍고등학교,서울특별시 노원구 월계동 820-9,서울특별시 노원구 월계로45가길 9 . 염광여자메디텍고등학교 (월계동.염광 중고등여자메디텍고등학교),37.6312069854,127.0502961963
1143,연희중학교,서울특별시 서대문구 남가좌동 368-1,서울특별시 서대문구 증가로 170 (남가좌동),37.5795872821,126.9187918376
1144,서울세명초등학교,서울특별시 강남구 세곡동 529,서울특별시 강남구 자곡로 55 . 서울세명초등학교 (세곡동),37.4688571015,127.091075885
1145,상일중학교(2023년 3월 공학전환),서울특별시 강동구 상일동 189,서울특별시 강동구 천호대로219길 61 (상일동. 상일여자중학교),37.5485874781,127.1708235363
1146,서울정심초등학교,서울특별시 금천구 독산동 182-44,서울특별시 금천구 독산로78다길 89 . 정심초등학교 (독산동),37.4719940506,126.908214441
1147,시흥중학교,서울특별시 금천구 시흥동 산24-15,서울특별시 금천구 시흥대로38길 60 . 시흥중학교 (시흥동),37.446295073,126.9050822802
1148,환일고등학교,서울특별시 마포구 아현동 393-1,서울특별시 중구 환일길 47 (만리동2가),37.5536065228,126.9628020774
1149,서울양재초등학교,서울특별시 서초구 양재동 101,서울특별시 서초구 바우뫼로18길 14 (양재동.양재초등학교),37.4741653841,127.0318861
1150,서울우신초등학교,서울특별시 영등포구 신길동 210,서울특별시 영등포구 신길로 190 (신길동.우신초등학교),37.5098647213,126.9118636648
1151,수유중학교,서울특별시 강북구 수유동 491-61,서울특별시 강북구 인수봉로37길 40 (수유동.수유중학교),37.6315652004,127.0104838485
1152,서울창신초등학교,서울특별시 종로구 창신동 128-32,서울특별시 종로구 지봉로 73 . 서울창신초등학교 (창신동),37.5762114748,127.0142837
1153,서울잠동초등학교,서울특별시 송파구 신천동 7-2,서울특별시 송파구 올림픽로35길 122 (신천동. 잠동초등학교),37.5183384611,127.0999309689
1154,온곡중학교,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492 (상계동. 온곡중학교),37.6605814244,127.0643326622
1155,서울삼양초등학교,서울특별시 강북구 미아동 791-1932,서울특별시 강북구 삼양로49길 17 (미아동.삼양초등학교),37.6232955761,127.0161490993
1156,서울우이초등학교,서울특별시 강북구 수유동 409-6,서울특별시 강북구 삼양로99길 36 (수유동.서울우이초등학교),37.6386546815,127.0148822
1157,서울무학초등학교,서울특별시 성동구 하왕십리동 950-1,서울특별시 성동구 무학봉15길 21 . 하왕십리동 950-1. 서울무학초등학교,37.5637002331,127.0291053994
1158,서울오봉초등학교,서울특별시 도봉구 도봉동 608-22,서울특별시 도봉구 시루봉로 285 . 서울오봉초등학교 (도봉동),37.67175795,127.0402589799
1159,서울중대초등학교,서울특별시 송파구 송파동 191,서울특별시 송파구 송파대로36길 8 (송파동),37.4998119038,127.1136054579
1160,선린중학교,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4 (청파동3가),37.5427698351,126.9660386931
1161,서울길음초등학교,서울특별시 성북구 길음동 635-7,서울특별시 성북구 길음로 142 (길음동.서울길음초등학교),37.6136311475,127.0166599703
1162,서울강월초등학교,서울특별시 양천구 신월동 987-3,서울특별시 양천구 신월로 97 (신월동.서울강월초등학교),37.5163417161,126.8334319358
1163,서울등명초등학교,서울특별시 강서구 등촌동 690-2,서울특별시 강서구 강서로56나길 34 (등촌동.등명초등학교),37.5608944503,126.8423822268
1164,화곡중학교,서울특별시 강서구 내발산동 715,서울특별시 강서구 강서로45길 70 (내발산동.화곡중학교),37.5484055955,126.8326573071
1165,서울미양초등학교,서울특별시 강북구 미아동 837-687,서울특별시 강북구 솔샘로 195 (미아동.미양초등학교),37.6215324222,127.0141333564
1166,영파여자고등학교,서울특별시 송파구 풍납동 501,서울특별시 송파구 올림픽로 565 . 영파여자고등학교 (풍납동.영파여자고등학교),37.5327356176,127.1197395398
1167,서울인수초등학교,서울특별시 강북구 수유동 551-19,서울특별시 강북구 인수봉로 269 (수유동.서울인수초등학교),37.6430505301,127.0091357598
1168,동성고등학교,서울특별시 종로구 혜화동 90-7,서울특별시 종로구 대학로 156 (혜화동.동성중고교),37.5849699592,127.0030619
1169,한신초등학교,서울특별시 도봉구 쌍문동 150-1,서울특별시 도봉구 노해로49길 69 (쌍문동.한신초등학교),37.65335584,127.0324272551
1170,성신여자중학교,서울특별시 성북구 돈암동 산11-269,서울특별시 성북구 북악산로 918 .성신여자중학교 (돈암동),37.5949771902,127.022810035
1171,서울양목초등학교,서울특별시 양천구 신정동 1001,서울특별시 양천구 목동로11길 30 (신정동. 서울양목초등학교),37.5239185093,126.8614719405
1172,상일여자고등학교,서울특별시 강동구 상일동 189,서울특별시 강동구 천호대로219길 61 . 상일여자고등학교 (상일동),37.5494699071,127.1707668179
1173,광문고등학교,서울특별시 강동구 고덕동 295,서울특별시 강동구 동남로 968 광문고등학교 (고덕동),37.5604618102,127.1585463027
1174,노원고등학교,서울특별시 노원구 상계동 664,서울특별시 노원구 노원로 586 (상계동),37.6618031933,127.0540194737
1175,동북중학교,서울특별시 강동구 둔촌동 180-2,서울특별시 강동구 강동대로 305 (둔촌동),37.5202406144,127.1394506542
1176,성덕고등학교,서울특별시 강동구 천호동 23-3,서울특별시 강동구 구천면로 396 (천호동. 성덕고등학교),37.5499636659,127.141903864
1177,풍문고등학교,서울특별시 강남구 자곡동 643,서울특별시 강남구 자곡로 152 (자곡동),37.47135959,127.099963434
1178,서울등촌초등학교,서울특별시 강서구 등촌동 520-4,서울특별시 강서구 등촌로39길 71 (등촌동.등촌초등학교),37.5476142187,126.8579421638
