,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter
1514,수명산파크 4단지 411동 앞,강서구,내발산동 751-6,37.55134964,126.8249359,수명로,내발산동,마곡,981.4,0,마곡수명산파크3단지4단지,45.0
1515, 공항중학교 버스정류장,강서구,공항동9-12,37.56113434,126.8161011,방화대로19길,공항동,송정,364.8,0,"공항중학교.마곡엠밸리9,10단지",52.6
1516, 신방화역 8번출구,강서구,초원로16길3-9,37.5674057,126.8162155,방화대로,방화동,신방화,36.8,2,신방화역7번출구,89.5
1517, 마곡힐스테이트 정문,강서구,마곡중앙3로74,37.56497574,126.8174057,수원문산고속도로,마곡동,신방화,292.5,0,마곡엠밸리5단지,145.9
1518, 신방화역 6번출구,강서구,방화대로294,37.56692886,126.8168411,방화대로,마곡동,신방화,70.2,1,신방화역7번출구,54.2
1519, 서울남부출입국관리소,강서구,마곡동730-280,37.56059265,126.8208466,마곡중앙3로,마곡동,마곡,409.1,1,강서세무서,54.4
1520, 이대서울병원,강서구,마곡동728-10,37.5586319,126.8355942,마곡중앙4로,마곡동,발산,183.3,0,이대서울병원,92.3
1521, 발산역 8번 출구,강서구,마곡동727-1222,37.55846024,126.8367615,강서로,마곡동,발산,81.5,1,발산역9번출구,44.0
1522, 나이아가라관광호텔,강서구,양천로743,37.5490303,126.8783646,양천로,염창동,염창,383.3,0,나이아가라.리버파크.골든서울호텔,10.8
1523, 등촌태영아파트,강서구,양천로590,37.55603027,126.864296,양천로,등촌동,증미,258.0,1,블루나인비지니스센터.이마트,54.2
1524, 문소빌딩,강서구,화곡로229,37.54555511,126.8444977,화곡로41길,화곡동,화곡,573.2,1,한국폴리텍1.서울강서대학교,38.1
1525, 강서문화센터,강서구,화곡로215,37.54457855,126.8437805,화곡로,화곡동,화곡,449.2,0,화곡본동시장,144.8
1526, 화곡본동시장 입구,강서구,화곡로206,37.54382706,126.843689,화곡로34길,화곡동,화곡,383.9,1,화곡본동시장,66.2
1527, 대원빌딩,강서구,화곡로228,37.54536819,126.8447037,초록마을로,화곡동,화곡,568.9,1,한국폴리텍1.서울강서대학교,52.8
1528, 길성그랑프리텔아파트,강서구,방화대로319,37.5692482,126.8165054,방화대로35길,방화동,신방화,190.7,0,서울항공비즈니스고등학교,33.3
1529, 가양오토갤러리,강서구,강서로74길58,37.56644058,126.844307,강서로74길,가양동,양천향교,339.7,0,가양동CJ주식회사,56.1
1530, 더리브골드타워,강서구,양천로400-12,37.56557083,126.8462448,양천로,가양동,양천향교,534.4,0,강서한강자이아파트,156.4
1531, 김포공항교차로,강서구,방화동651-1,37.5675354,126.8051834,초원로,방화동,개화산,546.8,0,방화2동주민센터,53.8
1532, 김포공항입구 교차로,강서구,방화동621-6,37.56179428,126.80793,개화동로31길,공항동,공항시장,323.9,0,송정역,96.9
1533, 유광사여성병원,강서구,강서로191,37.54323959,126.8386307,강서로,화곡동,화곡,250.8,3,화곡역8번출구,41.3
1534, 등촌서광아파트,강서구,공항대로45길68-6,37.55755234,126.8562546,공항대로45길,등촌동,가양,454.7,0,등촌강변샤르망오피스텔,142.8
1535, 강서아동복지센터,강서구,금낭화로26가길 130,37.58458328,126.8109207,금낭화로26가길,개화동,방화,808.3,0,방화대교남단(가상),462.2
1536, 겸재정선미술관,강서구,강서구 양천로47길 24 ,37.57128906,126.8377762,양천로47길,마곡동,양천향교,450.5,0,겸재정선미술관입구,57.9
1537, 마곡금호어울림아파트,강서구,강서구 양천로47길 90,37.57410049,126.8371124,양천로47길,마곡동,양천향교,736.2,0,금호APT,26.6
1538, 벽산아파트,강서구,양천로47길 112 ,37.57531738,126.8366699,양천로47길,마곡동,양천향교,873.1,0,벽산아파트,27.4
1539, 안양천합수부(현대3차아파트),강서구,강서구 염창동 222,37.55224609,126.8764877,양천로77길,염창동,염창,605.5,0,동아3차아파트,311.6
1540, 강서힐스테이트 상가 앞,강서구,강서구 강서로 242,37.54663849,126.8365784,강서로45가길,화곡동,우장산,237.5,1,화곡중고등학교,62.2
1541, 가양나들목,강서구,강서구 가양동 1456-6,37.57386398,126.8434753,올림픽대로,가양동,양천향교,637.3,0,가양한강타운아파트,373.9
1542, 정곡나들목,강서구,강서구 방화동 57-5번지,37.5841713,126.8193283,양천로27길,방화동,방화,946.4,0,생태공원,101.3
1543, 염창나들목,강서구,강서구 염창동 223-4번지,37.55680466,126.8715591,양천로67길,염창동,등촌,859.3,0,우성아파트,148.1
1544, 송정역 3번출구 앞,강서구,강서구 공항동 36-16,37.56087875,126.8135452,공항대로10길,공항동,송정,143.0,0,공항중학교,101.5
1545, 마곡수명산파크7단지 710동 앞,강서구,강서구 내발산동 755,37.54857254,126.8207626,남부순환로19길,내발산동,마곡,1353.5,0,강서면허시험장.메이필드호텔,120.6
1546, 그랜드아이파크아파트 앞,강서구,강서구 화곡로 347,37.55510712,126.8515472,화곡로,화곡동,가양,743.3,0,콘티넨탈호텔,128.4
1547, 관문주유소(GS칼택스) 앞,강서구,강서구 공항대로 308,37.55802917,126.841835,공항대로,내발산동,발산,373.6,1,공원앞,146.7
1548, 증미역 2번출구,강서구,강서구 화곡로 347,37.55713272,126.8631439,공항대로59길,가양동,증미,110.6,0,이마트.증미역,47.6
1549, 국립항공박물관,강서구,국립항공박물관 경내,37.55688477,126.8092651,남부순환로7길,공항동,송정,533.8,0,국립항공박물관,152.9
1550, 남부순환로 205,강서구,남부순환로 205,37.54739761,126.8214111,남부순환로19길,내발산동,마곡,1463.2,0,서울자동차학원,57.1
1551, 이랜드글로벌R&D센터,강서구,강서구 마곡동 727-356,37.56719208,126.8347549,마곡중앙8로1길,마곡동,마곡나루,464.8,0,서울식물원.숲문화학교,119.2
1552, 마곡9단지 910동 상가앞,강서구,강서구 마곡동 730-854,37.56108475,126.8167954,공항대로15가길,마곡동,송정,426.2,0,공항초등학교,45.2
1553, 마곡9단지 907동앞,강서구,강서구 마곡동 730-868,37.5606842,126.8191834,공항대로,마곡동,마곡,556.3,0,"공항중학교.마곡엠밸리9,10단지",163.5
1554, 마곡14단지 1408동앞,강서구,강서구 마곡동 729-20,37.55737305,126.8233261,마곡중앙1로,마곡동,마곡,363.9,0,마곡엠밸리14단지,173.2
1555, 마곡역 7번출구,강서구,강서구 마곡동 798,37.55974579,126.8243866,마곡중앙로,마곡동,마곡,105.6,1,마곡역,52.7
1556, 신마곡벽산블루밍메트로오피스텔앞,강서구,강서구 방화동 904,37.57108688,126.8075409,양천로6길,방화동,개화산,189.4,0,개화산역,196.9
1557, 마곡역5번출구앞,강서구,강서구 마곡동 799,37.55905914,126.8270493,마곡중앙로,마곡동,마곡,188.6,4,마곡역,81.6
1558," 마곡역4,5번출구",강서구,강서구 마곡동 799,37.55932999,126.827179,마곡중앙로,마곡동,마곡,179.9,3,마곡역,50.1
1559, 마곡역4번출구,강서구,강서구 마곡동 799,37.55931091,126.8274384,마곡중앙로,마곡동,마곡,200.7,2,마곡역,43.1
1560, 화곡2동주민센터,강서구,강서구 곰달래로37길13,37.5318222,126.8546219,곰달래로37길,화곡동,신정,770.1,0,화곡2동주민센터,73.8
1561, 우장산동 가곡어린이공원앞,강서구,강서구 내발산동 657-2,37.55545425,126.8375168,우장산로,내발산동,발산,349.2,1,발산역.우장산힐스테이트,65.6
1562, 마곡동 767-6,강서구,강서구 마곡동 767-6,37.56354141,126.8245544,마곡서로,마곡동,마곡,381.0,0,마곡엠밸리7단지입구,163.7
1563, 서남환경공원(방화동도시개발2단지방향),강서구,강서구 마곡동 223-64,37.57334137,126.8233185,마곡서로,마곡동,마곡나루,861.5,0,서남환경공원.마곡청구아파트,6.6
1564, 양천향교역8번출구,강서구,강서구 마곡동 776,37.56902695,126.8398819,양천로,마곡동,양천향교,146.9,0,양천초등학교.겸재정선미술관,19.9
1565, 허준박물관삼거리,강서구,강서구 가양동 1500-1,37.56724548,126.8503876,허준로5길,가양동,가양,742.6,0,서울서진학교.우체국앞.허준박물관,84.2
1566, 아망떼마곡전시장,강서구,강서구 마곡동로 31,37.55791473,126.8329773,마곡중앙4로,마곡동,발산,421.3,2,마곡동로사거리,175.6
1567, 주원 리젠트 앞,강서구,강서구 염창동 양천로699,37.55085754,126.8723373,양천로,염창동,염창,491.3,1,새마을금고,52.4
1568, 마곡13단지힐스테이트마스터 후문(1320동 앞),강서구,서울시 강서구 마곡중앙1로 71 마곡13단지힐스테이트마스터 후문 인근,37.5567627,126.8186951,방화대로6다길,마곡동,마곡,707.2,0,마곡13단지힐스테이트후문,25.7
1569, 김포공항입구 교통섬,강서구,방화동 886-15,37.56154633,126.8070831,개화동로31길,방화동,공항시장,399.3,0,송정역,171.5
1570, 우장산역 헤링턴타워 앞,강서구,화곡동 1013-3,37.54661942,126.8362351,강서로45가길,화곡동,우장산,238.6,1,화곡중고등학교,62.9
1571," 마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",강서구,강서구 마곡동 798-17,37.55823517,126.8257599,마곡중앙로,마곡동,마곡,217.9,2,마곡엠밸리14단지,29.7
1572, 등촌역 1번출구,강서구,강서구 등촌동 649-14,37.5518837,126.8635712,공항대로59길,등촌동,등촌,233.1,1,등촌역1번출구,38.0
1573, 메이필드호텔앞,강서구,강서구 외발산동 276-9,37.549263,126.8167419,남부순환로,외발산동,송정,1388.6,0,대한항공.메이필드호텔,29.5
1574, 왈도강서캠퍼스 앞,강서구,강서구 양천로 660,37.55221558,126.870224,양천로,염창동,등촌,437.6,0,관음삼성.보람더하임아파트,21.3
1575, 가양역 1번출구,강서구,양천로57길 10-20,37.56250763,126.8527527,양천로57길,가양동,가양,195.0,2,가양역.우성아파트,51.7
1576, 가양역 7번출구,강서구,화곡로 416,37.56019592,126.8549118,양천로,등촌동,가양,138.6,2,가양역.마포중고등학교,95.0
1577, 강서우체국,강서구,등촌동 709,37.56418228,126.8402786,강서로56가길,등촌동,양천향교,475.2,0,전화국,29.2
1578, 가양테크노타운,강서구,가양동1484-5,37.56035995,126.8627625,양천로,가양동,증미,336.3,1,가양3동도시개발9단지아파트,77.5
1579, 연세강서빌딩,강서구,방화동835-7,37.57625198,126.8173447,방화대로50길,방화동,방화,427.7,0,강서공업고등학교,101.3
1580, 등촌역 센터스퀘어,강서구,염창동312,37.55064774,126.8661652,공항대로,염창동,등촌,42.1,0,등촌역.강서보건소,186.9
1581, LG사이언스파크 E10동,강서구,마곡동 788-5,37.56364822,126.8345413,마곡동로,마곡동,발산,624.9,0,LG사이언스파크,59.7
1582, 대상연구소,강서구,마곡동762-4,37.56980896,126.8285751,마곡중앙14로,마곡동,마곡나루,286.3,0,롯데R&D센터,36.8
1583, 보타닉파크타워2,강서구,마곡동774-2,37.55948639,126.8313141,마곡동로3길,마곡동,마곡,524.0,0,마곡동로사거리,16.2
1584,호돌이공원,강서구,화곡동 906-26,37.52841187,126.8460388,강서로5다길,화곡동,까치산,376.8,1,화곡전화국,190.4
1585, 신도림동주민센터 앞,구로구,서울특별시 구로구 신도림로 40,37.50733185,126.8797302,신도림로,신도림동,구로,515.8,0,대림5차아파트702동,18.5
1586, 도림천역 1번 출구 앞,구로구,서울특별시 구로구 경인로67길 160,37.51424026,126.8828735,경인로67나길,신도림동,도림천,10.7,0,도림천역2번출구,42.7
1587, 신도림역 1번 출구 앞,구로구,서울특별시 구로구 경인로 688,37.50971985,126.8900986,도림천동자전거길,신도림동,신도림,152.9,1,신도림역,59.8
1588, 구일우성(아) 육교 밑,구로구,서울특별시 구로구 구일로2길 59,37.48963165,126.8762589,구일로2길,구로동,구일,926.8,0,구일우성아파트,40.3
1589, 해원리바파크 육교 밑,구로구,서울특별시 구로구 구일로 110,37.49528503,126.8721619,구일로,구로동,구일,203.2,0,1호선구일역,8.9
1590, 낙원교회 맞은편,구로구,서울특별시 구로구 구로동로42길 43,37.49750519,126.8843765,구로중앙로27길,구로동,구로,650.1,0,구로변전소.구로초등학교,41.1
1591, 구로디지털단지역 앞,구로구,서울특별시 구로구 시흥대로 577-2,37.48493958,126.9013214,시흥대로,구로동,구로디지털단지,36.9,0,구로디지털단지역,38.4
1592, 한신휴아파트 앞,구로구,서울특별시 구로구 디지털로31길 120,37.48880005,126.8906632,도림로,구로동,남구로,428.9,0,구로시장.남구로시장,60.0
1593, 구로리공원,구로구,서울특별시 구로구 구로중앙로 13,37.49103165,126.8921509,구로중앙로3길,구로동,대림,387.9,1,동구로새마을금고,37.2
1594, 대림역4번출구,구로구,서울특별시 구로구 도림천로 351,37.49440384,126.8944473,도림로31길,구로동,대림,199.1,0,대림역4번출구,33.8
1595, 구로중학교앞,구로구,서울특별시 구로구 구로중앙로 48,37.49414062,126.8899841,구로중앙로19가길,구로동,대림,530.6,0,구로구청,81.7
1596, 서울미래초등학교 사거리,구로구,서울특별시 구로구 새말로 73,37.50437927,126.888298,새말로,구로동,신도림,550.3,0,서울미래초등학교,132.6
1597, 삼부르네상스파크빌,구로구,서울특별시 구로구 남부순환로 1299,37.47874069,126.8950958,남부순환로,가리봉동,구로디지털단지,914.1,1,삼부르네상스.효성아파트,25.3
1598, 동양미래대학교 정문 옆,구로구,서울특별시 구로구 경인로 445,37.49988937,126.8676987,경인로,고척동,구일,442.5,0,동양미래대학.구로성심병원,38.7
1599, 고척스카이돔구장 광장,구로구,서울특별시 구로구 경인로 430,37.49946976,126.8684006,안양천로,고척동,구일,368.1,0,동양미래대학.구로성심병원,40.0
1600, 고척근린공원 고척도서관 앞,구로구,서울특별시 구로구 고척로45길 31,37.5038147,126.8519592,고척로43길,고척동,오류동,1184.4,0,세곡초등학교,138.7
1601, 개봉지구대 개봉치안센터,구로구,서울특별시 구로구 경인로 293,37.49768448,126.8537293,경인로,개봉동,개봉,556.2,1,경인중학교개봉사거리,130.0
1602, 개봉역2번출구 A,구로구,서울특별시 구로구 경인로40길 47,37.49499512,126.8582535,개봉로24길,개봉동,개봉,58.3,1,개봉역,11.9
1603, 개봉푸르지오아파트 상가,구로구,서울특별시 구로구 남부순환로 775,37.50170517,126.8472824,고척로23길,개봉동,오류동,814.6,0,한사랑정형외과,51.9
1604, 개봉역 1번 출구 자전거보관서쪽,구로구,서울특별시 구로구 경인로40길 47,37.49428177,126.8592148,남부순환로97길,개봉동,개봉,58.6,1,개봉역.림괄아파트,64.6
1605, 한진아파트 입구,구로구,서울특별시 구로구 개봉로3길 87,37.4860611,126.8520126,개봉로3길,개봉동,광명사거리,797.0,0,개봉한진아파트.기점,5.9
1606, 오류동역 2번출구,구로구,서울특별시 구로구 서해안로 2340-10,37.49367142,126.8437042,서해안로30길,오류동,오류동,174.8,1,오류동역2번출구,3.3
