gid,lbl,val,geometry
다사513469,,,"POLYGON ((126.94888754170894 37.52010971558764, 126.94888091223078 37.52101103730635, 126.95001252580877 37.521016312333124, 126.95001914167632 37.520114990443716, 126.94888754170894 37.52010971558764))"
다사494478,,,"POLYGON ((126.92732519537937 37.52811929420997, 126.92731830453971 37.52902061136781, 126.92845003492386 37.529026093975986, 126.92845691214768 37.52812477664072, 126.92732519537937 37.52811929420997))"
다사512476,,,"POLYGON ((126.94770943420062 37.526413677807206, 126.94770278904014 37.52731499838254, 126.9488344976142 37.52732028544822, 126.94884112915982 37.526418964701804, 126.94770943420062 37.526413677807206))"
다사479485,,,"POLYGON ((126.91029980886172 37.534344954732866, 126.91029271157369 37.535246268214095, 126.9114245326161 37.535251914765766, 126.91143161628428 37.53435060110183, 126.91029980886172 37.534344954732866))"
다사472490,,,"POLYGON ((126.90234119945247 37.538811686024545, 126.90233400522371 37.5397129975216, 126.90346589214816 37.539718720925784, 126.90347307275414 37.538817409243556, 126.90234119945247 37.538811686024545))"
다사513472,,,"POLYGON ((126.9488676523885 37.5228136803271, 126.94886102202436 37.523715001629114, 126.94999267643794 37.52372027716804, 126.94999929318962 37.52281895569529, 126.9488676523885 37.5228136803271))"
다사476491,,,"POLYGON ((126.9068615548383 37.53973582604797, 126.9068544147827 37.540637138144575, 126.90798631660645 37.54064281833892, 126.90799344303859 37.539741506058554, 126.9068615548383 37.53973582604797))"
다사488484,,,"POLYGON ((126.92049306137118 37.53349406633217, 126.92048608697306 37.534395381584105, 126.92161789721358 37.534400930335565, 126.92162485799231 37.53349961490409, 126.92049306137118 37.53349406633217))"
다사503480,,,"POLYGON ((126.93749712037663 37.52997088304561, 126.93749035147695 37.53087220150962, 126.93862211183017 37.530877586866495, 126.93862886711267 37.529976268228246, 126.93749712037663 37.52997088304561))"
다사474488,,,"POLYGON ((126.90461927938429 37.53702049746318, 126.90461211303959 37.537921809608406, 126.90574397335816 37.53792751094685, 126.90575112608124 37.537026198617156, 126.90461927938429 37.53702049746318))"
다사489488,,,"POLYGON ((126.92159701301689 37.537104875795926, 126.92159005099778 37.53800619067134, 126.92272191603205 37.53801172929317, 126.92272886442933 37.53711041423853, 126.92159701301689 37.537104875795926))"
다사455502,,,"POLYGON ((126.88301027124893 37.54952842191795, 126.8830028414646 37.550429728543094, 126.88413488637605 37.55043563866262, 126.88414230253058 37.54953433184627, 126.88301027124893 37.54952842191795))"
다사459505,,,"POLYGON ((126.88751627157448 37.55225591826472, 126.88750889532376 37.55315722523507, 126.8886409824463 37.55316309251419, 126.88864834506532 37.552261785354034, 126.88751627157448 37.55225591826472))"
다사471496,,,"POLYGON ((126.90116607454546 37.54421381774006, 126.90115886476718 37.54511512821695, 126.90229083312052 37.545120863582824, 126.90229802927237 37.54421955292036, 126.90116607454546 37.54421381774006))"
다사498464,,,"POLYGON ((126.9319477415881 37.51552269416261, 126.93194090947377 37.516424013973406, 126.93307245051244 37.51642945074028, 126.93307926901939 37.51552813075354, 126.9319477415881 37.51552269416261))"
다사512474,,,"POLYGON ((126.9477227236336 37.52461103623981, 126.9477160790651 37.525512357092964, 126.94884776041003 37.52551764381648, 126.94885439136488 37.52461632279225, 126.9477227236336 37.52461103623981))"
다사503489,,,"POLYGON ((126.93743618942354 37.538082744219324, 126.93742941780962 37.53898406143274, 126.93856130074468 37.53898944835814, 126.93856805873594 37.538088130970436, 126.93743618942354 37.538082744219324))"
다사459500,,,"POLYGON ((126.88755314789957 37.54774938132546, 126.88754577329162 37.54865068899164, 126.88867779226177 37.54865655532175, 126.88868515324107 37.54775524746578, 126.88755314789957 37.54774938132546))"
다사452465,,,"POLYGON ((126.87989036050162 37.51616220534666, 126.8798829021306 37.517063516545555, 126.88101444215022 37.51706945211193, 126.88102188691391 37.51616814072095, 126.87989036050162 37.51616220534666))"
다사473489,,,"POLYGON ((126.90348025304026 37.537916097422254, 126.90347307275414 37.538817409243556, 126.90460494637566 37.53882312161453, 126.90461211303959 37.537921809608406, 126.90348025304026 37.537916097422254))"
다사485473,,,"POLYGON ((126.91717482057113 37.52356288454099, 126.91716780875151 37.52446420078147, 126.9182994682788 37.5244697800859, 126.91830646648576 37.52356846366489, 126.91717482057113 37.52356288454099))"
다사492490,,,"POLYGON ((126.92497872556665 37.53892408926625, 126.9249718037964 37.53982540440024, 126.92610369700296 37.539830910834795, 126.92611060515013 37.53892959552265, 126.92497872556665 37.53892408926625))"
다사455500,,,"POLYGON ((126.88302512982472 37.5477258082501, 126.88301770070233 37.548627115153614, 126.88414971835472 37.548633024890734, 126.88415713384855 37.547731717796026, 126.88302512982472 37.5477258082501))"
다사457498,,,"POLYGON ((126.885303940944 37.54593500150197, 126.88529653973822 37.54683630906585, 126.88642853079406 37.546842196718515, 126.88643591837246 37.54594088896415, 126.885303940944 37.54593500150197))"
다사491483,,,"POLYGON ((126.92389538539527 37.53260936358115, 126.92388845216419 37.53351067950966, 126.92502024971371 37.53351619554329, 126.92502716932596 37.53261487943631, 126.92389538539527 37.53260936358115))"
다사504473,,,"POLYGON ((126.93867614566558 37.52366703387008, 126.93866939248915 37.52456835348093, 126.93980105783568 37.52457372677537, 126.9398077973992 37.52367240699065, 126.93867614566558 37.52366703387008))"
다사489492,,,"POLYGON ((126.92156916307957 37.54071013446352, 126.92156219981983 37.54161144878287, 126.92269411934747 37.541616988121554, 126.92270106898296 37.54071567362298, 126.92156916307957 37.54071013446352))"
다사510475,,,"POLYGON ((126.94545271726375 37.52550175111655, 126.94544604517077 37.526403071487586, 126.9465777395374 37.52640838006913, 126.94658439801613 37.525507059526326, 126.94545271726375 37.52550175111655))"
다사494482,,,"POLYGON ((126.92729763017897 37.53172456200744, 126.92729073811141 37.53262587860933, 126.92842252296495 37.53263136192717, 126.92842940141426 37.531730045147846, 126.92729763017897 37.53172456200744))"
다사466434,,,"POLYGON ((126.89595690362005 37.4883035157034, 126.8959496457812 37.48920483387078, 126.89708076883637 37.48921061188389, 126.89708801308649 37.48830929352946, 126.89595690362005 37.4883035157034))"
다사490487,,,"POLYGON ((126.92273581251712 37.536209099044896, 126.92272886442933 37.53711041423853, 126.92386071615128 37.537115941833655, 126.92386765061785 37.536214626461174, 126.92273581251712 37.536209099044896))"
다사484472,,,"POLYGON ((126.91605020008816 37.522655978376335, 126.91604317496882 37.523557294574935, 126.91717482057113 37.52356288454099, 126.91718183207844 37.522661568161524, 126.91605020008816 37.522655978376335))"
다사482490,,,"POLYGON ((126.91365994678979 37.53886843005168, 126.91365288878956 37.539769743384745, 126.9147847788854 37.539775358304595, 126.91479182326272 37.53887404478987, 126.91365994678979 37.53886843005168))"
다사456499,,,"POLYGON ((126.88416454901206 37.54683041056215, 126.88415713384855 37.547731717796026, 126.88528913820272 37.547737616490565, 126.88529653973822 37.54683630906585, 126.88416454901206 37.54683041056215))"
다사498478,,,"POLYGON ((126.93185206428826 37.528141158868756, 126.93184522791202 37.529042476734126, 126.93297695951796 37.529047915964696, 126.9329837822783 37.52814659792331, 126.93185206428826 37.528141158868756))"
다사497464,,,"POLYGON ((126.93081621446117 37.51551724673254, 126.93080936873945 37.516418566367044, 126.93194090947377 37.516424013973406, 126.9319477415881 37.51552269416261, 126.93081621446117 37.51551724673254))"
다사477491,,,"POLYGON ((126.90799344303859 37.539741506058554, 126.90798631660645 37.54064281833892, 126.90911821874765 37.54064848768449, 126.90912533155631 37.53974717522068, 126.90799344303859 37.539741506058554))"
다사487466,,,"POLYGON ((126.91948699616174 37.51726481184602, 126.91948001374493 37.51816612942026, 126.92061157861895 37.51817168578076, 126.9206185474273 37.51727036802671, 126.91948699616174 37.51726481184602))"
다사468461,,,"POLYGON ((126.89802378193427 37.51265061232908, 126.89801654257217 37.51355192711559, 126.89914803339825 37.51355768850408, 126.89915525915525 37.51265637353112, 126.89802378193427 37.51265061232908))"
다사501486,,,"POLYGON ((126.93519284646455 37.53536798674811, 126.93518604851391 37.53626930402878, 126.93631788997908 37.536274712125824, 126.9363246743089 37.53537339467018, 126.93519284646455 37.53536798674811))"
다사487484,,,"POLYGON ((126.91936126506067 37.53348850691417, 126.91935427704321 37.53438982198622, 126.92048608697306 37.534395381584105, 126.92049306137118 37.53349406633217, 126.91936126506067 37.53348850691417))"
다사493477,,,"POLYGON ((126.92620038306589 37.52721248381613, 126.92619347891798 37.528113800935195, 126.92732519537937 37.52811929420997, 126.92733208591207 37.52721797691314, 126.92620038306589 37.52721248381613))"
다사473462,,,"POLYGON ((126.90367399991524 37.51358062567618, 126.90366682825953 37.514481941252406, 126.9047983342947 37.51448764863461, 126.90480549234458 37.51358633287368, 126.90367399991524 37.51358062567618))"
다사450466,,,"POLYGON ((126.87761982308866 37.517051612894555, 126.87761233716961 37.51795292356907, 126.87874389013206 37.51795888100706, 126.87875136244321 37.517057570139755, 126.87761982308866 37.517051612894555))"
다사458500,,,"POLYGON ((126.88642114288659 37.547743504333724, 126.88641375465002 37.54864481180977, 126.88754577329162 37.54865068899164, 126.88755314789957 37.54774938132546, 126.88642114288659 37.547743504333724))"
다사462501,,,"POLYGON ((126.89094183118522 37.54866825542664, 126.8909344971366 37.549569563521985, 126.89206653071795 37.54957539748547, 126.8920738511373 37.548674089201384, 126.89094183118522 37.54866825542664))"
다사481477,,,"POLYGON ((126.91261997307265 37.52714572084856, 126.91261290554334 37.52804703580719, 126.91374461827417 37.528052659209564, 126.91375167218841 37.52715134406896, 126.91261997307265 37.52714572084856))"
다사488472,,,"POLYGON ((126.92057672992067 37.522678272465996, 126.92056975924957 37.523579589386046, 126.92170140609755 37.5235851359833, 126.92170836315653 37.522683818883756, 126.92057672992067 37.522678272465996))"
다사510470,,,"POLYGON ((126.945486073271 37.52099514717773, 126.94547940266385 37.52189646824331, 126.94661102896534 37.52190177596599, 126.94661768596127 37.52100045472864, 126.945486073271 37.52099514717773))"
다사471493,,,"POLYGON ((126.90118770195339 37.54150988547473, 126.90118049313854 37.542411196368946, 126.90231242061446 37.542416931178145, 126.90231961580473 37.541515620098394, 126.90118770195339 37.54150988547473))"
다사487452,,,"POLYGON ((126.91958471734749 37.504646351212564, 126.9195777392835 37.50554767073265, 126.92070911369431 37.50555322457615, 126.92071607815834 37.5046519048763, 126.91958471734749 37.504646351212564))"
다사486487,,,"POLYGON ((126.91820846321528 37.53618688090845, 126.91820146064272 37.53708819538318, 126.91933331112298 37.53709376636822, 126.91934030007437 37.53619245171325, 126.91820846321528 37.53618688090845))"
다사450469,,,"POLYGON ((126.87759736433115 37.519755544500576, 126.87758987741168 37.52065685475758, 126.87872147120147 37.52066281277399, 126.87872894451118 37.51976150232418, 126.87759736433115 37.519755544500576))"
다사500478,,,"POLYGON ((126.93411550057223 37.5281520261338, 126.93410869142778 37.52905334435084, 126.93524042364095 37.52905876189256, 126.93524721916948 37.52815744350022, 126.93411550057223 37.5281520261338))"
다사478438,,,"POLYGON ((126.9095018573917 37.49197741566427, 126.90949476135488 37.49287873549697, 126.91062594260386 37.49288438429651, 126.91063302504934 37.491983064280966, 126.9095018573917 37.49197741566427))"
다사481475,,,"POLYGON ((126.91263410718683 37.525343090514184, 126.91262704028715 37.526244405750894, 126.91375872578847 37.526250028789335, 126.91376577907434 37.525348713370676, 126.91263410718683 37.525343090514184))"
다사483478,,,"POLYGON ((126.91487633131918 37.52805827176801, 126.91486929070635 37.52895958695118, 126.91600101768066 37.52896518884698, 126.91600804467782 37.52806387348254, 126.91487633131918 37.52805827176801))"
다사497480,,,"POLYGON ((126.93070664631338 37.52993834420919, 126.93069979571098 37.53083966162026, 126.93183155424593 37.53084511204796, 126.93183839123127 37.529943794460536, 126.93070664631338 37.52993834420919))"
다사452475,,,"POLYGON ((126.87981576183948 37.52517531107355, 126.87980830014554 37.52607662088087, 126.88093997627166 37.526082558368365, 126.88094742435226 37.525181248368916, 126.87981576183948 37.52517531107355))"
다사490474,,,"POLYGON ((126.9228261094993 37.52449198887802, 126.92281916543382 37.52539330587872, 126.92395084012709 37.52539883114909, 126.92395777057918 37.52449751396962, 126.9228261094993 37.52449198887802))"
다사450504,,,"POLYGON ((126.87733512361713 37.55130132068387, 126.87732762501595 37.552202626069324, 126.8784596955277 37.55220859083684, 126.87846718049792 37.55130728525841, 126.87733512361713 37.55130132068387))"
다사460501,,,"POLYGON ((126.88867779226177 37.54865655532175, 126.88867043095458 37.549557863038565, 126.88980246388192 37.549563718706345, 126.88980981155986 37.548662410800084, 126.88867779226177 37.54865655532175))"
다사458495,,,"POLYGON ((126.88645807913318 37.543236964866054, 126.886450692542 37.5441382730379, 126.88758264304649 37.54414414926913, 126.88759001601207 37.543242840907155, 126.88645807913318 37.543236964866054))"
다사478484,,,"POLYGON ((126.90917511234642 37.533437984080315, 126.90916800175529 37.534339297517555, 126.91029980886172 37.534344954732866, 126.91030690583361 37.53344364111258, 126.90917511234642 37.533437984080315))"
다사492472,,,"POLYGON ((126.92510326472102 37.52270039308579, 126.92509634849846 37.5236017107217, 126.92622799658237 37.52360721395001, 126.92623489919276 37.52270589613601, 126.92510326472102 37.52270039308579))"
다사494467,,,"POLYGON ((126.92740097436061 37.51820479630111, 126.92739408689651 37.51910611498769, 126.92852566753989 37.519111595644596, 126.92853254139482 37.518210276780636, 126.92740097436061 37.51820479630111))"
다사490492,,,"POLYGON ((126.92270106898296 37.54071567362298, 126.92269411934747 37.541616988121554, 126.92382603918469 37.54162251661099, 126.92383297519591 37.54072120193355, 126.92270106898296 37.54071567362298))"
다사490488,,,"POLYGON ((126.92272886442933 37.53711041423853, 126.92272191603205 37.53801172929317, 126.92385378137584 37.53801725706715, 126.92386071615128 37.537115941833655, 126.92272886442933 37.53711041423853))"
다사481489,,,"POLYGON ((126.91253514193944 37.537961491175295, 126.91252807063128 37.53886280446539, 126.91365994678979 37.53886843005168, 126.91366700447564 37.53796711657958, 126.91253514193944 37.537961491175295))"
다사498486,,,"POLYGON ((126.93179736475072 37.53535169790057, 126.93179052593784 37.53625301465418, 126.93292236649269 37.536258455292945, 126.93292919168482 37.5353571383633, 126.93179736475072 37.53535169790057))"
다사457506,,,"POLYGON ((126.88524472206511 37.55314545811626, 126.88523731822126 37.55404676456676, 126.88636941831824 37.55405265374344, 126.88637680852985 37.55315134710243, 126.88524472206511 37.55314545811626))"
다사479491,,,"POLYGON ((126.91025722039087 37.53975283353438, 126.91025012120569 37.54065414618127, 126.91138202398 37.54065979382924, 126.91138910954167 37.53975848099963, 126.91025722039087 37.53975283353438))"
다사493472,,,"POLYGON ((126.92623489919276 37.52270589613601, 126.92622799658237 37.52360721395001, 126.92735964497378 37.52361270633606, 126.92736653397202 37.52271138834432, 126.92623489919276 37.52270589613601))"
다사464451,,,"POLYGON ((126.89357079624084 37.5036143111213, 126.89356350570633 37.504515626549335, 126.8946948592154 37.50452142941204, 126.89470213615088 37.5036201137962, 126.89357079624084 37.5036143111213))"
다사462477,,,"POLYGON ((126.89111775037804 37.527036819396265, 126.89111042416593 37.52793813083087, 126.89224213081138 37.52794396026583, 126.89224944340874 37.52704264864258, 126.89111775037804 37.527036819396265))"
다사491482,,,"POLYGON ((126.9239023183175 37.53170804751364, 126.92389538539527 37.53260936358115, 126.92502716932596 37.53261487943631, 126.92503408862997 37.53171356319032, 126.9239023183175 37.53170804751364))"
다사469497,,,"POLYGON ((126.89889492902465 37.5451036249338, 126.89888769167123 37.54600493489943, 126.90001967300857 37.54601069215251, 126.90002689673503 37.54510938200061, 126.89889492902465 37.5451036249338))"
다사499487,,,"POLYGON ((126.93292236649269 37.536258455292945, 126.93291554099652 37.537159772083605, 126.93404739547677 37.537165202050836, 126.9340542073516 37.53626388508448, 126.93292236649269 37.536258455292945))"
다사489471,,,"POLYGON ((126.92171531990562 37.52178250164523, 126.92170836315653 37.522683818883756, 126.92283999670228 37.522689354459665, 126.92284693983984 37.52178803704199, 126.92171531990562 37.52178250164523))"
다사507482,,,"POLYGON ((126.94201067996288 37.53179499688612, 126.94200396493378 37.53269631576718, 126.9431357537233 37.532701658089074, 126.94314245513397 37.531800339035144, 126.94201067996288 37.53179499688612))"
다사456500,,,"POLYGON ((126.88415713384855 37.547731717796026, 126.88414971835472 37.548633024890734, 126.8852817363375 37.548638923776124, 126.88528913820272 37.547737616490565, 126.88415713384855 37.547731717796026))"
다사457491,,,"POLYGON ((126.88535574015415 37.53962584465808, 126.88534834125586 37.54052715319614, 126.88648023693257 37.54053303951551, 126.88648762220771 37.53963173078702, 126.88535574015415 37.53962584465808))"
다사493468,,,"POLYGON ((126.92626250655992 37.51910062349028, 126.92625560517928 37.52000194186018, 126.92738719912562 37.52000743353531, 126.92739408689651 37.51910611498769, 126.92626250655992 37.51910062349028))"
다사499466,,,"POLYGON ((126.93306563170177 37.51733077058806, 126.93305881258739 37.518232090296905, 126.93419038114642 37.51823751657549, 126.93419718665217 37.517336196691026, 126.93306563170177 37.51733077058806))"
다사513476,,,"POLYGON ((126.94884112915982 37.526418964701804, 126.9488344976142 37.52732028544822, 126.94996620648371 37.527325561670054, 126.94997282441442 37.5264242407529, 126.94884112915982 37.526418964701804))"
다사455462,,,"POLYGON ((126.8833071913975 37.513476042795176, 126.8832997748396 37.514377354986685, 126.88443127503194 37.51438325746166, 126.8844386779843 37.51348194507913, 126.8833071913975 37.513476042795176))"
다사494470,,,"POLYGON ((126.92738031104791 37.52090875194396, 126.9273734226634 37.521810070213625, 126.92850504413789 37.521815551402625, 126.92851191891144 37.52091423295559, 126.92738031104791 37.52090875194396))"
다사460469,,,"POLYGON ((126.88891318103833 37.519814634914646, 126.8889058302167 37.52071594708393, 126.8900374273081 37.52072179669178, 126.89004476451987 37.51982048433319, 126.88891318103833 37.519814634914646))"
다사465469,,,"POLYGON ((126.89457110170807 37.519843773601714, 126.89456381893591 37.520745086713994, 126.89569541765538 37.520750882117206, 126.89570268681757 37.51984956881739, 126.89457110170807 37.519843773601714))"
다사466454,,,"POLYGON ((126.89581168540518 37.506329852629555, 126.8958044210981 37.50723116801566, 126.89693581605565 37.507236949770466, 126.89694306676182 37.506335634197235, 126.89581168540518 37.506329852629555))"
다사488467,,,"POLYGON ((126.92061157861895 37.51817168578076, 126.92060460950016 37.5190730033958, 126.92173618829368 37.51907854909565, 126.92174314380337 37.518177231301145, 126.92061157861895 37.51817168578076))"
다사487475,,,"POLYGON ((126.91942414321244 37.525376665009965, 126.9194171579959 37.526277981333145, 126.92054884537326 37.526283539312175, 126.9205558169759 37.52538222280914, 126.91942414321244 37.525376665009965))"
다사509480,,,"POLYGON ((126.94428760529428 37.53000303146895, 126.94428091809785 37.530904350973245, 126.94541268024746 37.53090967125898, 126.94541935382662 37.530008351582545, 126.94428760529428 37.53000303146895))"
다사495484,,,"POLYGON ((126.92841564420925 37.533532678567504, 126.92840876514714 37.53443399506885, 126.92954057754545 37.534439467895076, 126.9295474429881 37.53353815121664, 126.92841564420925 37.533532678567504))"
다사510476,,,"POLYGON ((126.94544604517077 37.526403071487586, 126.9454393727806 37.527304391719696, 126.94657108076207 37.52730970047304, 126.9465777395374 37.52640838006913, 126.94544604517077 37.526403071487586))"
다사488489,,,"POLYGON ((126.92045818627366 37.53800064120168, 126.92045121032199 37.53890195575853, 126.92158308866854 37.53890750540775, 126.92159005099778 37.53800619067134, 126.92045818627366 37.53800064120168))"
다사486473,,,"POLYGON ((126.91830646648576 37.52356846366489, 126.9182994682788 37.5244697800859, 126.91943112811784 37.52447534854778, 126.91943811271213 37.523574031946566, 126.91830646648576 37.52356846366489))"
다사493473,,,"POLYGON ((126.92622799658237 37.52360721395001, 126.9262210936645 37.52450853162502, 126.92735275566871 37.5245140241888, 126.92735964497378 37.52361270633606, 126.92622799658237 37.52360721395001))"
다사472493,,,"POLYGON ((126.90231961580473 37.541515620098394, 126.90231242061446 37.542416931178145, 126.90344434841091 37.542422655137905, 126.90345152997656 37.54152134387296, 126.90231961580473 37.541515620098394))"
다사487483,,,"POLYGON ((126.91936825276689 37.5325871917031, 126.91936126506067 37.53348850691417, 126.92049306137118 37.53349406633217, 126.92050003545862 37.532592750941205, 126.91936825276689 37.5325871917031))"
다사503464,,,"POLYGON ((126.93760538177546 37.51554976872555, 126.93759861769826 37.51645108941257, 126.93873016024946 37.516456471981805, 126.9387369107192 37.51555515112058, 126.93760538177546 37.51554976872555))"
다사463449,,,"POLYGON ((126.89245406394653 37.50180586671511, 126.89244676046366 37.50270718223315, 126.8935780864506 37.50271299555418, 126.89358537633566 37.50181167984797, 126.89245406394653 37.50180586671511))"
다사506466,,,"POLYGON ((126.94098652269915 37.51736852567122, 126.94097979884543 37.51826984660193, 126.94211136951375 37.518275196998765, 126.94211807975874 37.517373875894904, 126.94098652269915 37.51736852567122))"
다사486472,,,"POLYGON ((126.918313464381 37.522667147104855, 126.91830646648576 37.52356846366489, 126.91943811271213 37.523574031946566, 126.91944509699528 37.52267271520635, 126.918313464381 37.522667147104855))"
다사510474,,,"POLYGON ((126.94545938905955 37.524600430606625, 126.94545271726375 37.52550175111655, 126.94658439801613 37.525507059526326, 126.94659105619829 37.5246057388446, 126.94545938905955 37.524600430606625))"
다사489475,,,"POLYGON ((126.92168749104991 37.525387769765395, 126.92168053306119 37.52628908644794, 126.92281222105908 37.5262946227404, 126.92281916543382 37.52539330587872, 126.92168749104991 37.525387769765395))"
다사499469,,,"POLYGON ((126.93304517344733 37.52003472929777, 126.93303835342162 37.52093604858975, 126.93416996281017 37.520941475395155, 126.93417676922543 37.52004015592755, 126.93304517344733 37.52003472929777))"
다사457500,,,"POLYGON ((126.88528913820272 37.547737616490565, 126.8852817363375 37.548638923776124, 126.88641375465002 37.54864481180977, 126.88642114288659 37.547743504333724, 126.88528913820272 37.547737616490565))"
다사467490,,,"POLYGON ((126.89668183776324 37.53878290720919, 126.89667457542079 37.53968421777507, 126.89780646073677 37.53968999542108, 126.89781370945653 37.538788684668276, 126.89668183776324 37.53878290720919))"
다사506485,,,"POLYGON ((126.94085871824909 37.53449359959828, 126.94085198870232 37.5353949178893, 126.94198381805164 37.53540027157676, 126.94199053397816 37.534498953112504, 126.94085871824909 37.53449359959828))"
다사452506,,,"POLYGON ((126.87958429470076 37.5531158503831, 126.87957682269581 37.55401715587575, 126.88070892113761 37.55402309932159, 126.88071637951037 37.55312179363668, 126.87958429470076 37.5531158503831))"
다사479482,,,"POLYGON ((126.91032109882903 37.53164101345484, 126.91031400248937 37.53254232735324, 126.91144578267404 37.532547973356806, 126.91145286539566 37.53164665927572, 126.91032109882903 37.53164101345484))"
다사485487,,,"POLYGON ((126.9170766266681 37.53618129925654, 126.9170696104744 37.53708261355066, 126.91820146064272 37.53708819538318, 126.91820846321528 37.53618688090845, 126.9170766266681 37.53618129925654))"
다사494465,,,"POLYGON ((126.92741474836848 37.51640215851102, 126.92740786151793 37.517303477475544, 126.92853941494357 37.517308957777715, 126.92854628818618 37.51640763863584, 126.92741474836848 37.51640215851102))"
다사496482,,,"POLYGON ((126.92956117295596 37.53173551744282, 126.92955430812492 37.53263683439922, 126.93068609359068 37.53264229602548, 126.93069294480341 37.53174097889236, 126.92956117295596 37.53173551744282))"
다사508469,,,"POLYGON ((126.9432295463136 37.5200831786919, 126.94322284878243 37.52098449955183, 126.94435446087785 37.52098982878545, 126.94436114479845 37.52008850775308, 126.9432295463136 37.5200831786919))"
다사457501,,,"POLYGON ((126.8852817363375 37.548638923776124, 126.88527433414255 37.549540230922496, 126.88640636608429 37.549546119146626, 126.88641375465002 37.54864481180977, 126.8852817363375 37.548638923776124))"
다사466493,,,"POLYGON ((126.8955281375256 37.541481049620515, 126.89552086058804 37.542382359581744, 126.89665278645224 37.542388148637976, 126.89666004976529 37.541486838489455, 126.8955281375256 37.541481049620515))"
다사504477,,,"POLYGON ((126.93864913115478 37.527272311479805, 126.93864237677496 37.5281736305349, 126.93977409657934 37.52817900452491, 126.9397808373438 37.52727768529593, 126.93864913115478 37.527272311479805))"
다사483468,,,"POLYGON ((126.91494672020124 37.51904511228976, 126.91493968272388 37.51994642886318, 126.91607127356878 37.51995202894649, 126.91607829743653 37.519050712191834, 126.91494672020124 37.51904511228976))"
다사462457,,,"POLYGON ((126.89126420611099 37.50901056149041, 126.89125688642257 37.50991187570722, 126.89238832088827 37.509917701370355, 126.89239562697404 37.50901638696502, 126.89126420611099 37.50901056149041))"
다사487487,,,"POLYGON ((126.91934030007437 37.53619245171325, 126.91933331112298 37.53709376636822, 126.92046516191458 37.53709932650582, 126.92047213724477 37.53619801167093, 126.91934030007437 37.53619245171325))"
다사475489,,,"POLYGON ((126.90574397335816 37.53792751094685, 126.90573682031643 37.53882882313746, 126.90686869457585 37.53883451381232, 126.90687583399533 37.53793320143758, 126.90574397335816 37.53792751094685))"
다사498469,,,"POLYGON ((126.93191357797299 37.520029291827065, 126.93190674433686 37.52093061094308, 126.93303835342162 37.52093604858975, 126.93304517344733 37.52003472929777, 126.93191357797299 37.520029291827065))"
다사478492,,,"POLYGON ((126.90911821874765 37.54064848768449, 126.90911110562212 37.541549800009214, 126.91024302170428 37.541555458689075, 126.91025012120569 37.54065414618127, 126.90911821874765 37.54064848768449))"
다사504481,,,"POLYGON ((126.93862211183017 37.530877586866495, 126.93861535624677 37.53177890536582, 126.93974713051868 37.53178428005145, 126.9397538724843 37.530882961378225, 126.93862211183017 37.530877586866495))"
다사451474,,,"POLYGON ((126.87869157463345 37.52426805318163, 126.8786840996591 37.525169362935614, 126.87981576183948 37.52517531107355, 126.87982322320109 37.52427400112708, 126.87869157463345 37.52426805318163))"
다사478490,,,"POLYGON ((126.90913244404815 37.53884586261782, 126.90912533155631 37.53974717522068, 126.91025722039087 37.53975283353438, 126.91026431925985 37.53885152074844, 126.90913244404815 37.53884586261782))"
다사462497,,,"POLYGON ((126.89097116411293 37.54506302165377, 126.890963831371 37.545964330305715, 126.89209581043878 37.54597016351427, 126.89210312955383 37.5450688546736, 126.89097116411293 37.54506302165377))"
다사463457,,,"POLYGON ((126.89239562697404 37.50901638696502, 126.89238832088827 37.509917701370355, 126.89351975567938 37.50992351619679, 126.8935270481625 37.509022201603266, 126.89239562697404 37.50901638696502))"
다사487472,,,"POLYGON ((126.91944509699528 37.52267271520635, 126.91943811271213 37.523574031946566, 126.92056975924957 37.523579589386046, 126.92057672992067 37.522678272465996, 126.91944509699528 37.52267271520635))"
다사490476,,,"POLYGON ((126.92281222105908 37.5262946227404, 126.92280527637494 37.52719593946309, 126.92393697829672 37.52720146509108, 126.92394390936627 37.52630014818959, 126.92281222105908 37.5262946227404))"
다사504476,,,"POLYGON ((126.93865588523376 37.52637099228579, 126.93864913115478 37.527272311479805, 126.9397808373438 37.52727768529593, 126.939787577808 37.52637636592801, 126.93865588523376 37.52637099228579))"
다사488477,,,"POLYGON ((126.92054187346008 37.527184855676204, 126.92053490123634 37.528086171901236, 126.92166661615394 37.528091719396, 126.92167357476254 37.52719040299146, 126.92054187346008 37.527184855676204))"
다사480480,,,"POLYGON ((126.91146702989245 37.5298440306964, 126.9114599478018 37.530745345055585, 126.91259170106648 37.53075097984884, 126.91259876954028 37.52984966530733, 126.91146702989245 37.5298440306964))"
다사463454,,,"POLYGON ((126.89241754327892 37.506312442914464, 126.89241023816936 37.50721375773708, 126.89354163215438 37.50721957199895, 126.8935489236631 37.50631825698816, 126.89241754327892 37.506312442914464))"
다사468495,,,"POLYGON ((126.89777746262853 37.54329523704118, 126.89777021229409 37.544196547098416, 126.89890216605572 37.54420231482908, 126.89890940276439 37.54330100458523, 126.89777746262853 37.54329523704118))"
다사491459,,,"POLYGON ((126.92406169032466 37.510977739599106, 126.92405476450155 37.511879058863336, 126.92518623536674 37.51188457061455, 126.92519314758556 37.51098325117195, 126.92406169032466 37.510977739599106))"
