gid,lbl,val,geometry
다사458468,427.00,427.0,"POLYGON ((126.88665739277083 37.518901591627134, 126.88665001505812 37.5198029035559, 126.88778159788423 37.519808774655544, 126.88778896198767 37.51890746253678, 126.88665739277083 37.518901591627134))"
다사478474,51.00,51.0,"POLYGON ((126.90924620083983 37.52442484205991, 126.90923909341537 37.52532615688768, 126.91037076435673 37.525331812272675, 126.91037785816803 37.5244304972619, 126.90924620083983 37.52442484205991))"
다사471444,403.00,403.0,"POLYGON ((126.90154054081101 37.49734548128434, 126.90153334771304 37.498246798993044, 126.90266460829713 37.49825252471568, 126.90267178780023 37.497351206821655, 126.90154054081101 37.49734548128434))"
다사471455,279.00,279.0,"POLYGON ((126.90146139910935 37.50725996843256, 126.90145420248624 37.50816128461172, 126.90258561265411 37.50816701237329, 126.90259279567564 37.50726569600874, 126.90146139910935 37.50725996843256))"
다사464459,N/A,0.0,"POLYGON ((126.8935124628714 37.51082483065123, 126.8935051697386 37.51172614496658, 126.89463663206166 37.511731949331974, 126.89464391159062 37.510830634828785, 126.8935124628714 37.51082483065123))"
다사462494,354.00,354.0,"POLYGON ((126.89099316037894 37.5423590948631, 126.89098582861688 37.543260403932464, 126.89211776680585 37.54326623657487, 126.89212508494285 37.5423649273168, 126.89099316037894 37.5423590948631))"
다사457469,668.00,668.0,"POLYGON ((126.88551843256069 37.519797021615744, 126.88551104090955 37.52069833321503, 126.8866426370168 37.520704215345546, 126.88665001505812 37.5198029035559, 126.88551843256069 37.519797021615744))"
다사488461,447.00,447.0,"POLYGON ((126.92065338681324 37.512763777171614, 126.92064641955676 37.51366509562062, 126.92177791670491 37.51367064024373, 126.92178487035596 37.51276932161529, 126.92065338681324 37.512763777171614))"
다사464458,6.00,6.0,"POLYGON ((126.89351975567938 37.50992351619679, 126.8935124628714 37.51082483065123, 126.89464391159062 37.510830634828785, 126.8946511907953 37.5099293201865, 126.89351975567938 37.50992351619679))"
다사478460,148.00,148.0,"POLYGON ((126.90934567154791 37.51180641987172, 126.90933856855425 37.512707736646036, 126.91047004896639 37.512713389469354, 126.91047713835538 37.5118120725121, 126.90934567154791 37.51180641987172))"
다사460473,316.00,316.0,"POLYGON ((126.88888377578714 37.52341988275707, 126.88887642365566 37.52432119436987, 126.89000807519258 37.52432704473496, 126.89001541371178 37.523425732932836, 126.88888377578714 37.52341988275707))"
다사462459,8.00,8.0,"POLYGON ((126.89124956640813 37.5108131897849, 126.89124224606765 37.51171450372349, 126.8923737077404 37.511720329763754, 126.89238101447704 37.5108190156366, 126.89124956640813 37.5108131897849))"
다사479446,276.00,276.0,"POLYGON ((126.91057635665189 37.49919362051328, 126.91056927168235 37.5000949394168, 126.91170056199961 37.50010057884626, 126.91170763337294 37.499199259760225, 126.91057635665189 37.49919362051328))"
다사457464,118.00,118.0,"POLYGON ((126.88555538587812 37.51529046153232, 126.88554799587301 37.516191773827245, 126.88667952393725 37.51619765500606, 126.88668690033556 37.51529634252079, 126.88555538587812 37.51529046153232))"
다사487448,218.00,218.0,"POLYGON ((126.91961262649555 37.50104107174237, 126.9196056496747 37.501942391818396, 126.92073696968924 37.50194794494289, 126.92074393291257 37.501046624687135, 126.91961262649555 37.50104107174237))"
다사466479,483.00,483.0,"POLYGON ((126.89562998062283 37.52886269555618, 126.89562270822196 37.529764007465, 126.89675444339817 37.52976979389943, 126.896761702183 37.52886848180338, 126.89562998062283 37.52886269555618))"
다사484444,340.00,340.0,"POLYGON ((126.9162467764396 37.49741906837883, 126.91623976007635 37.49832038846948, 126.91737102477042 37.49832597337218, 126.9173780275386 37.497424653100765, 126.9162467764396 37.49741906837883))"
다사465457,675.00,675.0,"POLYGON ((126.89465846967579 37.509028005405135, 126.8946511907953 37.5099293201865, 126.89578262623547 37.50993511333947, 126.89578989151327 37.5090337983706, 126.89465846967579 37.509028005405135))"
다사471463,50.00,50.0,"POLYGON ((126.90140381714815 37.51447049397229, 126.90139661796019 37.515371809038975, 126.90252813696226 37.51537753828373, 126.90253532254381 37.514476223031636, 126.90140381714815 37.51447049397229))"
다사469470,208.00,208.0,"POLYGON ((126.89909021575419 37.52076820328105, 126.89908298709993 37.52166951700232, 126.90021460072157 37.521675269227785, 126.90022181576524 37.52077395532037, 126.89909021575419 37.52076820328105))"
다사468486,8.00,8.0,"POLYGON ((126.89784270110682 37.535183440265975, 126.89783545367852 37.53608475157522, 126.89896728483018 37.53609051762657, 126.89897451863817 37.53518920613077, 126.89784270110682 37.535183440265975))"
다사471446,17.00,17.0,"POLYGON ((126.90152615429469 37.4991481165627, 126.9015189605559 37.50004943399331, 126.9026502483316 37.50005516008664, 126.90265742847427 37.49915384247068, 126.90152615429469 37.4991481165627))"
다사472460,567.00,567.0,"POLYGON ((126.90255687736824 37.51177227644095, 126.90254969274682 37.51267359211023, 126.90368117125152 37.51267930996089, 126.90368834226837 37.511777994106566, 126.90255687736824 37.51177227644095))"
다사464474,277.00,277.0,"POLYGON ((126.89340303176228 37.52434453077632, 126.89339573375499 37.52524584300516, 126.89452740020882 37.52525165018887, 126.89453468460313 37.5243503377721, 126.89340303176228 37.52434453077632))"
다사476476,106.00,106.0,"POLYGON ((126.90696861751448 37.52621612791082, 126.90696148222806 37.52711744209342, 126.90809317976371 37.527123119531495, 126.90810030143578 37.52622180516519, 126.90696861751448 37.52621612791082))"
다사483460,203.00,203.0,"POLYGON ((126.91500300873682 37.51183457469781, 126.91499597376674 37.51273589238333, 126.91612745575175 37.512741491016946, 126.91613447711707 37.51184017315022, 126.91500300873682 37.51183457469781))"
다사472459,542.00,542.0,"POLYGON ((126.9025640616697 37.51087096063261, 126.90255687736824 37.51177227644095, 126.90368834226837 37.511777994106566, 126.90369551296581 37.510876678113185, 126.9025640616697 37.51087096063261))"
다사464445,153.00,153.0,"POLYGON ((126.89361453262921 37.49820641563241, 126.8936072440428 37.499107731894924, 126.89473851596686 37.49911353363081, 126.89474579095787 37.498212217180516, 126.89361453262921 37.49820641563241))"
다사487457,381.00,381.0,"POLYGON ((126.9195498239192 37.50915294742321, 126.91954284430098 37.510054266248375, 126.92067428672073 37.5100598209907, 126.92068125273595 37.50915850198575, 126.9195498239192 37.50915294742321))"
다사480467,N/A,0.0,"POLYGON ((126.91155906836943 37.518126931374404, 126.91155199037861 37.51902824754107, 126.91268356667169 37.51903387996437, 126.91269063105356 37.51813256361542, 126.91155906836943 37.518126931374404))"
다사499472,364.00,364.0,"POLYGON ((126.93302471245885 37.52273868675688, 126.93301789152173 37.52364000563201, 126.93414954174527 37.523645432964294, 126.93415634907011 37.52274411391354, 126.93302471245885 37.52273868675688))"
다사483466,395.00,395.0,"POLYGON ((126.91496079421563 37.51724247872585, 126.91495375736517 37.518143795577316, 126.91608532099146 37.51814939529817, 126.91609234423353 37.51724807826549, 126.91496079421563 37.51724247872585))"
다사465445,101.00,101.0,"POLYGON ((126.89474579095787 37.498212217180516, 126.89473851596686 37.49911353363081, 126.89586978821492 37.49911932453418, 126.89587704961052 37.49821800789644, 126.89474579095787 37.498212217180516))"
다사485459,315.00,315.0,"POLYGON ((126.91727295325846 37.510944442578456, 126.91726594581003 37.51184576076502, 126.91839741481516 37.511851337542204, 126.91840440865938 37.51095001917514, 126.91727295325846 37.510944442578456))"
다사460477,230.00,230.0,"POLYGON ((126.88885436529621 37.527025128373495, 126.88884701185468 37.52792643942978, 126.88997871784683 37.52793229055219, 126.88998605767368 37.52703097930656, 126.88885436529621 37.527025128373495))"
다사469446,236.00,236.0,"POLYGON ((126.89926360689732 37.49913663224899, 126.8992563859664 37.50003794930788, 126.90038767310064 37.500043697067056, 126.9003948804355 37.49914237982214, 126.89926360689732 37.49913663224899))"
다사474474,88.00,88.0,"POLYGON ((126.90471957469896 37.524402112827225, 126.90471241282195 37.525303426919464, 126.9058440824933 37.525309125675726, 126.90585123075718 37.524407811399065, 126.90471957469896 37.524402112827225))"
다사504467,1112.00,1112.0,"POLYGON ((126.93871665840793 37.51825911328744, 126.93870990703611 37.519160433731884, 126.93984149071409 37.51916580598311, 126.93984822847662 37.51826448536482, 126.93871665840793 37.51825911328744))"
다사468468,137.00,137.0,"POLYGON ((126.89797309962711 37.51895981291395, 126.89796585800741 37.51986112672689, 126.89909744408646 37.51986688942071, 126.89910467209678 37.518965575421284, 126.89797309962711 37.51895981291395))"
다사470464,N/A,0.0,"POLYGON ((126.9002650992788 37.51536606895532, 126.90025788616316 37.516267383697176, 126.90138941845154 37.516273123966606, 126.90139661796019 37.515371809038975, 126.9002650992788 37.51536606895532))"
다사467487,166.00,166.0,"POLYGON ((126.89670362284974 37.53607897467692, 126.89669636147774 37.53698028566012, 126.89782820592741 37.536986062745335, 126.89783545367852 37.53608475157522, 126.89670362284974 37.53607897467692))"
다사472468,46.00,46.0,"POLYGON ((126.90249939143509 37.51898279790152, 126.90249220425304 37.519884112458314, 126.90362379161631 37.519889831789534, 126.90363096518895 37.51898851704766, 126.90249939143509 37.51898279790152))"
다사468483,332.00,332.0,"POLYGON ((126.8978644414548 37.53247950550364, 126.89785719499494 37.53338081723019, 126.8989889852875 37.53338658272186, 126.8989962181289 37.53248527080875, 126.8978644414548 37.53247950550364))"
다사474452,42.00,42.0,"POLYGON ((126.90487705531035 37.504573167616826, 126.90486990044806 37.50547448476821, 126.90600127077099 37.505480179468464, 126.90600841203346 37.50457886213278, 126.90487705531035 37.504573167616826))"
다사476439,532.00,532.0,"POLYGON ((126.90723239980566 37.49286740540733, 126.90722527626887 37.49376872473426, 126.90835647047707 37.49377439537774, 126.90836358042192 37.49287307586725, 126.90723239980566 37.49286740540733))"
다사469454,370.00,370.0,"POLYGON ((126.89920583044339 37.50634716482652, 126.899198606939 37.50724848077296, 126.9003300028636 37.50725423002062, 126.90033721276707 37.506352913888115, 126.89920583044339 37.50634716482652))"
다사477442,180.00,180.0,"POLYGON ((126.90834224963731 37.49557703398168, 126.90833513874239 37.49647835307515, 126.90946637404673 37.496484013437716, 126.90947347134792 37.495582694161044, 126.90834224963731 37.49557703398168))"
다사466469,753.00,753.0,"POLYGON ((126.89570268681757 37.51984956881739, 126.89569541765538 37.520750882117206, 126.89682701669867 37.52075666667946, 126.8968342722509 37.51985535319244, 126.89570268681757 37.51984956881739))"
다사456473,155.00,155.0,"POLYGON ((126.88435722736948 37.523396373634554, 126.884349820789 37.52429768448659, 126.8854814710123 37.524303578220824, 126.88548886398054 37.52340226717807, 126.88435722736948 37.523396373634554))"
다사465487,70.00,70.0,"POLYGON ((126.89443996216312 37.53606738833954, 126.89443267354936 37.53696869894784, 126.8955645173515 37.53697449772762, 126.8955717923444 37.536073186931695, 126.89443996216312 37.53606738833954))"
다사486479,230.00,230.0,"POLYGON ((126.91826447256773 37.52897636010572, 126.91825747249015 37.529877675692646, 126.91938921401801 37.52988324523578, 126.91939620047927 37.52898192946863, 126.91826447256773 37.52897636010572))"
다사466443,172.00,172.0,"POLYGON ((126.89589157143152 37.49641537420379, 126.89588431068272 37.49731669111966, 126.897015556064 37.49732247081631, 126.89702280321858 37.496421153713364, 126.89589157143152 37.49641537420379))"
다사481467,220.00,220.0,"POLYGON ((126.91269063105356 37.51813256361542, 126.91268356667169 37.51903387996437, 126.91381514327945 37.51903950154726, 126.91382219405233 37.51813818501639, 126.91269063105356 37.51813256361542))"
다사473463,271.00,271.0,"POLYGON ((126.90366682825953 37.514481941252406, 126.90365965628439 37.515383256689574, 126.90479117592598 37.51538896425649, 126.9047983342947 37.51448764863461, 126.90366682825953 37.514481941252406))"
다사472471,313.00,313.0,"POLYGON ((126.90247782892841 37.52168674115468, 126.90247064078586 37.52258805529426, 126.90360226898113 37.522593775180766, 126.90360944351241 37.52169246085609, 126.90247782892841 37.52168674115468))"
다사470484,92.00,92.0,"POLYGON ((126.90012077590225 37.53339233736762, 126.9001135563578 37.53429364932783, 126.90124536091325 37.534299393313546, 126.90125256683862 37.53339808116749, 126.90012077590225 37.53339233736762))"
다사483456,283.00,283.0,"POLYGON ((126.91503114548382 37.50822930256559, 126.91502411176704 37.50913062080715, 126.91615553933664 37.50913621871602, 126.91616255945111 37.50823490029328, 126.91503114548382 37.50822930256559))"
다사484456,68.00,68.0,"POLYGON ((126.91616255945111 37.50823490029328, 126.91615553933664 37.50913621871602, 126.91728696721894 37.509141805788325, 126.91729397373103 37.508240487184764, 126.91616255945111 37.50823490029328))"
다사492462,284.00,284.0,"POLYGON ((126.92517241000539 37.51368720908284, 126.92516549686285 37.51458852810854, 126.9262970088524 37.51459402955617, 126.92630390838886 37.51369271035244, 126.92517241000539 37.51368720908284))"
다사470475,271.00,271.0,"POLYGON ((126.90018573733295 37.525280523466655, 126.9001785206822 37.52618183667866, 126.90131020268744 37.52618757899183, 126.90131740572454 37.525286265594005, 126.90018573733295 37.525280523466655))"
다사488470,806.00,806.0,"POLYGON ((126.92059067033135 37.52087563820888, 126.92058370028123 37.52177695540694, 126.92171531990562 37.52178250164523, 126.92172227634482 37.520881184267694, 126.92059067033135 37.52087563820888))"
다사481458,375.00,375.0,"POLYGON ((126.91275419633243 37.51002071021888, 126.91274713478198 37.510922027819014, 126.9138785889308 37.51092764776475, 126.91388563687774 37.51002632998275, 126.91275419633243 37.51002071021888))"
다사480461,271.00,271.0,"POLYGON ((126.91160152969432 37.512719031454765, 126.91159445359487 37.5136203484556, 126.9127259482433 37.51362597978532, 126.91273301073741 37.512724662602224, 126.91160152969432 37.512719031454765))"
다사475454,332.00,332.0,"POLYGON ((126.90599412919039 37.50638149666513, 126.9059869872917 37.507282813722746, 126.9071183851341 37.50728849795586, 126.90712551343181 37.50638718071427, 126.90599412919039 37.50638149666513))"
다사481456,339.00,339.0,"POLYGON ((126.91276831848978 37.50821807460158, 126.91276125756836 37.50911939247973, 126.91389268451074 37.509125012061716, 126.91389973182984 37.50822369400168, 126.91276831848978 37.50821807460158))"
다사460491,58.00,58.0,"POLYGON ((126.88875138730117 37.53964347050013, 126.88874402927239 37.54054477960847, 126.88987592593426 37.540550633382026, 126.88988327033984 37.53964932408429, 126.88875138730117 37.53964347050013))"
다사472457,319.00,319.0,"POLYGON ((126.9025784293126 37.50906832859879, 126.90257124565115 37.50996964468522, 126.90370268334388 37.50997536198076, 126.90370985340257 37.50907404570928, 126.9025784293126 37.50906832859879))"
다사474463,144.00,144.0,"POLYGON ((126.9047983342947 37.51448764863461, 126.90479117592598 37.51538896425649, 126.90592269588643 37.515394660984484, 126.90592984064872 37.514493345178245, 126.9047983342947 37.51448764863461))"
다사457472,N/A,0.0,"POLYGON ((126.88549625661949 37.52250095599619, 126.88548886398054 37.52340226717807, 126.88662050092091 37.52340814987968, 126.88662787994822 37.52250683850742, 126.88549625661949 37.52250095599619))"
다사504468,29.00,29.0,"POLYGON ((126.93870990703611 37.519160433731884, 126.93870315536354 37.520061754037386, 126.93983475265145 37.520067126462465, 126.93984149071409 37.51916580598311, 126.93870990703611 37.519160433731884))"
다사503468,273.00,273.0,"POLYGON ((126.93757832365883 37.519155050640045, 126.93757155837635 37.520056370771336, 126.93870315536354 37.520061754037386, 126.93870990703611 37.519160433731884, 126.93757832365883 37.519155050640045))"
다사468462,7.00,7.0,"POLYGON ((126.89801654257217 37.51355192711559, 126.89800930288756 37.51445324176302, 126.89914080731941 37.514459003337976, 126.89914803339825 37.51355768850408, 126.89801654257217 37.51355192711559))"
다사461466,100.00,100.0,"POLYGON ((126.89006677419434 37.517116546422734, 126.89005943796296 37.51801785919867, 126.89119099455336 37.51802369739878, 126.89119831717667 37.51712238443391, 126.89006677419434 37.517116546422734))"
다사465489,398.00,398.0,"POLYGON ((126.89442538461093 37.53787000941704, 126.8944180953478 37.53877131974709, 126.89554996639347 37.538777118902125, 126.89555724203451 37.537875808384435, 126.89442538461093 37.53787000941704))"
다사490460,91.00,91.0,"POLYGON ((126.92292329394485 37.511873536274436, 126.9229163542084 37.51277485522095, 126.92404783836996 37.512780377988584, 126.92405476450155 37.511879058863336, 126.92292329394485 37.511873536274436))"
다사456475,N/A,0.0,"POLYGON ((126.8843424138786 37.52519899519946, 126.88433500663827 37.5261003057732, 126.88546668408783 37.526106199888886, 126.88547407771473 37.525204889124424, 126.8843424138786 37.52519899519946))"
다사465480,103.00,103.0,"POLYGON ((126.89449097336968 37.5297582101861, 126.89448368702827 37.53065952176822, 126.89561543549713 37.53066531923472, 126.89562270822196 37.529764007465, 126.89449097336968 37.5297582101861))"
다사463473,217.00,217.0,"POLYGON ((126.89227869054103 37.523437400758496, 126.89227137924651 37.524338712938196, 126.89340303176228 37.52434453077632, 126.89341032944449 37.52344321840835, 126.89227869054103 37.523437400758496))"
다사459476,752.00,752.0,"POLYGON ((126.88773003997443 37.52611795559133, 126.88772267324633 37.52701926659707, 126.88885436529621 37.527025128373495, 126.88886171841023 37.52612381717808, 126.88773003997443 37.52611795559133))"
다사456463,39.00,39.0,"POLYGON ((126.88443127503194 37.51438325746166, 126.88442387174985 37.51528456970506, 126.88555538587812 37.51529046153232, 126.88556277555406 37.51438914909824, 126.88443127503194 37.51438325746166))"
다사467476,165.00,165.0,"POLYGON ((126.89678347659765 37.52616454468061, 126.89677621878275 37.52706585719396, 126.897907913436 37.52707163222327, 126.89791515763667 37.52617031952305, 126.89678347659765 37.52616454468061))"
다사467454,23.00,23.0,"POLYGON ((126.89694306676182 37.506335634197235, 126.89693581605565 37.507236949770466, 126.89806721133614 37.50724272068957, 126.89807444844143 37.50634140492956, 126.89694306676182 37.506335634197235))"
다사494466,314.00,314.0,"POLYGON ((126.92740786151793 37.517303477475544, 126.92740097436061 37.51820479630111, 126.92853254139482 37.518210276780636, 126.92853941494357 37.517308957777715, 126.92740786151793 37.517303477475544))"
다사481447,336.00,336.0,"POLYGON ((126.91283185263183 37.500106207442705, 126.91282479454036 37.50100752657194, 126.9139560990838 37.501013144517195, 126.91396314357843 37.500111825206126, 126.91283185263183 37.500106207442705))"
다사471478,1307.00,1307.0,"POLYGON ((126.90129579565068 37.527990205370244, 126.90128859165098 37.52889151835082, 126.90242031482175 37.528897250377305, 126.90242750520596 37.527995937211244, 126.90129579565068 37.527990205370244))"
다사492461,9.00,9.0,"POLYGON ((126.92517932284002 37.51278588991818, 126.92517241000539 37.51368720908284, 126.92630390838886 37.51369271035244, 126.92631080761801 37.512791391009735, 126.92517932284002 37.51278588991818))"
다사468450,288.00,288.0,"POLYGON ((126.89810339363936 37.50273614049892, 126.89809615782335 37.50363745681517, 126.89922749902622 37.50364321615288, 126.89923472124377 37.50274189965022, 126.89810339363936 37.50273614049892))"
다사470486,73.00,73.0,"POLYGON ((126.90010633649173 37.535194961148946, 126.90009911630406 37.53609627283096, 126.90123094809955 37.53610201718841, 126.90123815466691 37.535200705320534, 126.90010633649173 37.535194961148946))"
다사482445,295.00,295.0,"POLYGON ((126.91397723162636 37.498309186167006, 126.91397018775928 37.49921050575606, 126.91510146542335 37.49921611250497, 126.91510849569481 37.49831479273442, 126.91397723162636 37.498309186167006))"
다사471457,170.00,170.0,"POLYGON ((126.90144700554261 37.50906260065184, 126.90143980827837 37.50996391655289, 126.90257124565115 37.50996964468522, 126.9025784293126 37.50906832859879, 126.90144700554261 37.50906260065184))"
다사470434,286.00,286.0,"POLYGON ((126.90048134341923 37.488326562037564, 126.90047413993551 37.489227880951, 126.90160526427772 37.48923361564928, 126.90161245417261 37.488332296550205, 126.90048134341923 37.488326562037564))"
다사493467,129.00,129.0,"POLYGON ((126.92626940763317 37.51819930498141, 126.92626250655992 37.51910062349028, 126.92739408689651 37.51910611498769, 126.92740097436061 37.51820479630111, 126.92626940763317 37.51819930498141))"
다사454466,860.00,860.0,"POLYGON ((126.88214598250144 37.51707537683888, 126.88213855101405 37.51797668828245, 126.88327010530425 37.51798260236136, 126.88327752318366 37.517081290726395, 126.88214598250144 37.51707537683888))"
다사470478,149.00,149.0,"POLYGON ((126.90016408641631 37.52798446268543, 126.90015686880113 37.528885775480184, 126.90128859165098 37.52889151835082, 126.90129579565068 37.527990205370244, 126.90016408641631 37.52798446268543))"
다사473472,90.00,90.0,"POLYGON ((126.90360226898113 37.522593775180766, 126.90359509413022 37.5234950893664, 126.90472673625696 37.52350079859591, 126.90473389749594 37.522599484225545, 126.90360226898113 37.522593775180766))"
다사457477,107.00,107.0,"POLYGON ((126.8854592901316 37.527007510514196, 126.88545189584599 37.52790882100037, 126.88658360085364 37.52791470465387, 126.88659098152459 37.527013393977306, 126.8854592901316 37.527007510514196))"
다사475466,68.00,68.0,"POLYGON ((126.90590840540709 37.517197292179816, 126.90590125969 37.518098607568916, 126.90703282079171 37.51810429401003, 126.90703995290053 37.51720297843691, 126.90590840540709 37.517197292179816))"
다사468474,288.00,288.0,"POLYGON ((126.89792964507005 37.52436769370531, 126.89792240151469 37.52526900668372, 126.89905406926277 37.52527477049656, 126.89906129920513 37.52437345733162, 126.89792964507005 37.52436769370531))"
다사484448,67.00,67.0,"POLYGON ((126.91621870911143 37.5010243479075, 126.916211691498 37.5019256674422, 126.91734301057846 37.50193125306804, 126.91735001459436 37.501029933352555, 126.91621870911143 37.5010243479075))"
다사489462,128.00,128.0,"POLYGON ((126.92177791670491 37.51367064024373, 126.92177096274415 37.5145719587332, 126.9229024738081 37.514577492697036, 126.92290941416282 37.51367617402848, 126.92177791670491 37.51367064024373))"
다사477451,535.00,535.0,"POLYGON ((126.90827824017936 37.50368890081819, 126.90827112643333 37.504590218660475, 126.90940248410887 37.50459588067221, 126.90940958425568 37.50369456264666, 126.90827824017936 37.50368890081819))"
다사465447,83.00,83.0,"POLYGON ((126.89473124065178 37.50001484994204, 126.89472396501267 37.50091616611419, 126.89585526445339 37.500921957392436, 126.89586252649589 37.50002064103284, 126.89473124065178 37.50001484994204))"
다사464447,250.00,250.0,"POLYGON ((126.89359995513176 37.50000904801834, 126.89359266589604 37.5009103640027, 126.89472396501267 37.50091616611419, 126.89473124065178 37.50001484994204, 126.89359995513176 37.50000904801834))"
다사483443,203.00,203.0,"POLYGON ((126.91512255529832 37.496512152776376, 126.9151155256531 37.497413472824896, 126.9162467764396 37.49741906837883, 126.91625379249035 37.4965177481492, 126.91512255529832 37.496512152776376))"
다사497475,331.00,331.0,"POLYGON ((126.93074089474842 37.52543175506926, 126.93073404567164 37.52633307317519, 126.93186573612724 37.52633852272111, 126.93187257158996 37.525437204438845, 126.93074089474842 37.52543175506926))"
다사488456,375.00,375.0,"POLYGON ((126.92068821844092 37.508257182841824, 126.92068125273595 37.50915850198575, 126.92181268186297 37.5091640457117, 126.92181963396553 37.50826272638835, 126.92068821844092 37.508257182841824))"
다사478459,159.00,159.0,"POLYGON ((126.90935277422517 37.510905102958375, 126.90934567154791 37.51180641987172, 126.91047713835538 37.5118120725121, 126.91048422742857 37.510910755415814, 126.90935277422517 37.510905102958375))"
다사472452,276.00,276.0,"POLYGON ((126.90261434282071 37.50456174608079, 126.90260716075895 37.50546306286248, 126.90373853044387 37.50546877923287, 126.9037456989059 37.50456746226616, 126.90261434282071 37.50456174608079))"
다사461463,44.00,44.0,"POLYGON ((126.89008878092788 37.51441260726027, 126.89008144567678 37.51531392045354, 126.89121296144482 37.51531975808687, 126.89122028308968 37.51441844470467, 126.89008878092788 37.51441260726027))"
다사482466,360.00,360.0,"POLYGON ((126.91382924451119 37.517236868346494, 126.91382219405233 37.51813818501639, 126.91495375736517 37.518143795577316, 126.91496079421563 37.51724247872585, 126.91382924451119 37.517236868346494))"
다사493469,N/A,0.0,"POLYGON ((126.92625560517928 37.52000194186018, 126.92624870349121 37.52090326009111, 126.92738031104791 37.52090875194396, 126.92738719912562 37.52000743353531, 126.92625560517928 37.52000194186018))"
다사478451,8.00,8.0,"POLYGON ((126.90940958425568 37.50369456264666, 126.90940248410887 37.50459588067221, 126.91053384210066 37.504601531849175, 126.91054092864825 37.503700213640734, 126.90940958425568 37.50369456264666))"
다사467435,559.00,559.0,"POLYGON ((126.89708076883637 37.48921061188389, 126.89707352426362 37.49011193009925, 126.89820466123088 37.49011769747036, 126.89821189221423 37.489216379068296, 126.89708076883637 37.48921061188389))"
다사468470,67.00,67.0,"POLYGON ((126.89795861606514 37.52076244040074, 126.89795137380027 37.52166375393551, 126.89908298709993 37.52166951700232, 126.89909021575419 37.52076820328105, 126.89795861606514 37.52076244040074))"
다사470436,116.00,116.0,"POLYGON ((126.90046693613094 37.49012919972539, 126.90045973200553 37.49103051836076, 126.90159088352718 37.49103625343032, 126.90159807406258 37.49013493460931, 126.90046693613094 37.49012919972539))"
다사472476,21.00,21.0,"POLYGON ((126.90244188501356 37.526193310461885, 126.90243469526989 37.5270946239061, 126.90356639153056 37.527100344718164, 126.90357356765993 37.526199031088815, 126.90244188501356 37.526193310461885))"
다사464480,155.00,155.0,"POLYGON ((126.893359238842 37.52975240206274, 126.89335193888398 37.53065371345692, 126.89448368702827 37.53065952176822, 126.89449097336968 37.5297582101861, 126.893359238842 37.52975240206274))"
다사467443,201.00,201.0,"POLYGON ((126.89702280321858 37.496421153713364, 126.897015556064 37.49732247081631, 126.89814680176808 37.49732823968111, 126.89815403532843 37.49642692239144, 126.89702280321858 37.496421153713364))"
다사499473,177.00,177.0,"POLYGON ((126.93301789152173 37.52364000563201, 126.93301107028078 37.5245413243682, 126.93414273411717 37.524546751876116, 126.93414954174527 37.523645432964294, 126.93301789152173 37.52364000563201))"
다사466476,28.00,28.0,"POLYGON ((126.89565179588188 37.5261587589951, 126.89564452445278 37.527060071321216, 126.89677621878275 37.52706585719396, 126.89678347659765 37.52616454468061, 126.89565179588188 37.5261587589951))"
다사480445,149.00,149.0,"POLYGON ((126.91171470443132 37.49829794053516, 126.91170763337294 37.499199259760225, 126.91283891040894 37.49920488817448, 126.91284596787166 37.49830356876725, 126.91171470443132 37.49829794053516))"
다사480470,168.00,168.0,"POLYGON ((126.91153783345109 37.52083087945733, 126.91153075451437 37.5217321952069, 126.91266237163795 37.521737828177045, 126.9126694369639 37.520836512245175, 126.91153783345109 37.52083087945733))"
다사468442,101.00,101.0,"POLYGON ((126.89816126856662 37.495525604962715, 126.89815403532843 37.49642692239144, 126.89928526776046 37.496432680238016, 126.899292487405 37.49553136262292, 126.89816126856662 37.495525604962715))"
다사484454,223.00,223.0,"POLYGON ((126.91617659874197 37.5064322630308, 126.91616957925285 37.50733358173155, 126.91730097993107 37.507339168442215, 126.91730798581904 37.506437849560655, 126.91617659874197 37.5064322630308))"
다사481451,545.00,545.0,"POLYGON ((126.91280361837966 37.503711483125606, 126.91279655903058 37.50461280169881, 126.9139279179675 37.50461842037146, 126.91393496371728 37.503717101616395, 126.91280361837966 37.503711483125606))"
다사481450,244.00,244.0,"POLYGON ((126.91281067741429 37.50281016441339, 126.91280361837966 37.503711483125606, 126.91393496371728 37.503717101616395, 126.91394200915326 37.50281578272233, 126.91281067741429 37.50281016441339))"
다사475484,454.00,454.0,"POLYGON ((126.90577973378767 37.53342094790767, 126.90577258233894 37.53432226079366, 126.9069043884933 37.53432795054794, 126.90691152632286 37.53342663747786, 126.90577973378767 37.53342094790767))"
다사487458,450.00,450.0,"POLYGON ((126.91954284430098 37.510054266248375, 126.91953586437185 37.51095558493455, 126.9206673203952 37.510961139856654, 126.92067428672073 37.5100598209907, 126.91954284430098 37.510054266248375))"
다사493462,17.00,17.0,"POLYGON ((126.92630390838886 37.51369271035244, 126.9262970088524 37.51459402955617, 126.92742852114932 37.514599520165056, 126.92743540707966 37.51369820078363, 126.92630390838886 37.51369271035244))"
다사474462,36.00,36.0,"POLYGON ((126.90480549234458 37.51358633287368, 126.9047983342947 37.51448764863461, 126.90592984064872 37.514493345178245, 126.90593698509278 37.51359202923295, 126.90480549234458 37.51358633287368))"
