,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter,public_transport_in_100m,subway_count_in_100m,bus_count_in_100m,schools_in_100m,unis_in_100m,total_schools_in_100m,public_places_and_schools_in_100m,대여소_ID,borrow_count,return_count,balance_rate,borrow_count_weekday,borrow_count_weekend,return_count_weekday,return_count_weekend
782, 도봉문화정보도서관 삼거리,도봉구,서울특별시 도봉구 덕릉로 315 도봉문화정보도서관 삼거리,37.64463043,127.0446091,덕릉로,창동,녹천,588.1,1,도봉문화정보도서관,74.3,2,0,2,0,0,0,1,ST-1130,7035,1977,0.5612516644474035,5034,2001,1409,568
783, 서울특별시교육청도봉도서관,도봉구,서울특별시 도봉구 삼양로556 서울특별시교육청도봉도서관,37.65317917,127.0127869,삼양로,쌍문동,솔밭공원,325.4,2,서라벌중학교.우이동대우아파트,158.5,0,0,0,1,0,1,3,ST-1131,19258,18595,0.0175151242966211,13567,5691,13088,5507
784, 창동역 1번출구 건너편,도봉구,서울특별시 도봉구 마들로11길 20 하나로마트 창동점,37.65420151,127.0507278,마들로11길,창동,창동,288.3,0,농협하나로,51.3,7,0,7,0,0,0,0,ST-1132,18779,18918,-0.0036872960713054,13328,5451,13349,5569
785, 시립창동운동장 입구,도봉구,서울특별시 도봉구 창동 1-24 시립창동운동장 입구,37.65570831,127.0501022,노해로69길,창동,창동,351.3,0,창동농협하나로마트,32.2,5,0,5,0,0,0,0,ST-1133,7623,6326,0.0929815757401964,5679,1944,4727,1599
786, 신도봉사거리 버스정류장,도봉구,서울특별시 도봉구 도봉로 771 신도봉사거리 버스정류장,37.67328262,127.0439911,도봉로157길,도봉동,방학,642.0,0,신도봉사거리,13.8,3,0,3,0,0,0,0,ST-1135,15719,16918,-0.0367374452308729,11480,4239,12606,4312
787, 도봉구청 옆(중랑천변),도봉구,서울특별시 도봉구 마들로 656 도봉구청 옆(중랑천변),37.66867065,127.0479813,마들로,방학동,방학,351.9,1,도봉구청,148.8,0,0,0,0,0,0,1,ST-1136,33357,33936,-0.0086041638803441,24364,8993,24571,9365
788, 창동역 2번출구,도봉구,서울특별시 창동 74-2 창동역 2번출구,37.65301514,127.0469971,노해로63길,창동,창동,66.9,0,창동역서측,90.8,4,2,2,0,0,0,0,ST-1137,67506,80823,-0.0897801508808122,49974,17532,59983,20840
789, 창동청소년수련관,도봉구,서울특별시 도봉구 노해로69길 132 창동청소년수련관,37.65779877,127.0500488,노해로69길,창동,창동,553.4,0,자운고등학교,96.6,1,0,1,0,0,0,0,ST-1292,17103,15802,0.0395380641239933,13491,3612,12609,3193
790, 방학동학마을도서관,도봉구,서울특별시 도봉구 시루봉로 128 방학동학마을도서관,37.66207886,127.0277176,시루봉로,방학동,북한산우이,1322.5,2,대원그린아파트.도봉실버센터,53.5,5,0,5,0,0,0,2,ST-1293,9496,9463,0.0017405981328129,7281,2215,7137,2326
791, 창1동주민센터,도봉구,서울특별시 도봉구 해등로 46 창1동주민센터,37.6475029,127.0433121,해등로3길,창동,창동,739.7,0,서울가든아파트앞,100.9,0,0,0,0,0,0,0,ST-1295,12959,14612,-0.059954299807769,9688,3271,10792,3820
792, 삼익세라믹아파트교차로,도봉구,서울특별시 도봉구 해등로 189 삼익세라믹아파트,37.65858841,127.0352097,해등로,쌍문동,쌍문,1106.5,0,시립도봉노인종합복지관,60.9,4,0,4,0,0,0,0,ST-1296,21397,20449,0.0226544950532906,15011,6386,14212,6237
793, 서울도봉초등학교인근,도봉구,서울특별시 도봉구 도봉로173길 96 서울도봉초등학교인근,37.67867661,127.0407639,도봉로171길,도봉동,도봉,437.4,0,도봉초등학교,31.1,2,0,2,0,0,0,0,ST-1297,10635,10468,0.0079135667914514,7373,3262,7409,3059
794, 서울북부지방법원,도봉구,서울특별시 도봉구 마들로 749 서울북부지방법원,37.67771912,127.046814,도봉로168길,도봉동,도봉,231.2,0,서울북부지방법원.검찰청.도봉역성황당,159.8,0,0,0,0,0,0,0,ST-1434,6150,5794,0.0298057602143335,4873,1277,4584,1210
795, 도봉한신아파트 버스정류장,도봉구,서울특별시 도봉구 도봉로 891 파리바게트앞,37.68400955,127.0457916,도봉산1길,도봉동,도봉,493.8,0,도봉한신아파트,14.4,1,0,1,0,0,0,0,ST-1461,20790,21391,-0.0142481211920058,14880,5910,15273,6118
796, 도봉산역 교차로 앞,도봉구,서울특별시 도봉구 도봉산길 10 도봉산역 교차로 앞,37.68759155,127.0455017,도봉로,도봉동,도봉산,201.4,0,도봉산역,111.8,0,0,0,0,0,0,0,ST-1462,4236,4404,-0.0194444444444444,2720,1516,2871,1533
797, 도봉고등학교 맞은편,도봉구,서울특별시 도봉구 도봉동 282-16,37.6876297,127.0422134,도봉산4길,도봉동,도봉산,399.9,0,도봉산입구,113.3,0,0,0,0,0,0,0,ST-1463,5248,3936,0.1428571428571428,3523,1725,2829,1107
798, 방학역사거리,도봉구,서울특별시 도봉구 도봉로 707 우리은행 앞,37.66759872,127.0429993,도봉로,방학동,방학,112.9,1,도봉소방서.방학남부역,140.4,0,0,0,0,0,0,1,ST-1464,11110,11611,-0.0220500858236873,8370,2740,8644,2967
799, 방학사거리 (봄마당 앞),도봉구,서울특별시 도봉구 방학로 102 방학사거리 (봄마당 앞),37.66297913,127.0419388,도봉로,방학동,방학,542.7,0,방학사거리,85.8,1,0,1,0,0,0,0,ST-1465,18633,18464,0.0045556244440251,13732,4901,13491,4973
800, 쌍문현대1차아파트 108동 앞,도봉구,서울특별시 도봉구 해등로 218 쌍문현대1차아파트 108동 앞,37.65814972,127.0326691,해등로26길,쌍문동,쌍문,1072.1,1,쌍문동현대1차아파트,26.8,3,0,3,0,0,0,1,ST-1466,17350,14323,0.095570359612288,12648,4702,10387,3936
801," 도봉역 1,2번 출구사이 건너편",도봉구,"서울특별시 도봉구 도봉로170길 2 도봉역 1,2번 출구사이 건너편",37.67911911,127.0449829,도봉로168길,도봉동,도봉,73.1,0,서울북부지방법원.검찰청.도봉역성황당,149.3,1,1,0,0,0,0,0,ST-1467,16452,16240,0.0064847669154533,11764,4688,11433,4807
802, 버스정류장 앞,도봉구,서울특별시 도봉구 도봉로 528 버스정류장 앞,37.65224075,127.0370636,노해로61길,창동,쌍문,451.7,0,함석헌기념관.정의여중고,47.2,4,0,4,0,0,0,0,ST-1468,10023,7947,0.1155258764607679,7702,2321,6066,1881
803, 신창시장,도봉구,서울특별시 도봉구 덕릉로 249 하나은행 (창동점),37.63970184,127.0388336,덕릉로,창동,쌍문,1055.4,0,국립현대미술관창동레지던시,56.4,3,0,3,0,0,0,0,ST-1469,33736,37417,-0.0517335881832108,24990,8746,27529,9888
804, 창동주공17단지 상가앞,도봉구,서울특별시 도봉구 덕릉로 404 창동주공17단지 상가앞,37.6463089,127.052742,덕릉로66길,창동,녹천,212.1,0,창동주공18단지,87.8,1,0,1,0,0,0,0,ST-1470,39038,41939,-0.0358249873420847,29091,9947,31215,10724
805, 제일강산수산입구,도봉구,서울특별시 도봉구 도봉로 444 제일강산수산입구,37.64519882,127.0329819,도봉로,창동,쌍문,409.9,1,우이1교앞,30.9,2,0,2,0,0,0,1,ST-1638,29857,27108,0.0482577020977793,21863,7994,19933,7175
806, 북한산 코오롱 하늘채,도봉구,서울특별시 도봉구 우이천로 367 북한산 코오롱 하늘채,37.64889145,127.0230179,우이천로,쌍문동,419민주묘지,821.9,0,환승장.기숙사,8.5,4,0,4,0,0,0,0,ST-1726,37149,37853,-0.0093864163622303,27344,9805,28031,9822
807,창동19단지아파트 관리사무소앞,도봉구,서울특별시 도봉구 노해로70길 37 주공19단지아파트,37.65039062,127.0521927,노해로70길,창동,창동,499.9,1,창동주공19단지,130.0,0,0,0,0,0,0,1,ST-2088,23660,23921,-0.0054853828208738,17093,6567,17669,6252
808,도봉소방서 옆,도봉구,서울특별시 도봉구 도봉로 678 홈플러스데스코㈜방학점,37.66480255,127.0430298,도봉로149길,방학동,방학,319.2,2,도봉소방서,51.7,3,0,3,0,0,0,2,ST-2089,30413,31004,-0.0096227428887767,22109,8304,22414,8590
809, 방학남부역 버스정류장,도봉구,서울특별시 도봉구 도봉로 696,37.66659546,127.0433655,도봉로,방학동,방학,128.7,1,도봉소방서.방학남부역,44.7,1,0,1,0,0,0,1,ST-2091,17393,17562,-0.0048347875840366,12588,4805,12797,4765
810, 방학역 1번출구,도봉구,서울특별시 도봉구 도봉로 724,37.66898346,127.0437622,도당로31길,방학동,방학,170.4,0,신도봉시장.도봉구청.방학북부역,23.7,2,0,2,0,0,0,0,ST-2093,17792,19675,-0.0502575599861211,13494,4298,15047,4628
811, ESA아파트 상가 앞,도봉구,서울특별시 도봉구 도봉로150길 43 ESA 아파트,37.66627121,127.04599,마들로,방학동,방학,204.1,0,방학1동대상타운현대삼성아파트,5.2,4,0,4,0,0,0,0,ST-2094,22859,23718,-0.0184425789552783,16229,6630,17159,6559
812, 창포원 남쪽 입구,도봉구,서울특별시 도봉구 마들로 916 방문자센터,37.68826675,127.0488968,마들로,도봉동,도봉산,263.0,0,도봉파크빌3단지,42.4,2,0,2,0,0,0,0,ST-2095,14714,16244,-0.0494217972737256,9807,4907,10974,5270
813, 창원초등학교 교차로,도봉구,서울특별시 도봉구 해등로12길 44 주공2단지아파트,37.6521225,127.0417023,해등로12길,창동,창동,544.5,0,창동주공3단지,88.8,2,0,2,0,0,0,0,ST-2096,12986,12259,0.0287977817389582,9492,3494,8797,3462
814, 창동 주공 4단지 입구 옆,도봉구,서울특별시 도봉구 덕릉로 357 주공4단지아파트,37.64548111,127.0485764,덕릉로,창동,녹천,249.4,0,창동주공4단지,33.5,2,0,2,0,0,0,0,ST-2097,17515,18936,-0.0389838413212257,13004,4511,14297,4639
815, 창동시장입구 사거리,도봉구,서울특별시 도봉구 도봉로 461 우림빌딩,37.64689636,127.033432,도봉로109길,쌍문동,쌍문,222.7,1,쌍문역,86.4,2,0,2,0,0,0,1,ST-2099,18199,17764,0.0120957650919,13239,4960,12830,4934
816,서울북부광역등기국,도봉구,서울특별시 도봉구 노해로 327,37.6514473,127.0447083,노해로65길,창동,창동,327.9,0,서울북부지방법원등기국,15.0,3,0,3,0,0,0,0,ST-2101,6134,5933,0.0166569984254578,4836,1298,4728,1205
817,솔밭공원역 1번출구 앞,도봉구,서울특별시 도봉구 삼양로 590,37.65568542,127.013382,삼양로155길,쌍문동,솔밭공원,46.1,0,서라벌중학교.우이동대우아파트,74.6,2,1,1,0,0,0,0,ST-2102,8604,7637,0.059540668678037,6057,2547,5456,2181
818,솔밭공원역 1번출구 주변,도봉구,서울특별시 도봉구 삼양로 610 산수디앤씨,37.65727997,127.0137558,삼양로,쌍문동,솔밭공원,139.6,3,북서울교회,9.4,1,0,1,0,0,0,3,ST-2103,12052,11629,0.0178624213504497,8518,3534,8369,3260
819,서울북부지방법원 앞,도봉구,서울특별시 도봉구 마들로 749 서울북부지방법원,37.67721939,127.0486374,마들로,도봉동,도봉,373.8,0,서울북부지방법원,26.2,2,0,2,0,0,0,0,ST-2104,10913,10806,0.0049265619964086,8514,2399,8524,2282
820,방학중학교 앞,도봉구,서울특별시 도봉구 시루봉로 188 방학중학교,37.66562271,127.0310898,시루봉로12길,방학동,방학,1181.7,0,방학중학교,175.1,0,0,0,1,0,1,1,ST-2106,8887,7714,0.0706583940726462,6523,2364,5693,2021
821,북한산 한신휴플러스APT앞,도봉구,서울특별시 도봉구 도봉로136가길 73 북한산한신휴플러스아파트,37.65533829,127.0424194,해등로16길,창동,창동,527.1,0,창동주공1단지,172.1,0,0,0,0,0,0,0,ST-2107,33525,31217,0.0356491921781841,24176,9349,22457,8760
822,쌍문역 1번출구 주변,도봉구,서울특별시 도봉구 도봉로 496,37.64966965,127.035614,도봉로118길,창동,쌍문,140.6,0,쌍문역,120.5,0,0,0,0,0,0,0,ST-2110,22187,21213,0.022442396313364,16226,5961,15498,5715
823,방학초등학교 앞,도봉구,서울특별시 도봉구 방학동 726-127,37.66250992,127.0332794,방학로,방학동,방학,1117.1,1,국민은행방학지점,74.2,2,0,2,0,0,0,1,ST-2112,28695,35108,-0.1005125150854975,21336,7359,26023,9085
824,신동아타워 버스정류소,도봉구,서울특별시 도봉구 방학로 217-1,37.66205215,127.0287552,방학로,방학동,쌍문,1580.0,1,방학동신동아타워,6.2,2,0,2,0,0,0,1,ST-2113,10078,10201,-0.006065387839637,7124,2954,7256,2945
825,도봉한신아파트 주변,도봉구,서울특별시 도봉구 도봉동 646-1,37.68473816,127.0500412,도봉로180나길,도봉동,도봉산,609.3,1,한신아파트후문,111.6,0,0,0,1,0,1,2,ST-2115,15097,15220,-0.0040571296632252,11677,3420,11856,3364
826,성원APT버스정류소,도봉구,서울특별시 도봉구 해등로 242-18 현대아파트,37.65796661,127.0300903,해등로,쌍문동,쌍문,1113.8,0,성원아파트,6.1,2,0,2,0,0,0,0,ST-2116,14827,11874,0.1105951087974233,10522,4305,8618,3256
827,시립도봉노인복지관 버스정류소,도봉구,서울특별시 도봉구 쌍문동 45-13,37.65805054,127.035759,도봉로133길,쌍문동,쌍문,1050.0,0,시립도봉노인종합복지관,21.2,3,0,3,0,0,0,0,ST-2117,14118,12730,0.0516984505363528,10043,4075,8929,3801
828,정의여중고 버스정류소,도봉구,서울특별시 도봉구 쌍문동 83-2,37.65134811,127.034729,노해로,쌍문동,쌍문,302.0,0,소피아호텔,29.9,2,0,2,0,0,0,0,ST-2119,9650,9569,0.0042145793225453,6988,2662,6894,2675
829,신원리베르텔 앞,도봉구,서울특별시 도봉구 창동 339,37.65128708,127.0455475,노해로,창동,창동,283.9,1,창동이마트,55.2,3,0,3,0,0,0,1,ST-2120,16139,16038,0.0031388880256083,11756,4383,11680,4358
830, 창동한신아파트 버스정류소,도봉구,서울특별시 도봉구 도봉로110길 25 맞은편,37.64601898,127.0352707,도봉로110길,창동,쌍문,293.7,1,한신아파트101동앞,37.2,3,0,3,0,0,0,1,ST-2722,13823,10837,0.1210867802108678,9874,3949,7901,2936
831, 다락원체육공원 전망대 입구,도봉구,서울특별시 도봉구 도봉구 도봉동 1-22,37.69101334,127.0491638,창포원로,도봉동,도봉산,320.8,0,도봉파크빌3단지,336.3,0,0,0,0,0,0,0,ST-2723,9708,10260,-0.0276442307692307,6310,3398,6601,3659
832, 평화도봉공원 주변,도봉구,서울특별시 도봉구 방학동 710,37.66252136,127.0427094,도봉로,방학동,방학,569.9,0,방학사거리,63.2,2,0,2,0,0,0,0,ST-2724,20295,20591,-0.0072396419312234,15328,4967,15348,5243
833, 신창아파트 입구 앞,도봉구,서울특별시 도봉구 도봉구 덕릉로62길 14,37.64051056,127.0408249,덕릉로60길,창동,쌍문,1050.2,1,창림초교창동신창아파트앞,115.3,0,0,0,0,0,0,1,ST-2725,7197,6880,0.0225190026284009,5410,1787,5217,1663
834, 창동역 1번출구 앞,도봉구,서울특별시 도봉구 도봉구 창동 1-12,37.65373611,127.0492935,마들로11가길,창동,창동,151.7,0,창동역,20.1,4,0,4,0,0,0,0,ST-2726,55277,57771,-0.0220614252352982,41319,13958,43135,14636
835,방아골종합사회복지관,도봉구,서울특별시 도봉구 방학동 606-5,37.66927338,127.0324326,시루봉로17길,방학동,방학,1063.0,0,샘말어린이공원,72.5,2,0,2,0,0,0,0,ST-2730,12932,11294,0.0676133080161809,9757,3175,8466,2828
836, 도봉구육아종합지원센터(창동),도봉구,서울특별시 도봉구 도봉구 우이천로4길 24-5,37.63342667,127.0411606,우이천로4길,창동,녹천,1545.7,0,북서울농협창동지점,47.5,4,0,4,1,0,1,1,ST-2727,15931,19981,-0.1127756738694586,11509,4422,14523,5458
837, 도봉통합복지센터 뒤 중랑천 변,도봉구,서울특별시 도봉구 창동,37.65999603,127.0512772,마들로18길,창동,창동,820.1,0,자운고등학교앞,162.8,0,0,0,0,0,0,0,ST-2549,41648,45304,-0.0420461864016928,28758,12890,31462,13842
838, 도봉제1교,도봉구,서울특별시 도봉구 도봉동 86-1,37.67984772,127.0503845,동일로243길,도봉동,도봉,423.7,1,삼환아파트후문,82.6,1,0,1,0,0,0,1,ST-2799,28920,31702,-0.0458909306852297,19300,9620,21192,10510
839, 원당공원 앞,도봉구,서울특별시 도봉구 도봉구 쌍문동 250-6,37.65854645,127.0276794,시루봉로,쌍문동,쌍문,1263.7,0,방학동성원아파트.방학3동주민센터,16.3,6,0,6,0,0,0,0,ST-2849,20936,20584,0.0084778420038535,15242,5694,14886,5698
840, 창동주공19단지앞,도봉구,서울특별시 도봉구 도봉시 노해로 70길 19 1905동 앞 ( 도봉경찰서 건너편) 버스정류장 쯤에 희망합니다 (분명 설치예정팻말이 붙어있었는데 아직도 시행안됨),37.65250778,127.0522766,노해로69길,창동,창동,407.7,0,창4동주민센터,36.5,4,0,4,0,0,0,0,ST-2967,31200,31505,-0.0048640459293517,23212,7988,23360,8145
841,도봉아이나라도서관 앞,도봉구,서울특별시 도봉구 창동 808-3,37.65898895,127.049736,마들로14길,창동,창동,670.1,1,자운고등학교앞,24.7,3,0,3,1,0,1,2,ST-3026,15424,15723,-0.0095996404148072,11374,4050,11825,3898
842, 도봉동실내스포츠센터,도봉구,서울특별시 도봉구 도봉구 마들로 805 (도봉동실내스포츠센터 앞),37.68125534,127.0504761,도봉로180길,도봉동,도봉,469.8,1,극동유원아파트후문,84.7,1,0,1,0,0,0,1,ST-3050,10487,9900,0.0287928581939471,8183,2304,7856,2044
843, 도봉로 534,도봉구,서울특별시 도봉구 도봉로 534,37.6529541,127.0375443,노해로61길,창동,쌍문,541.5,0,함석헌기념관.정의여중고,38.5,2,0,2,0,0,0,0,ST-3091,2926,2499,0.0787096774193548,2255,671,1856,643
844, 우이교 교차로,도봉구,서울특별시 도봉구 도봉로 420,37.6432457,127.031601,우이천로,창동,쌍문,657.2,0,태영데시앙아파트,54.5,3,0,3,0,0,0,0,ST-3092,15860,15975,-0.0036123763153761,11141,4719,11131,4844
845, 김근태도서관,도봉구,서울특별시 도봉구 도봉동 282-275,37.68750763,127.0426331,도봉산4길,도봉동,도봉산,374.6,0,김근태기념도서관.도봉고등학교,114.8,0,0,0,1,0,1,1,ST-3093,2881,1780,0.2362154044196524,1868,1013,1179,601
846, 동부센트레빌 앞,도봉구,서울특별시 도봉구 방학로 131-1 구두수선대,37.66299057,127.0386429,방학로,방학동,방학,705.4,0,신한은행방학동지점,106.9,0,0,0,0,0,0,0,ST-3119,7369,7833,-0.0305222996974082,5274,2095,5723,2110
847,녹천교 앞 사거리,도봉구,창동36(녹천교앞사거리 17단지쪽),37.64564514,127.054596,덕릉로66길,창동,녹천,308.3,0,녹천교,74.8,3,0,3,0,0,0,0,ST-3175,475,471,0.0042283298097251,338,137,336,135
848,방학역2번출구,도봉구,방학동719-2,37.66922379,127.0444183,도봉로152길,방학동,방학,191.4,1,방학역,48.3,2,0,2,0,0,0,1,ST-3172,242,257,-0.0300601202404809,169,73,180,77
849,도봉경찰서 교차로,도봉구,창동36,37.65265656,127.053093,노해로,창동,창동,476.5,0,창4동주민센터,41.3,3,0,3,0,0,0,0,ST-3177,728,731,-0.002056202878684,576,152,583,148
850,창동동아청솔정문 건너편,도봉구,창동 1-24,37.65703964,127.0499115,노해로69길,창동,창동,471.0,0,창동동아청솔아파트,50.1,3,0,3,0,0,0,0,ST-3176,282,275,0.0125673249551166,202,80,189,86
