,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter,public_transport_in_100m,subway_count_in_100m,bus_count_in_100m,schools_in_100m,unis_in_100m,total_schools_in_100m,public_places_and_schools_in_100m,대여소_ID,borrow_count,return_count,balance_rate,borrow_count_weekday,borrow_count_weekend,return_count_weekday,return_count_weekend
1468, 마곡센트럴타워 1차,강서구,강서구 마곡동 727-1136,37.55947113,126.832077,마곡동로3길,마곡동,발산,503.4,0,마곡동로사거리,37.4,2,0,2,0,0,0,0,ST-1688,75087,81913,-0.0434777070063694,62296,12791,68118,13795
1469, 센서텍㈜,강서구,강서구 마곡동 727-457,37.56330109,126.8368225,마곡중앙8로5길,마곡동,발산,527.3,0,LG사이언스파크,230.9,0,0,0,0,0,0,0,ST-1711,27658,29615,-0.0341696785570862,26660,998,28622,993
1470, 코오롱One&Only타워,강서구,강서구 마곡동 727-525,37.56412888,126.8343124,마곡중앙10로,마곡동,마곡나루,554.7,0,LG사이언스파크,106.0,0,0,0,0,0,0,0,ST-1712,52083,57358,-0.0481994864813004,48687,3396,53758,3600
1471, 서울식물원(문화센터) 건너편,강서구,강서구 마곡동 727-286,37.56824112,126.8358307,마곡동로8길,마곡동,양천향교,486.3,0,서울식물원.식물문화센터,78.5,1,0,1,0,0,0,0,ST-1713,6535,4463,0.1883978905255501,5472,1063,3734,729
1472, 엠펠리체 호텔 건너편,강서구,강서구 마곡동 727-1187,37.5602417,126.8358078,마곡중앙6로,마곡동,발산,245.6,0,발산역9번출구,172.7,0,0,0,0,0,0,0,ST-1714,55762,56966,-0.0106805762543467,41297,14465,41717,15249
1473, LG 사이언스파크,강서구,강서구 마곡동 727-925,37.56254959,126.8274384,마곡중앙로,마곡동,마곡,316.1,0,마곡역,137.5,0,0,0,0,0,0,0,ST-1715,16238,12941,0.1129922204325028,14178,2060,11705,1236
1474, 우장산역 3번출구,강서구,강서구 화곡동 1006-2,37.54782104,126.8361282,강서로,화곡동,우장산,106.4,3,화곡중고등학교,71.2,6,0,6,0,0,0,3,ST-1694,43026,31436,0.1556498616744111,32214,10812,23388,8048
1475, 개화광역환승센터,강서구,강서구 개화동 492-22,37.57844925,126.7989731,개화동로,개화동,개화,74.6,0,개화검문소(가상),71.3,4,1,3,0,0,0,0,ST-1695,4652,4822,-0.0179438463162339,3355,1297,3390,1432
1476, 마곡나루역 5번출구 뒤편,강서구,강서구 마곡동 761-5,37.56520081,126.8273163,마곡중앙로,마곡동,마곡나루,305.4,0,마곡나루역5번출구,18.8,3,0,3,0,0,0,0,ST-1718,153411,157231,-0.0122971137193296,128611,24800,130984,26247
1477, 마곡 엠밸리2단지,강서구,강서구 마곡동 735-1,37.56917953,126.8194428,마곡서1로,마곡동,신방화,310.6,0,마곡엠밸리3단지입구,134.9,0,0,0,0,0,0,0,ST-1727,31979,31720,0.0040659978963563,25169,6810,25220,6500
1478,서울도시가스 앞,강서구,강서구 공항대로 607 ,37.54748535,126.8720245,공항대로,염창동,염창,262.7,1,목2동주민센터,106.9,0,0,0,0,0,0,1,ST-2018,21428,17884,0.0901505901505901,16069,5359,13208,4676
1479,홈플러스(강서점),강서구,강서구 화곡로 398 ,37.55852127,126.8540115,화곡로,등촌동,가양,320.9,2,가양역.마포중고등학교,48.2,1,0,1,0,0,0,2,ST-2020,59690,61978,-0.0188052733668672,45829,13861,47892,14086
1480,강서공업고등학교 앞,강서구,"강서구 방화대로47가길 22, 411동 앞",37.57631683,126.8164978,방화대로49길,방화동,방화,354.7,0,강서공업고등학교,77.7,1,0,1,1,0,1,1,ST-2022,31763,31761,3.1484163465776714e-05,23255,8508,23785,7976
1481,한강아파트,강서구,강서구 허준로 23,37.57036972,126.8444138,허준로,가양동,양천향교,350.4,0,가양한강타운아파트,55.4,1,0,1,0,0,0,0,ST-2023,30998,29739,0.0207287156099247,23327,7671,22667,7072
1482,강서한강자이타워 앞,강서구,강서구 양천로 401 ,37.56468201,126.8489075,양천로55길,가양동,가양,611.3,0,등촌동대림아파트,54.8,2,0,2,0,0,0,0,ST-2024,64795,67261,-0.0186738959229417,50709,14086,52997,14264
1483,강변아파트 310동 앞,강서구,강서구 가양동 1459-8 ,37.56458664,126.8569183,허준로,가양동,가양,416.1,0,가양2동강변아파트,121.8,0,0,0,0,0,0,0,ST-2025,21479,22083,-0.0138652954409806,14666,6813,15288,6795
1484,라이품 공영주차장 앞,강서구,강서구 강서로 515,37.57131958,126.8416672,강서로,가양동,양천향교,327.5,0,양천향교입구,124.9,0,0,0,0,0,0,0,ST-2026,23471,20177,0.0754673753665689,17655,5816,15318,4859
1485,가로공원공영주차장 1번 출구,강서구,강서구 가로공원로 193,37.53736115,126.8374481,가로공원로77길,화곡동,화곡,532.2,1,가로공원.나누리병원,51.5,2,0,2,0,0,0,1,ST-2027,28723,30393,-0.0282495432708572,21230,7493,22956,7437
1486,화곡터널입구교차로,강서구,강서구 가로공원로 238 ,37.53835678,126.8423615,강서로23길,화곡동,화곡,388.5,0,화원중학교,142.2,0,0,0,0,0,0,0,ST-2028,17903,7913,0.3869693213511,12897,5006,5920,1993
1487,우장초등학교 앞,강서구,강서구 화곡로 263,37.54853439,126.8466721,화곡로43길,화곡동,화곡,953.2,0,우장초등학교,134.5,0,0,0,0,0,0,0,ST-2029,37365,38585,-0.0160631994733377,28450,8915,29841,8744
1488,마곡나루역 2번 출구,강서구,강서구 마곡중앙5로 6 ,37.56692505,126.8274384,마곡중앙로,마곡동,마곡나루,187.5,0,마곡나루역,33.3,3,0,3,0,0,0,0,ST-2031,244292,246804,-0.0051150895140664,191351,52941,193050,53754
1489,롯데 R&D 센터,강서구,강서구 마곡동 301-2 ,37.57094193,126.8283157,마곡중앙로,마곡동,마곡나루,413.6,0,롯데R&D센터,79.9,1,0,1,0,0,0,0,ST-2032,11165,11405,-0.0106335844040762,10268,897,10612,793
1490,LG유플러스 마곡사옥,강서구,강서구 마곡중앙8로 71,37.56133652,126.8339005,마곡중앙8로,마곡동,발산,450.8,0,LG사이언스파크,76.0,1,0,1,0,0,0,0,ST-2033,75237,84822,-0.0598841677131557,65781,9456,73591,11231
1491,마곡수명산파크1단지,강서구,강서구 마곡동 728-148 ,37.55519104,126.8314667,마곡동로1길,마곡동,발산,665.7,0,수명산파크1단지,244.4,0,0,0,0,0,0,0,ST-2034,39539,37446,0.0271871143729297,30542,8997,28949,8497
1492,마곡문화공원,강서구,강서구 마곡중앙8로 20,37.56121063,126.8303452,마곡중앙6로,마곡동,마곡,447.5,0,마곡동로사거리,218.6,0,0,0,0,0,0,0,ST-2035,63633,76571,-0.0922798208325012,53590,10043,65053,11518
1493,힐스테이트에코,강서구,강서구 마곡동 727-1120,37.55965805,126.8296051,마곡중앙6로,마곡동,마곡,371.9,1,마곡역교차로,108.2,0,0,0,0,0,0,1,ST-2036,70409,70470,-0.0004329956913379,56822,13587,56359,14111
1494,등촌1-10단지 교차로,강서구,강서구 강서로 419,37.56320572,126.8393631,마곡중앙8로7길,마곡동,발산,532.9,0,꽃단지,36.7,4,0,4,0,0,0,0,ST-2037,82547,80322,0.0136612860642602,65085,17462,63672,16650
1495,마곡 필네이처,강서구,강서구 마곡동 727-1190,37.56089401,126.8366928,마곡중앙6로,마곡동,발산,269.0,0,발산역2번출구,187.4,0,0,0,0,0,0,0,ST-2040,55366,57953,-0.0228293578305491,44559,10807,45853,12100
1496,(재)FITI시험연구원,강서구,강서구 마곡동 727-211,37.56848526,126.8385696,마곡동로10길,마곡동,양천향교,244.4,0,겸재정선미술관.서울식물원,162.1,0,0,0,0,0,0,0,ST-2041,33231,29637,0.0571673983584653,27639,5592,24470,5167
1497,서울식물원 식물문화센터,강서구,강서구 마곡동 727-305,37.56883621,126.8356323,마곡동로8길,마곡동,양천향교,506.2,0,서울식물원.식물문화센터,77.3,1,0,1,0,0,0,0,ST-2042,20369,18025,0.0610512059175912,14178,6191,12376,5649
1498,서울식물원 잔디마당 앞,강서구,강서구 마곡동 727-558,37.5639267,126.8306427,마곡중앙6로,마곡동,마곡나루,391.7,0,마곡나루역4번출구.서울식물원,279.6,0,0,0,0,0,0,0,ST-2044,46586,50525,-0.0405618313064431,43062,3524,46815,3710
1499,마곡나루역 3번 출구,강서구,강서구 마곡동 372-23,37.56580353,126.8280792,마곡중앙로,마곡동,마곡나루,211.2,0,마곡나루역4번출구.서울식물원,86.7,3,0,3,0,0,0,0,ST-2045,142768,129752,0.0477616321737854,116821,25947,105096,24656
1500,넥센 유니버시티 앞,강서구,강서구 마곡동 301-2,37.56948471,126.8280945,마곡중앙로,마곡동,마곡나루,268.7,0,롯데R&D센터,92.0,1,0,1,0,0,0,0,ST-2046,38523,39302,-0.0100096370061034,32399,6124,32996,6306
1501,마곡메가박스 앞,강서구,강서구 마곡동 727-1179,37.55912781,126.8349533,마곡동로4길,마곡동,발산,247.0,1,마곡동로사거리,34.1,2,0,2,0,0,0,1,ST-2047,48143,49104,-0.0098820529167994,36489,11654,36378,12726
1502,명덕고교,강서구,강서구 마곡동 728-46,37.55524063,126.8347168,마곡동로2길,마곡동,발산,454.8,0,명덕고등학교.서울스타병원,261.1,0,0,0,0,0,0,0,ST-2048,20120,24937,-0.1069090263444082,17078,3042,21226,3711
1503,마곡수명산 1-2단지,강서구,강서구 마곡동 728-350,37.5553093,126.8298569,수명로6길,마곡동,마곡,666.6,0,수명산파크1단지,209.8,0,0,0,0,0,0,0,ST-2049,36467,32251,0.0613521930207514,27613,8854,23812,8439
1504,마곡13단지 정문 앞,강서구,강서구 마곡동 730-417 ,37.5586319,126.8199158,마곡중앙1로,마곡동,마곡,518.2,0,마곡13단지힐스테이트상가,74.8,1,0,1,0,0,0,0,ST-2050,62254,62250,3.212748184797276e-05,46591,15663,46774,15476
1505,마곡 공공청사,강서구,강서구 마곡서로 101 ,37.56229401,126.8239517,마곡서로,마곡동,마곡,269.0,0,강서세무서,155.5,0,0,0,0,0,0,0,ST-2052,31414,30347,0.0172762746717183,24923,6491,23908,6439
1506,까치산역 3번 출구,강서구,강서로 45,37.53158951,126.8466415,강서로,화곡동,까치산,20.1,4,까치산역2번출구,27.0,4,2,2,0,0,0,4,ST-2054,32896,36036,-0.0455521383392328,24190,8706,26337,9699
1507,수명산파크1단지교차로,강서구,강서로47길 142,37.55363083,126.8286133,수명로2길,내발산동,마곡,779.1,1,수명산파크5단지아파트,44.1,2,0,2,0,0,0,1,ST-2056,68540,68410,0.0009492515516611,52291,16249,52331,16079
1508,마곡레포츠센터,강서구,양천로 251,37.57297516,126.8324432,양천로,마곡동,마곡나루,677.8,0,마곡실내배드민턴장,54.5,1,0,1,0,0,0,0,ST-2057,36074,34882,0.0167991431309543,31256,4818,30376,4506
1509,마곡수명산파크5-6단지,강서구,강서구 내발산동 751-1,37.55061722,126.8268814,수명로2길,내발산동,우장산,858.8,0,마곡수명산파크5단지6단지,158.1,0,0,0,0,0,0,0,ST-2058,34365,29940,0.0688126895264753,26435,7930,22609,7331
1510,강서구민올림픽체육센터,강서구,화곡로65길 62,37.55990601,126.8504257,공항대로43길,등촌동,가양,392.4,0,강서구민올림픽체육센터,15.4,2,0,2,1,0,1,1,ST-2059,32364,33841,-0.0223094932406917,27246,5118,28322,5519
1511,동신아파트 104동 앞,강서구,강서로532,37.57204437,126.8440018,허준로,가양동,양천향교,470.0,1,가양한강타운아파트,171.6,0,0,0,0,0,0,1,ST-2399,18183,17962,0.0061142620002766,13069,5114,13018,4944
1512,강서세무서 앞,강서구,마곡서1로 60,37.56209183,126.8209686,마곡중앙3로,마곡동,마곡,448.9,1,강서세무서.공항초교,21.3,2,0,2,0,0,0,1,ST-2411,63305,56488,0.0569064970407285,49535,13770,44334,12154
1513,수명초등학교,강서구,수명로1길 84,37.5525589,126.8231125,수명로1길,내발산동,마곡,871.0,1,강서농수산물도매시장종점,220.7,0,0,0,1,0,1,2,ST-2412,25811,24622,0.0235758332837626,20834,4977,19961,4661
1514,수명산파크 4단지 411동 앞,강서구,내발산동 751-6,37.55134964,126.8249359,수명로,내발산동,마곡,981.4,0,마곡수명산파크3단지4단지,45.0,5,0,5,0,0,0,0,ST-2419,29752,27938,0.0314439244236436,22182,7570,21274,6664
1515, 공항중학교 버스정류장,강서구,공항동9-12,37.56113434,126.8161011,방화대로19길,공항동,송정,364.8,0,"공항중학교.마곡엠밸리9,10단지",52.6,1,0,1,0,0,0,0,ST-2476,17794,15241,0.0772816709550476,14108,3686,12004,3237
1516, 신방화역 8번출구,강서구,초원로16길3-9,37.5674057,126.8162155,방화대로,방화동,신방화,36.8,2,신방화역7번출구,89.5,2,1,1,0,0,0,2,ST-2611,30919,29808,0.0182949923427799,22569,8350,21813,7995
1517, 마곡힐스테이트 정문,강서구,마곡중앙3로74,37.56497574,126.8174057,수원문산고속도로,마곡동,신방화,292.5,0,마곡엠밸리5단지,145.9,0,0,0,0,0,0,0,ST-2477,32017,30513,0.0240524548216855,23740,8277,22954,7559
1518, 신방화역 6번출구,강서구,방화대로294,37.56692886,126.8168411,방화대로,마곡동,신방화,70.2,1,신방화역7번출구,54.2,4,1,3,0,0,0,1,ST-2857,38393,37871,0.0068446449176544,29365,9028,28727,9144
1519, 서울남부출입국관리소,강서구,마곡동730-280,37.56059265,126.8208466,마곡중앙3로,마곡동,마곡,409.1,1,강서세무서,54.4,2,0,2,0,0,0,1,ST-2858,28347,23657,0.0901853703561264,22890,5457,18836,4821
1520, 이대서울병원,강서구,마곡동728-10,37.5586319,126.8355942,마곡중앙4로,마곡동,발산,183.3,0,이대서울병원,92.3,3,0,3,0,0,0,0,ST-2569,36466,38096,-0.0218610015825755,29751,6715,30969,7127
1521, 발산역 8번 출구,강서구,마곡동727-1222,37.55846024,126.8367615,강서로,마곡동,발산,81.5,1,발산역9번출구,44.0,3,1,2,0,0,0,1,ST-2538,39821,38564,0.0160362314218281,31396,8425,29965,8599
1522, 나이아가라관광호텔,강서구,양천로743,37.5490303,126.8783646,양천로,염창동,염창,383.3,0,나이아가라.리버파크.골든서울호텔,10.8,4,0,4,0,0,0,0,ST-2478,11610,12498,-0.0368342458934793,8463,3147,9175,3323
1523, 등촌태영아파트,강서구,양천로590,37.55603027,126.864296,양천로,등촌동,증미,258.0,1,블루나인비지니스센터.이마트,54.2,4,0,4,0,0,0,1,ST-2479,21170,25380,-0.0904403866809881,16187,4983,20286,5094
1524, 문소빌딩,강서구,화곡로229,37.54555511,126.8444977,화곡로41길,화곡동,화곡,573.2,1,한국폴리텍1.서울강서대학교,38.1,2,0,2,0,0,0,1,ST-2480,12243,11016,0.0527537727331355,9157,3086,8397,2619
1525, 강서문화센터,강서구,화곡로215,37.54457855,126.8437805,화곡로,화곡동,화곡,449.2,0,화곡본동시장,144.8,0,0,0,0,0,0,0,ST-2539,6616,5717,0.0728938619962701,5026,1590,4293,1424
1526, 화곡본동시장 입구,강서구,화곡로206,37.54382706,126.843689,화곡로34길,화곡동,화곡,383.9,1,화곡본동시장,66.2,1,0,1,0,0,0,1,ST-2551,16779,16073,0.021490320224035,12578,4201,12339,3734
1527, 대원빌딩,강서구,화곡로228,37.54536819,126.8447037,초록마을로,화곡동,화곡,568.9,1,한국폴리텍1.서울강서대학교,52.8,2,0,2,0,0,0,1,ST-2481,32081,30416,0.0266412787813815,23897,8184,23142,7274
1528, 길성그랑프리텔아파트,강서구,방화대로319,37.5692482,126.8165054,방화대로35길,방화동,신방화,190.7,0,서울항공비즈니스고등학교,33.3,2,0,2,1,0,1,1,ST-2482,51369,51084,0.0027817633451436,38942,12427,38965,12119
1529, 가양오토갤러리,강서구,강서로74길58,37.56644058,126.844307,강서로74길,가양동,양천향교,339.7,0,가양동CJ주식회사,56.1,2,0,2,0,0,0,0,ST-2483,25409,25212,0.0038916655143122,20434,4975,20387,4825
1530, 더리브골드타워,강서구,양천로400-12,37.56557083,126.8462448,양천로,가양동,양천향교,534.4,0,강서한강자이아파트,156.4,0,0,0,0,0,0,0,ST-2552,21596,21422,0.0040448184480914,17843,3753,17622,3800
1531, 김포공항교차로,강서구,방화동651-1,37.5675354,126.8051834,초원로,방화동,개화산,546.8,0,방화2동주민센터,53.8,2,0,2,0,0,0,0,ST-2484,10909,12259,-0.0582700276243093,7670,3239,8788,3471
1532, 김포공항입구 교차로,강서구,방화동621-6,37.56179428,126.80793,개화동로31길,공항동,공항시장,323.9,0,송정역,96.9,1,0,1,0,0,0,0,ST-2486,34726,34198,0.0076606116882363,23870,10856,23570,10628
1533, 유광사여성병원,강서구,강서로191,37.54323959,126.8386307,강서로,화곡동,화곡,250.8,3,화곡역8번출구,41.3,2,0,2,0,0,0,3,ST-2540,0,0,,0,0,0,0
1534, 등촌서광아파트,강서구,공항대로45길68-6,37.55755234,126.8562546,공항대로45길,등촌동,가양,454.7,0,등촌강변샤르망오피스텔,142.8,0,0,0,0,0,0,0,ST-2487,66033,70256,-0.0309856261327033,49409,16624,52688,17568
1535, 강서아동복지센터,강서구,금낭화로26가길 130,37.58458328,126.8109207,금낭화로26가길,개화동,방화,808.3,0,방화대교남단(가상),462.2,0,0,0,0,0,0,0,ST-2488,2628,3454,-0.1358105886221637,1878,750,2427,1027
1536, 겸재정선미술관,강서구,강서구 양천로47길 24 ,37.57128906,126.8377762,양천로47길,마곡동,양천향교,450.5,0,겸재정선미술관입구,57.9,5,0,5,0,0,0,0,ST-2489,26873,25797,0.0204290867666603,20178,6695,19420,6377
1537, 마곡금호어울림아파트,강서구,강서구 양천로47길 90,37.57410049,126.8371124,양천로47길,마곡동,양천향교,736.2,0,금호APT,26.6,2,0,2,0,0,0,0,ST-2490,23615,23161,0.0097058320506242,17113,6502,16681,6480
1538, 벽산아파트,강서구,양천로47길 112 ,37.57531738,126.8366699,양천로47길,마곡동,양천향교,873.1,0,벽산아파트,27.4,2,0,2,0,0,0,0,ST-2491,45265,43899,0.0153200843389708,32053,13212,31056,12843
1539, 안양천합수부(현대3차아파트),강서구,강서구 염창동 222,37.55224609,126.8764877,양천로77길,염창동,염창,605.5,0,동아3차아파트,311.6,0,0,0,0,0,0,0,ST-2553,30351,33713,-0.0524787712287712,20583,9768,23285,10428
1540, 강서힐스테이트 상가 앞,강서구,강서구 강서로 242,37.54663849,126.8365784,강서로45가길,화곡동,우장산,237.5,1,화곡중고등학교,62.2,2,0,2,0,0,0,1,ST-2558,21737,17451,0.1093702153720526,15610,6127,12559,4892
1541, 가양나들목,강서구,강서구 가양동 1456-6,37.57386398,126.8434753,올림픽대로,가양동,양천향교,637.3,0,가양한강타운아파트,373.9,0,0,0,0,0,0,0,ST-2492,12758,12560,0.0078205229481001,8015,4743,7736,4824
1542, 정곡나들목,강서구,강서구 방화동 57-5번지,37.5841713,126.8193283,양천로27길,방화동,방화,946.4,0,생태공원,101.3,0,0,0,0,0,0,0,ST-2493,27100,28201,-0.0199092240646642,15328,11772,15917,12284
1543, 염창나들목,강서구,강서구 염창동 223-4번지,37.55680466,126.8715591,양천로67길,염창동,등촌,859.3,0,우성아파트,148.1,0,0,0,0,0,0,0,ST-2494,32674,37396,-0.0673897531040388,22248,10426,25881,11515
1544, 송정역 3번출구 앞,강서구,강서구 공항동 36-16,37.56087875,126.8135452,공항대로10길,공항동,송정,143.0,0,공항중학교,101.5,0,0,0,0,0,0,0,ST-2555,38640,37908,0.0095626273710612,29226,9414,29179,8729
1545, 마곡수명산파크7단지 710동 앞,강서구,강서구 내발산동 755,37.54857254,126.8207626,남부순환로19길,내발산동,마곡,1353.5,0,강서면허시험장.메이필드호텔,120.6,0,0,0,0,0,0,0,ST-2556,11864,11615,0.0106052216874653,9209,2655,8938,2677
1546, 그랜드아이파크아파트 앞,강서구,강서구 화곡로 347,37.55510712,126.8515472,화곡로,화곡동,가양,743.3,0,콘티넨탈호텔,128.4,0,0,0,0,0,0,0,ST-2557,93747,94670,-0.0048987087152433,72218,21529,73455,21215
1547, 관문주유소(GS칼택스) 앞,강서구,강서구 공항대로 308,37.55802917,126.841835,공항대로,내발산동,발산,373.6,1,공원앞,146.7,0,0,0,0,0,0,1,ST-2613,35367,35434,-0.0009463143175943,26580,8787,26772,8662
1548, 증미역 2번출구,강서구,강서구 화곡로 347,37.55713272,126.8631439,공항대로59길,가양동,증미,110.6,0,이마트.증미역,47.6,4,0,4,0,0,0,0,ST-2550,48063,56384,-0.0796671996323494,37513,10550,44618,11766
1549, 국립항공박물관,강서구,국립항공박물관 경내,37.55688477,126.8092651,남부순환로7길,공항동,송정,533.8,0,국립항공박물관,152.9,0,0,0,0,0,0,0,ST-2627,9390,10001,-0.0315094631530091,7353,2037,7661,2340
1550, 남부순환로 205,강서구,남부순환로 205,37.54739761,126.8214111,남부순환로19길,내발산동,마곡,1463.2,0,서울자동차학원,57.1,3,0,3,0,0,0,0,ST-2752,12401,10748,0.0714069722234221,9426,2975,8326,2422
1551, 이랜드글로벌R&D센터,강서구,강서구 마곡동 727-356,37.56719208,126.8347549,마곡중앙8로1길,마곡동,마곡나루,464.8,0,서울식물원.숲문화학교,119.2,0,0,0,0,0,0,0,ST-2790,15765,17460,-0.0510158013544018,12760,3005,14050,3410
1552, 마곡9단지 910동 상가앞,강서구,강서구 마곡동 730-854,37.56108475,126.8167954,공항대로15가길,마곡동,송정,426.2,0,공항초등학교,45.2,4,0,4,0,0,0,0,ST-2789,32692,32700,-0.0001223391240518,24123,8569,24768,7932
1553, 마곡9단지 907동앞,강서구,강서구 마곡동 730-868,37.5606842,126.8191834,공항대로,마곡동,마곡,556.3,0,"공항중학교.마곡엠밸리9,10단지",163.5,0,0,0,0,0,0,0,ST-2831,28354,27436,0.0164545617494174,21413,6941,21222,6214
1554, 마곡14단지 1408동앞,강서구,강서구 마곡동 729-20,37.55737305,126.8233261,마곡중앙1로,마곡동,마곡,363.9,0,마곡엠밸리14단지,173.2,0,0,0,1,0,1,1,ST-2832,34726,32207,0.037634649574948,26856,7870,25010,7197
1555, 마곡역 7번출구,강서구,강서구 마곡동 798,37.55974579,126.8243866,마곡중앙로,마곡동,마곡,105.6,1,마곡역,52.7,2,0,2,0,0,0,1,ST-2871,88206,90840,-0.014711303240508,72390,15816,74291,16549
1556, 신마곡벽산블루밍메트로오피스텔앞,강서구,강서구 방화동 904,37.57108688,126.8075409,양천로6길,방화동,개화산,189.4,0,개화산역,196.9,0,0,0,0,0,0,0,ST-2883,32896,35190,-0.0336926827835384,24540,8356,26629,8561
1557, 마곡역5번출구앞,강서구,강서구 마곡동 799,37.55905914,126.8270493,마곡중앙로,마곡동,마곡,188.6,4,마곡역,81.6,1,0,1,0,0,0,4,ST-2884,29238,29610,-0.006321370309951,23806,5432,23766,5844
1558," 마곡역4,5번출구",강서구,강서구 마곡동 799,37.55932999,126.827179,마곡중앙로,마곡동,마곡,179.9,3,마곡역,50.1,1,0,1,0,0,0,3,ST-2885,19924,21297,-0.0333082652046287,16289,3635,17416,3881
1559, 마곡역4번출구,강서구,강서구 마곡동 799,37.55931091,126.8274384,마곡중앙로,마곡동,마곡,200.7,2,마곡역,43.1,2,0,2,0,0,0,2,ST-2886,27687,27682,9.03032382741245e-05,22604,5083,22521,5161
1560, 화곡2동주민센터,강서구,강서구 곰달래로37길13,37.5318222,126.8546219,곰달래로37길,화곡동,신정,770.1,0,화곡2동주민센터,73.8,2,0,2,0,0,0,0,ST-2887,21447,26611,-0.1074534936951184,15958,5489,19962,6649
1561, 우장산동 가곡어린이공원앞,강서구,강서구 내발산동 657-2,37.55545425,126.8375168,우장산로,내발산동,발산,349.2,1,발산역.우장산힐스테이트,65.6,4,0,4,0,0,0,1,ST-2888,43447,43908,-0.0052773166962394,32243,11204,32880,11028
1562, 마곡동 767-6,강서구,강서구 마곡동 767-6,37.56354141,126.8245544,마곡서로,마곡동,마곡,381.0,0,마곡엠밸리7단지입구,163.7,0,0,0,0,0,0,0,ST-2889,34681,34633,0.0006925007934904,27804,6877,27650,6983
1563, 서남환경공원(방화동도시개발2단지방향),강서구,강서구 마곡동 223-64,37.57334137,126.8233185,마곡서로,마곡동,마곡나루,861.5,0,서남환경공원.마곡청구아파트,6.6,3,0,3,0,0,0,0,ST-2890,24005,23608,0.0083380589334845,18005,6000,17432,6176
1564, 양천향교역8번출구,강서구,강서구 마곡동 776,37.56902695,126.8398819,양천로,마곡동,양천향교,146.9,0,양천초등학교.겸재정선미술관,19.9,3,0,3,0,0,0,0,ST-2943,40020,40221,-0.0025049538265973,31658,8362,31338,8883
1565, 허준박물관삼거리,강서구,강서구 가양동 1500-1,37.56724548,126.8503876,허준로5길,가양동,가양,742.6,0,서울서진학교.우체국앞.허준박물관,84.2,1,0,1,0,0,0,0,ST-2944,23126,22492,0.0138980227103336,17771,5355,17158,5334
1566, 아망떼마곡전시장,강서구,강서구 마곡동로 31,37.55791473,126.8329773,마곡중앙4로,마곡동,발산,421.3,2,마곡동로사거리,175.6,0,0,0,0,0,0,2,ST-2945,27650,32084,-0.0742290822647068,23890,3760,27369,4715
1567, 주원 리젠트 앞,강서구,강서구 염창동 양천로699,37.55085754,126.8723373,양천로,염창동,염창,491.3,1,새마을금고,52.4,2,0,2,0,0,0,1,ST-2946,15805,16517,-0.022028339830456,11947,3858,12742,3775
1568, 마곡13단지힐스테이트마스터 후문(1320동 앞),강서구,서울시 강서구 마곡중앙1로 71 마곡13단지힐스테이트마스터 후문 인근,37.5567627,126.8186951,방화대로6다길,마곡동,마곡,707.2,0,마곡13단지힐스테이트후문,25.7,4,0,4,0,0,0,0,ST-2965,49612,50018,-0.0040750777878149,37846,11766,38363,11655
1569, 김포공항입구 교통섬,강서구,방화동 886-15,37.56154633,126.8070831,개화동로31길,방화동,공항시장,399.3,0,송정역,171.5,0,0,0,0,0,0,0,ST-2947,9455,8333,0.0630762311670789,7124,2331,6242,2091
1570, 우장산역 헤링턴타워 앞,강서구,화곡동 1013-3,37.54661942,126.8362351,강서로45가길,화곡동,우장산,238.6,1,화곡중고등학교,62.9,2,0,2,0,0,0,1,ST-2992,24844,21798,0.0653059474293555,17971,6873,15928,5870
1571," 마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",강서구,강서구 마곡동 798-17,37.55823517,126.8257599,마곡중앙로,마곡동,마곡,217.9,2,마곡엠밸리14단지,29.7,2,0,2,0,0,0,2,ST-2993,50057,50215,-0.0015757140577628,40621,9436,40654,9561
1572, 등촌역 1번출구,강서구,강서구 등촌동 649-14,37.5518837,126.8635712,공항대로59길,등촌동,등촌,233.1,1,등촌역1번출구,38.0,1,0,1,0,0,0,1,ST-2994,30158,29483,0.0113177176774366,22880,7278,22304,7179
1573, 메이필드호텔앞,강서구,강서구 외발산동 276-9,37.549263,126.8167419,남부순환로,외발산동,송정,1388.6,0,대한항공.메이필드호텔,29.5,6,0,6,0,0,0,0,ST-3031,15831,15050,0.0252906317800589,14387,1444,13808,1242
1574, 왈도강서캠퍼스 앞,강서구,강서구 양천로 660,37.55221558,126.870224,양천로,염창동,등촌,437.6,0,관음삼성.보람더하임아파트,21.3,2,0,2,0,0,0,0,ST-3068,21173,21354,-0.0042561196416394,16624,4549,16687,4667
1575, 가양역 1번출구,강서구,양천로57길 10-20,37.56250763,126.8527527,양천로57길,가양동,가양,195.0,2,가양역.우성아파트,51.7,2,0,2,0,0,0,2,ST-3084,29359,30832,-0.0244720971573823,22829,6530,23967,6865
1576, 가양역 7번출구,강서구,화곡로 416,37.56019592,126.8549118,양천로,등촌동,가양,138.6,2,가양역.마포중고등학교,95.0,1,0,1,0,0,0,2,ST-3094,40559,43080,-0.0301414411937015,30898,9661,33101,9979
