"아이디","새주소 아이디","시설 아이디","시설명","위도","경도","건물군여부","시설용도분류","소재지 도로명주소","소재지 지번주소","기타","국가지점번호","데이터 기준일자"
"295","","B0295","혜양엘리시움","37.568615","127.01265","BG_AB","FU_BA","서울특별시 중구 마장로1길 18","서울특별시 중구 신당동 213-49","","다사 5696 5225","2022-12-07 00:00:00.0"
"296","","B0296","광희패션몰","37.56864","127.01191","BG_AB","FU_BA","서울특별시 중구 마장로1길 21","서울특별시 중구 신당동 777","","다사 5689 5225","2022-12-07 00:00:00.0"
"297","","B0297","스튜디오W","37.568954","127.012566","BG_AB","FU_BA","서울특별시 중구 마장로1길 22","서울특별시 중구 신당동 213-8","","다사 5695 5228","2022-12-07 00:00:00.0"
"298","","B0298","새평화 쇼핑아트프라자","37.5692","127.0129","BG_AB","FU_BA","서울특별시 중구 마장로1길 28","서울특별시 중구 신당동 213-67","","다사 5698 5231","2022-12-07 00:00:00.0"
"299","","B0299","㈜ 신화(선샤인빌딩)","37.561993","126.98654","BG_AA","FU_BA","서울특별시 중구 명동8가길 27","서울특별시 중구 충무로2가 11-1","","다사 5465 5152","2022-12-07 00:00:00.0"
"300","","B0300","엠프라자","37.5625","126.98516","BG_AB","FU_BA","서울특별시 중구 명동8길 27","서울특별시 중구 명동2가 31-1","","다사 5453 5158","2022-12-07 00:00:00.0"
"301","","B0301","명동눈스퀘어","37.563416","126.98289","BG_AB","FU_BA","서울특별시 중구 명동길 14","서울특별시 중구 명동2가 83-5","","다사 5433 5168","2022-12-07 00:00:00.0"
"302","","B0302","장교빌딩","37.567146","126.98706","BG_AA","FU_BA","서울특별시 중구 청계천로 86","서울특별시 중구 장교동 1","","다사 5470 5209","2022-12-07 00:00:00.0"
"1180","","B1180","서울특별시은평병원","37.593872","126.9237","BG_AA","FU_BD","서울특별시 은평구 백련산로 90","서울특별시 은평구 응암동 232-3","","다사 4912 5509","2022-12-07 00:00:00.0"
"1181","","B1181","이우요양병원","37.6173","126.93213","BG_AA","FU_BD","서울특별시 은평구 불광로13길 15","서울특별시 은평구 불광동 221-57","","다사 4988 5769","2022-12-07 00:00:00.0"
"1182","","B1182","하나효요양병원","37.611557","126.91619","BG_AA","FU_BD","서울특별시 은평구 서오릉로 149","서울특별시 은평구 구산동 2-36","","다사 4847 5706","2022-12-07 00:00:00.0"
"1184","","B1184","최원호병원","37.604767","126.92384","BG_AA","FU_BD","서울특별시 은평구 서오릉로 45","서울특별시 은평구 녹번동 153-21","","다사 4914 5630","2022-12-07 00:00:00.0"
"1185","","B1185","리드힐병원","37.599796","126.91645","BG_AA","FU_BD","서울특별시 은평구 연서로 10","서울특별시 은평구 역촌동 44-28","","다사 4848 5575","2022-12-07 00:00:00.0"
"1186","","B1186","은평연세병원","37.614708","126.917435","BG_AA","FU_BD","서울특별시 은평구 연서로 177","서울특별시 은평구 갈현동 462-52","","다사 4858 5741","2022-12-07 00:00:00.0"
"1187","","B1187","로하스은평효요양병원","37.617336","126.9188","BG_AA","FU_BD","서울특별시 은평구 연서로 209","서울특별시 은평구 갈현동 460-8","","다사 4870 5770","2022-12-07 00:00:00.0"
"1189","","B1189","한국효요양병원","37.601128","126.92673","BG_AA","FU_BD","서울특별시 은평구 은평로 170","서울특별시 은평구 응암동 96-1","","다사 4939 5590","2022-12-07 00:00:00.0"
"1190","","B1190","인정병원","37.586536","126.91635","BG_AA","FU_BD","서울특별시 은평구 응암로 164","서울특별시 은평구 응암동 603-60","","다사 4847 5428","2022-12-07 00:00:00.0"
"1191","","B1191","시온한방병원","37.5959","126.91867","BG_AA","FU_BD","서울특별시 은평구 응암로 267","서울특별시 은평구 응암동 119-33","","다사 4868 5532","2022-12-07 00:00:00.0"
"1231","","B1231","서울라본병원","37.600323","127.105095","BG_AA","FU_BD","서울특별시 중랑구 망우로 476","서울특별시 중랑구 망우동 149-17","","다사 6514 5572","2022-12-07 00:00:00.0"
"1271","","B1271","극동스타클래스","37.485146","127.03576","BG_AA","FU_BA","서울특별시 강남구 남부순환로 2615","서울특별시 강남구 도곡동 957-11","","다사 5895 4297","2022-12-07 00:00:00.0"
"1272","","B1272","여천빌딩","37.492207","127.05738","BG_AA","FU_BA","서울특별시 강남구 남부순환로 2909","서울특별시 강남구 대치동 651","","다사 6087 4375","2022-12-07 00:00:00.0"
"303","","B0303","신세계백화점(본관)","37.560883","126.98097","BG_AA","FU_BA","서울특별시 중구 소공로 63","서울특별시 중구 충무로1가 52-5","","다사 5416 5140","2022-12-07 00:00:00.0"
"304","","B0304","숭례문상가","37.559753","126.976295","BG_AA","FU_BA","서울특별시 중구 소월로 3","서울특별시 중구 남창동 51-1","","다사 5374 5128","2022-12-07 00:00:00.0"
"305","","B0305","남정개발","37.55873","126.97639","BG_AA","FU_BA","서울특별시 중구 소월로 9","서울특별시 중구 남창동 52-3","","다사 5375 5117","2022-12-07 00:00:00.0"
"306","","B0306","대림상가","37.571747","126.99303","BG_AA","FU_BA","서울특별시 종로구 돈화문로6나길 25","서울특별시 종로구 봉익동 136","","다사 5523 5260","2022-12-07 00:00:00.0"
"309","","B0309","동대문디자인플라자","37.566902","127.00991","BG_AB","FU_BA","서울특별시 중구 을지로 281","서울특별시 중구 을지로7가 143","","다사 5671 5206","2022-12-07 00:00:00.0"
"310","","B0310","㈜호텔롯데","37.565342","126.981064","BG_AA","FU_BA","서울특별시 중구 남대문로 81","서울특별시 중구 소공동 1","","다사 5417 5190","2022-12-07 00:00:00.0"
"311","","B0311","내외빌딩(제비오코리아)","37.566498","126.98356","BG_AA","FU_BA","서울특별시 중구 을지로 51","서울특별시 중구 을지로2가 6","","다사 5439 5202","2022-12-07 00:00:00.0"
"312","","B0312","㈜누죤패션몰","37.56694","127.01303","BG_AB","FU_BA","서울특별시 중구 을지로45길 62","서울특별시 중구 신당동 251-8","","다사 5699 5206","2022-12-07 00:00:00.0"
"313","","B0313","디자이너클럽","37.567432","127.01314","BG_AB","FU_BA","서울특별시 중구 을지로45길 72","서울특별시 중구 신당동 199-1","","다사 5700 5211","2022-12-07 00:00:00.0"
"315","","B0315","한화빌딩","37.567505","126.98653","BG_AA","FU_BA","서울특별시 중구 청계천로 86","서울특별시 중구 장교동 1","","다사 5465 5213","2022-12-07 00:00:00.0"
"316","","B0316","굿모닝시티","37.56687","127.00728","BG_AA","FU_BA","서울특별시 중구 장충단로 247","서울특별시 중구 을지로6가 18-21","","다사 5648 5205","2022-12-07 00:00:00.0"
"317","","B0317","APM M&C","37.567493","127.00814","BG_AB","FU_BA","서울특별시 중구 장충단로 253","서울특별시 중구 을지로6가 18-35","","다사 5656 5212","2022-12-07 00:00:00.0"
"318","","B0318","동대문밀리오레","37.568104","127.008484","BG_AA","FU_BA","서울특별시 중구 장충단로 263","서울특별시 중구 을지로6가 18-185","","다사 5659 5219","2022-12-07 00:00:00.0"
"320","","B0320","남평화시장㈜","37.56918","127.01091","BG_AB","FU_BA","서울특별시 중구 장충단로 282-10","서울특별시 중구 신당동 772","","다사 5680 5231","2022-12-07 00:00:00.0"
"321","","B0321","현대씨티타워","37.56864","127.00773","BG_AA","FU_BA","서울특별시 중구 장충단로13길 20","서울특별시 중구 을지로6가 17-2","","다사 5652 5225","2022-12-07 00:00:00.0"
"1276","","B1276","송촌빌딩","37.50127","127.036354","BG_AB","FU_BA","서울특별시 강남구 논현로 503","서울특별시 강남구 역삼동 800-3","","다사 5901 4476","2022-12-07 00:00:00.0"
"327","","B0327","청평화시장","37.569466","127.014946","BG_AB","FU_BA","서울특별시 중구 청계천로 334","서울특별시 중구 신당동 217-91","","다사 5716 5234","2022-12-07 00:00:00.0"
"328","","B0328","이마트 청계천점","37.57098","127.02143","BG_AB","FU_BA","서울특별시 중구 청계천로 400","서울특별시 중구 황학동 2545","","다사 5773 5250","2022-12-07 00:00:00.0"
"330","","B0330","명동밀리오레","37.561054","126.98452","BG_AA","FU_BA","서울특별시 중구 퇴계로 115","서울특별시 중구 충무로1가 24-1","","다사 5447 5142","2022-12-07 00:00:00.0"
"331","","B0331","하이헤리엇빌딩","37.56133","126.98535","BG_AB","FU_BA","서울특별시 중구 퇴계로 123","서울특별시 중구 충무로2가 65-9","","다사 5454 5145","2022-12-07 00:00:00.0"
"332","","B0332","진양상가","37.5624","126.99594","BG_AA","FU_BA","서울특별시 중구 퇴계로 217","서울특별시 중구 충무로4가 120-3","","다사 5548 5156","2022-12-07 00:00:00.0"
"333","","B0333","롯데마트서울역점","37.555935","126.970436","BG_AB","FU_BA","서울특별시 중구 퇴계로 33","서울특별시 중구 봉래동2가 122-11","","다사 5322 5086","2022-12-07 00:00:00.0"
"334","","B0334","이마트 묵동점","37.613846","127.07755","BG_AB","FU_BA","서울특별시 중랑구 동일로 932","서울특별시 중랑구 묵동 170-1","","다사 6271 5724","2022-12-07 00:00:00.0"
"336","","B0336","코스트코상봉점","37.596863","127.09021","BG_AA","FU_BA","서울특별시 중랑구 망우로 336","서울특별시 중랑구 상봉동 81","","다사 6382 5535","2022-12-07 00:00:00.0"
"337","","B0337","홈플러스 상봉점","37.59803","127.09033","BG_AB","FU_BA","서울특별시 중랑구 망우로 353","서울특별시 중랑구 상봉동 500","","다사 6383 5548","2022-12-07 00:00:00.0"
"338","","B0338","중랑교종합상가","37.592945","127.07712","BG_AB","FU_BA","서울특별시 중랑구 망우로32길 23","서울특별시 중랑구 상봉동 129-9","","다사 6266 5492","2022-12-07 00:00:00.0"
"339","","B0339","㈜남성유통면목점_카멜리아","37.579548","127.086296","BG_AA","FU_BA","서울특별시 중랑구 면목로39길 11","서울특별시 중랑구 면목동 650","","다사 6347 5343","2022-12-07 00:00:00.0"
"340","","B0340","신아타운","37.606426","127.09473","BG_AB","FU_BA","서울특별시 중랑구 봉화산로 194","서울특별시 중랑구 신내동 666","","다사 6422 5641","2022-12-07 00:00:00.0"
"342","","B0342","홈플러스 면목점","37.580517","127.08202","BG_AA","FU_BA","서울특별시 중랑구 면목천로 33","서울특별시 중랑구 면목동 168-2","","다사 6309 5354","2022-12-07 00:00:00.0"
"343","","B0343","이마트 상봉점","37.596478","127.09342","BG_AA","FU_BA","서울특별시 중랑구 상봉로 118","서울특별시 중랑구 망우동 506-1","","다사 6410 5530","2022-12-07 00:00:00.0"
"344","","B0344","홈플러스 신내점","37.615795","127.093765","BG_AA","FU_BA","서울특별시 중랑구 신내로 201","서울특별시 중랑구 신내동 645","","다사 6414 5745","2022-12-07 00:00:00.0"
"1717","","B1717","서울시립대학교 대학보건소","37.583736","127.06011","BG_AB","FU_BG","서울특별시 동대문구 서울시립대로 163","서울특별시 동대문구 전농동 694","현재 건물 리모델링 공사 중","다사 6116 5390","2022-12-07 00:00:00.0"
"1315","","B1315","래미안라클래시","37.517586","127.05003","BG_AA","FU_BA","서울특별시 강남구 삼성로 651","서울특별시 강남구 삼성동 189","","다사 6023 4657","2022-12-07 00:00:00.0"
"1365","","B1365","태성프라자","37.55148","127.127716","BG_AA","FU_BA","서울특별시 강동구 올림픽로 787","서울특별시 강동구 암사동 503-23","","다사 6711 5030","2022-12-07 00:00:00.0"
"1366","","B1366","브라운스톤천호","37.53798","127.123795","BG_AB","FU_BA","서울특별시 강동구 천호대로 1006","서울특별시 강동구 성내동 64-13","","다사 6676 4880","2022-12-07 00:00:00.0"
"353","","B0353","K현대미술관","37.524395","127.03917","BG_AA","FU_BC","서울특별시 강남구 선릉로 807","서울특별시 강남구 신사동 666-7","","다사 5928 4733","2022-12-07 00:00:00.0"
"354","","B0354","서울특별시교육청강남도서관","37.513676","127.04687","BG_AA","FU_BB","서울특별시 강남구 선릉로116길 57","서울특별시 강남구 삼성동 28","","다사 5995 4614","2022-12-07 00:00:00.0"
"356","","B0356","서울특별시교육청개포도서관","37.48307","127.0639","BG_AA","FU_BB","","서울특별시 강남구 개포동 139","","다사 6144 4273","2022-12-07 00:00:00.0"
"357","","B0357","청담도서관","37.525063","127.04925","BG_AA","FU_BB","서울특별시 강남구 압구정로79길 26","서울특별시 강남구 청담동 124-1","","다사 6017 4740","2022-12-07 00:00:00.0"
"358","","B0358","국립관세박물관","37.518402","127.03439","BG_AB","FU_BC","서울특별시 강남구 언주로 721","서울특별시 강남구 논현동 71","","다사 5885 4666","2022-12-07 00:00:00.0"
"359","","B0359","코리아나미술관","37.524067","127.032814","BG_AA","FU_BC","서울특별시 강남구 언주로 827","서울특별시 강남구 신사동 627-8","","다사 5871 4729","2022-12-07 00:00:00.0"
"360","","B0360","역삼도서관","37.495354","127.03325","BG_AA","FU_BB","서울특별시 강남구 역삼로7길 16","서울특별시 강남구 역삼동 829-20","","다사 5874 4411","2022-12-07 00:00:00.0"
"362","","B0362","행복한도서관","37.50226","127.06417","BG_AB","FU_BB","서울특별시 강남구 영동대로65길 24","서울특별시 강남구 대치동 980-9","","다사 6147 4486","2022-12-07 00:00:00.0"
"363","","B0363","열린도서관","37.484","127.08445","BG_AB","FU_BB","서울특별시 강남구 일원로 115","서울특별시 강남구 일원동 717","","다사 6326 4283","2022-12-07 00:00:00.0"
"364","","B0364","밀알미술관","37.485874","127.08209","BG_AA","FU_BC","서울특별시 강남구 일원로 90","서울특별시 강남구 일원동 713","","다사 6305 4304","2022-12-07 00:00:00.0"
"365","","B0365","강남구립못골도서관","37.47157","127.09641","BG_AA","FU_BB","서울특별시 강남구 자곡로 116","서울특별시 강남구 자곡동 632","","다사 6431 4144","2022-12-07 00:00:00.0"
"367","","B0367","국립어린이청소년도서관","37.500908","127.02969","BG_AA","FU_BB","서울특별시 강남구 테헤란로7길 21","서울특별시 강남구 역삼동 635-1","","다사 5842 4473","2022-12-07 00:00:00.0"
"368","","B0368","강남역삼푸른솔도서관","37.496487","127.03205","BG_AA","FU_BB","서울특별시 강남구 테헤란로8길 36","서울특별시 강남구 역삼동 827-61","","다사 5863 4423","2022-12-07 00:00:00.0"
"369","","B0369","논현도서관","37.517277","127.03717","BG_AB","FU_BB","서울특별시 강남구 학동로43길 17","서울특별시 강남구 논현동 114-24","","다사 5909 4654","2022-12-07 00:00:00.0"
"1373","","B1373","에코피아빌딩","37.61163","127.0307","BG_AB","FU_BA","서울특별시 강북구 도봉로 30","서울특별시 강북구 미아동 35-5","","다사 5858 5701","2022-12-07 00:00:00.0"
"1376","","B1376","정우빌딩","37.63787","127.025024","BG_AB","FU_BA","서울특별시 강북구 도봉로 333","서울특별시 강북구 수유동 229-5","","다사 5809 5992","2022-12-07 00:00:00.0"
"373","","B0373","한국시각장애인복지재단점자도서관[이동도서관]","37.550686","127.16922","BG_AB","FU_BB","서울특별시 강동구 구천면로 645","서울특별시 강동구 상일동 126","","다사 7078 5020","2022-12-07 00:00:00.0"
"374","","B0374","강동구립둔촌도서관","37.531773","127.14824","BG_AA","FU_BB","서울특별시 강동구 동남로49길 21-8","서울특별시 강동구 둔촌동 29-11","","다사 6892 4810","2022-12-07 00:00:00.0"
"375","","B0375","한국점자도서관","37.550747","127.12485","BG_AA","FU_BB","서울특별시 강동구 상암로4가길 32","서울특별시 강동구 암사동 510-23","","다사 6686 5022","2022-12-07 00:00:00.0"
"377","","B0377","강동구립성내도서관","37.532864","127.133354","BG_AA","FU_BB","서울특별시 강동구 성안로 106-1","서울특별시 강동구 성내동 385","","다사 6760 4823","2022-12-07 00:00:00.0"
"379","","B0379","강동구립강일도서관","37.565033","127.17396","BG_AB","FU_BB","서울특별시 강동구 아리수로93길 9-14","서울특별시 강동구 강일동 678","","다사 7120 5179","2022-12-07 00:00:00.0"
"1416","","B1416","더블유에스타워","37.486706","126.94749","BG_AB","FU_BA","서울특별시 관악구 은천로 110","서울특별시 관악구 봉천동 463-1","","다사 5115 4319","2022-12-07 00:00:00.0"
"1418","","B1418","만택빌딩","37.540794","127.09584","BG_AA","FU_BA","서울특별시 광진구 광나루로 614","서울특별시 광진구 구의동 199-1","","다사 6429 4912","2022-12-07 00:00:00.0"
"1420","","B1420","이튼타워리버3차","37.53299","127.06806","BG_AA","FU_BA","서울특별시 광진구 능동로 18","서울특별시 광진구 자양동 855","","다사 6183 4827","2022-12-07 00:00:00.0"
"1421","","B1421","더클래식500","37.538788","127.07114","BG_AA","FU_BA","서울특별시 광진구 능동로 90","서울특별시 광진구 자양동 227-342","","다사 6211 4891","2022-12-07 00:00:00.0"
"1422","","B1422","대양빌딩","37.534073","127.07183","BG_AB","FU_BA","서울특별시 광진구 뚝섬로 558","서울특별시 광진구 자양동 553-502","","다사 6217 4839","2022-12-07 00:00:00.0"
"1427","","B1427","영창빌딩","37.55713","127.080635","BG_AA","FU_BA","서울특별시 광진구 천호대로 561","서울특별시 광진구 중곡동 157-4","","다사 6296 5094","2022-12-07 00:00:00.0"
"1430","","B1430","신도림1차푸르지오","37.509422","126.88774","BG_AB","FU_BA","서울특별시 구로구 경인로 661","서울특별시 구로구 신도림동 337","","다사 4588 4574","2022-12-07 00:00:00.0"
"1431","","B1431","태영프라자","37.50645","126.88338","BG_AB","FU_BA","서울특별시 구로구 경인로59길 8","서울특별시 구로구 신도림동 437-1","","다사 4550 4542","2022-12-07 00:00:00.0"
"1432","","B1432","신도림2차푸르지오","37.510494","126.88945","BG_AB","FU_BA","서울특별시 구로구 경인로67길 23","서울특별시 구로구 신도림동 338","","다사 4604 4586","2022-12-07 00:00:00.0"
"1435","","B1435","조영빌딩","37.483543","126.89972","BG_AA","FU_BA","서울특별시 구로구 디지털로32길 79","서울특별시 구로구 구로동 1124-72","","다사 4692 4286","2022-12-07 00:00:00.0"
"1436","","B1436","광희빌딩","37.482567","126.90054","BG_AA","FU_BA","서울특별시 구로구 시흥대로 551","서울특별시 구로구 구로동 1126-1","","다사 4700 4276","2022-12-07 00:00:00.0"
"1438","","B1438","우림라이온스밸리","37.47997","126.88251","BG_AB","FU_BA","서울특별시 금천구 가산디지털1로 168","서울특별시 금천구 가산동 371-28","","다사 4540 4248","2022-12-07 00:00:00.0"
"1439","","B1439","가산에스케이브이원센터","37.480732","126.8807","BG_AB","FU_BA","서울특별시 금천구 가산디지털1로 171","서울특별시 금천구 가산동 371-41","","다사 4524 4256","2022-12-07 00:00:00.0"
"1440","","B1440","제이플라츠","37.481983","126.88154","BG_AB","FU_BA","서울특별시 금천구 가산디지털1로 186","서울특별시 금천구 가산동 459-11","","다사 4532 4270","2022-12-07 00:00:00.0"
"1443","","B1443","금천롯데캐슬골드파크3차","37.45992","126.89725","BG_AA","FU_BA","서울특별시 금천구 시흥대로 291","서울특별시 금천구 독산동 1155","","다사 4669 4025","2022-12-07 00:00:00.0"
"1452","","B1452","하니빌딩","37.62814","127.07127","BG_AB","FU_BA","서울특별시 노원구 동일로 1101","서울특별시 노원구 공릉동 323-35","","다사 6216 5882","2022-12-07 00:00:00.0"
"1454","","B1454","다모아빌딩","37.651802","127.060875","BG_AB","FU_BA","서울특별시 노원구 동일로 1379","서울특별시 노원구 상계동 730-3","","다사 6126 6145","2022-12-07 00:00:00.0"
"1455","","B1455","한일빌딩","37.65306","127.06137","BG_AB","FU_BA","서울특별시 노원구 동일로 1392","서울특별시 노원구 상계동 728-2","","다사 6130 6159","2022-12-07 00:00:00.0"
"1482","","B1482","BYC청량리오피스텔","37.578712","127.04182","BG_AA","FU_BA","서울특별시 동대문구 왕산로32길 7","서울특별시 동대문구 용두동 793","","다사 5954 5335","2022-12-07 00:00:00.0"
"1483","","B1483","장안삼성쉐르빌","37.57143","127.070175","BG_AA","FU_BA","서울특별시 동대문구 장한로 119","서울특별시 동대문구 장안동 371-1","","다사 6204 5253","2022-12-07 00:00:00.0"
"2808","","P0678","구의공원","37.53697","127.09462","BG_AA","FU_BI","","서울특별시 광진구 구의동 546-2","","다사 6418 4870","2022-12-07 00:00:00.0"
"1484","","B1484","우창프라자아파트","37.566475","127.05385","BG_AB","FU_BA","서울특별시 동대문구 천호대로 295","서울특별시 동대문구 답십리동 494-2","","다사 6059 5199","2022-12-07 00:00:00.0"
"1434","","B1434","KS프리미어빌딩","37.494106","126.85828","BG_AB","FU_BA","서울특별시 구로구 남부순환로97길 3","서울특별시 구로구 개봉동 203-7","","다사 4327 4406","2022-12-07 00:00:00.0"
"1419","","B1419","구의동삼성쉐르빌","37.5399","127.09482","BG_AA","FU_BA","서울특별시 광진구 구의강변로 106","서울특별시 광진구 구의동 199-18","","다사 6420 4903","2022-12-07 00:00:00.0"
"980","","B0980","서울탑병원","37.581367","127.035995","BG_AA","FU_BD","서울특별시 동대문구 정릉천동로 102","서울특별시 동대문구 제기동 892-64","서울 탑 재활병원으로 명칭변경(요양병원 동일)","다사 5903 5365","2022-12-07 00:00:00.0"
"995","","B0995","의료법인성석의료재단동작경희병원","37.502537","126.93583","BG_AA","FU_BD","서울특별시 동작구 상도로 146","서울특별시 동작구 상도동 188-19","폐업","다사 5013 4495","2022-12-07 00:00:00.0"
"382","","B0382","강동구립해공도서관","37.54395","127.12556","BG_AA","FU_BB","서울특별시 강동구 올림픽로 702","서울특별시 강동구 천호동 360","","다사 6692 4946","2022-12-07 00:00:00.0"
"384","","B0384","송중문화정보도서관","37.61832","127.029976","BG_AA","FU_BB","서울특별시 강북구 도봉로20나길 6","서울특별시 강북구 미아동 138-11","","다사 5852 5775","2022-12-07 00:00:00.0"
"1485","","B1485","경문빌딩","37.486248","126.98166","BG_AB","FU_BA","서울특별시 동작구 동작대로 109","서울특별시 동작구 사당동 145-2","","다사 5417 4312","2022-12-07 00:00:00.0"
"1489","","B1489","코스모빌딩","37.499466","126.9279","BG_AB","FU_BA","서울특별시 동작구 보라매로 113","서울특별시 동작구 대방동 405-11","","다사 4943 4462","2022-12-07 00:00:00.0"
"1498","","B1498","마포아크로타워","37.54132","126.948975","BG_AA","FU_BA","서울특별시 마포구 마포대로 68","서울특별시 마포구 도화동 563","","다사 5132 4925","2022-12-07 00:00:00.0"
"1581","","B1581","골든타워","37.59415","127.01822","BG_AA","FU_BA","서울특별시 성북구 동소문로 125","서울특별시 성북구 동선동4가 111-1","","다사 5746 5508","2022-12-07 00:00:00.0"
"3159","","P1029","나리공원","37.50426","126.987366","BG_AA","FU_BI","서울특별시 서초구 신반포로 45","서울특별시 서초구 반포동 789","일대 전체가 재개발 구역으로 출입 불가","다사 5469 4512","2022-12-07 00:00:00.0"
"3161","","P1031","장미공원","37.504932","126.99132","BG_AA","FU_BI","서울특별시 서초구 신반포로 45","서울특별시 서초구 반포동 915","일대 전체가 재개발 구역으로 출입 불가","다사 5504 4519","2022-12-07 00:00:00.0"
"1500","","B1500","제일빌딩","37.54456","126.952675","BG_AB","FU_BA","서울특별시 마포구 만리재로 15","서울특별시 마포구 공덕동 256-13","","다사 5165 4961","2022-12-07 00:00:00.0"
"1501","","B1501","메트로디오빌빌딩","37.543495","126.95287","BG_AB","FU_BA","서울특별시 마포구 백범로 199","서울특별시 마포구 신공덕동 167","","다사 5166 4949","2022-12-07 00:00:00.0"
"1502","","B1502","동인빌딩","37.554478","126.93658","BG_AB","FU_BA","서울특별시 마포구 서강로 144","서울특별시 마포구 노고산동 107-1","","다사 5023 5071","2022-12-07 00:00:00.0"
"1503","","B1503","신촌카리스빌딩","37.555164","126.93567","BG_AB","FU_BA","서울특별시 마포구 신촌로 92","서울특별시 마포구 노고산동 57-4","","다사 5015 5079","2022-12-07 00:00:00.0"
"1506","","B1506","LG팰리스빌딩","37.556118","126.9235","BG_AB","FU_BA","서울특별시 마포구 양화로 156","서울특별시 마포구 동교동 165-8","","다사 4908 5090","2022-12-07 00:00:00.0"
"1509","","B1509","비투어타이어빌딩","37.555607","126.91011","BG_AB","FU_BA","서울특별시 마포구 월드컵로 75","서울특별시 마포구 망원동 378-2","","다사 4789 5085","2022-12-07 00:00:00.0"
"1510","","B1510","서교양경회관","37.55628","126.91045","BG_AB","FU_BA","서울특별시 마포구 월드컵로 80","서울특별시 마포구 서교동 441-6","","다사 4792 5093","2022-12-07 00:00:00.0"
"1512","","B1512","상암메디컬빌딩","37.576336","126.893135","BG_AB","FU_BA","서울특별시 마포구 월드컵북로 347","서울특별시 마포구 상암동 115-11","","다사 4641 5316","2022-12-07 00:00:00.0"
"1513","","B1513","누리꿈스퀘어","37.579407","126.89042","BG_AB","FU_BA","서울특별시 마포구 월드컵북로 396","서울특별시 마포구 상암동 1605","","다사 4617 5351","2022-12-07 00:00:00.0"
"1514","","B1514","케이지아이티센터","37.580055","126.889","BG_AB","FU_BA","서울특별시 마포구 월드컵북로 402","서울특별시 마포구 상암동 1601","","다사 4605 5358","2022-12-07 00:00:00.0"
"1515","","B1515","성공타워1","37.570713","126.91261","BG_AB","FU_BA","서울특별시 서대문구 수색로 56","서울특별시 서대문구 북가좌동 487","","다사 4812 5253","2022-12-07 00:00:00.0"
"1522","","B1522","홍제빌딩","37.58999","126.943275","BG_AB","FU_BA","서울특별시 서대문구 통일로 464","서울특별시 서대문구 홍제동 301-2","","다사 5084 5465","2022-12-07 00:00:00.0"
"1524","","B1524","서초현대타워아파트상가","37.49644","127.02781","BG_AB","FU_BA","서울특별시 서초구 강남대로 375","서울특별시 서초구 서초동 1319-13","","다사 5826 4423","2022-12-07 00:00:00.0"
"1525","","B1525","통영빌딩","37.49883","127.026665","BG_AB","FU_BA","서울특별시 서초구 강남대로 405","서울특별시 서초구 서초동 1318-2","","다사 5816 4450","2022-12-07 00:00:00.0"
"1526","","B1526","대동빌딩","37.499542","127.026306","BG_AB","FU_BA","서울특별시 서초구 강남대로 415","서울특별시 서초구 서초동 1306-8","","다사 5812 4458","2022-12-07 00:00:00.0"
"1527","","B1527","한승빌딩","37.50028","127.02599","BG_AB","FU_BA","서울특별시 서초구 강남대로 423","서울특별시 서초구 서초동 1306-2","","다사 5810 4466","2022-12-07 00:00:00.0"
"1528","","B1528","동일빌딩","37.50087","127.02569","BG_AB","FU_BA","서울특별시 서초구 강남대로 429","서울특별시 서초구 서초동 1305-7","","다사 5807 4472","2022-12-07 00:00:00.0"
"1529","","B1529","주류성빌딩","37.501175","127.02554","BG_AB","FU_BA","서울특별시 서초구 강남대로 435","서울특별시 서초구 서초동 1305-5","","다사 5806 4476","2022-12-07 00:00:00.0"
"386","","B0386","수유문화정보도서관","37.630077","127.01761","BG_AB","FU_BB","서울특별시 강북구 삼양로 299","서울특별시 강북구 수유동 605-412","","다사 5743 5906","2022-12-07 00:00:00.0"
"388","","B0388","삼각산어린이도서관","37.61519","127.02076","BG_AB","FU_BB","서울특별시 강북구 삼양로19길 34","서울특별시 강북구 미아동 813-3","","다사 5770 5741","2022-12-07 00:00:00.0"
"389","","B0389","강북청소년문화정보도서관","37.623028","127.02166","BG_AB","FU_BB","서울특별시 강북구 삼양로54길 68","서울특별시 강북구 미아동 754-1","","다사 5778 5828","2022-12-07 00:00:00.0"
"390","","B0390","미아문화정보도서관","37.627064","127.02697","BG_AB","FU_BB","서울특별시 강북구 솔매로49길 14","서울특별시 강북구 미아동 197-1","","다사 5825 5872","2022-12-07 00:00:00.0"
"391","","B0391","솔샘문화정보도서관","37.62046","127.012436","BG_AB","FU_BB","서울특별시 강북구 솔샘로 177","서울특별시 강북구 미아동 1354-4","","다사 5697 5800","2022-12-07 00:00:00.0"
"392","","B0392","강북문화정보도서관","37.625122","127.036095","BG_AA","FU_BB","서울특별시 강북구 오현로 145","서울특별시 강북구 번동 147","","다사 5906 5850","2022-12-07 00:00:00.0"
"396","","B0396","강서영어도서관","37.5346","126.86094","BG_AA","FU_BB","서울특별시 강서구 곰달래로57가길 26","서울특별시 강서구 화곡동 809-3","","다사 4353 4855","2022-12-07 00:00:00.0"
"399","","B0399","길꽃어린이도서관","37.578705","126.813675","BG_AA","FU_BB","서울특별시 강서구 금낭화로24길 5","서울특별시 강서구 방화동 828","","다사 3939 5347","2022-12-07 00:00:00.0"
