Unnamed: 0,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m
186, KG타워 앞,중구,서울특별시 중구 통일로 92 케이지타워,37.56339645,126.9689407,서소문로9길,순화동,서대문,332.9,1
187, 황학동롯데캐슬,중구,서울특별시 중구 중구 청계천로 400,37.57162094,127.0220413,난계로25길,황학동,신설동,488.7,1
188, 필동 삼거리,중구,서울특별시 중구 서애로 33 티엔에스빌딩,37.55969238,126.9964829,필동로,필동3가,충무로,259.8,0
189, 충정로역 2호선(엘리베이터 앞),중구,서울특별시 중구 서소문로 18 에이원빌딩,37.55937576,126.9641419,서소문로,중림동,충정로,78.2,0
190, 중부세무서 앞,중구,서울특별시 중구 남학동 12-1,37.56092453,126.9906616,퇴계로26길,남학동,충무로,321.6,0
191, 목월공원 앞,용산구,서울특별시 용산구 원효로4가 109-10 목월공원 앞,37.53243256,126.9547424,원효로27길,원효로3가,효창공원앞,956.8,0
192, 한강진역 2번 출구 앞,용산구,서울특별시 용산구 한남동 726-494 한강진역 2번 출구 앞,37.54115295,127.0022125,한남대로,한남동,한강진,174.3,0
193, 한남초교 앞 보도육교,용산구,서울특별시 용산구 한남동 725-17 한남초교 앞 보도육교,37.53813934,127.004097,한남대로27길,한남동,한강진,267.1,1
194, 문배어린이공원 앞,용산구,서울특별시 용산구 문배동 34-10 문배어린이공원 앞,37.53675842,126.9700012,한강대로,문배동,삼각지,351.9,1
195, 전자랜드 본관 앞,용산구,서울특별시 용산구 한강로3가 16-8 전자랜드 본관 앞,37.5330658,126.9607315,원효로48길,한강로3가,용산,492.0,2
196, 서울역 12번 출구 앞,용산구,서울특별시 용산구 동자동 14-229 서울역 12번 출구 앞,37.55227661,126.9726868,후암로57길,동자동,서울,263.4,0
197, 서빙고동 금호맨션 앞,용산구,서울특별시 용산구 서빙고동 235-5 서빙고동 금호맨션 앞,37.520504,126.9897385,서빙고로62길,서빙고동,서빙고,146.6,0
198, 한남 유수지 복개주차장,용산구,서울특별시 용산구 독서당로 18 한남 유수지 복개주차장,37.53016663,127.0074387,독서당로6길,한남동,한남,173.4,0
199, 이태원지하보도,용산구,서울특별시 용산구 용산동2가 5-1812 이태원지하보도,37.53841019,126.9866486,신흥로,용산동2가,녹사평,414.6,0
200, 녹사평역1번출구,용산구,서울특별시 용산구 용산동2가 6-7 녹사평역1번출구,37.53507996,126.9853821,녹사평대로40길,용산동2가,녹사평,124.4,0
201, 용산전쟁기념관,용산구,서울특별시 용산구 용산동1가 8-4 용산전쟁기념관,37.53483963,126.9776611,이태원로4길,용산동1가,삼각지,402.3,0
202, 삼각지역 3번출구,용산구,서울특별시 용산구 한강로1가 228-1 삼각지역 3번출구,37.53351212,126.9722748,한강대로53길,한강로1가,삼각지,158.6,0
203, LIG강촌아파트 103동앞,용산구,서울특별시 용산구 이촌동301-5 LIG강촌아파트 103동앞,37.51850891,126.9787979,이촌로88길,이촌동,이촌,573.9,0
204, 신용산역 6번출구 앞,용산구,서울특별시 용산구 한강대로 115 신용산역 6번출구 앞,37.53014755,126.968483,새창로,한강로2가,신용산,120.3,0
205, 삼각지역 4번출구 앞,용산구,서울특별시 용산구 한강대로 161 삼각지역 4번출구 앞,37.53345108,126.9717331,한강대로53길,한강로1가,삼각지,191.0,0
206, 숙명여대 입구 교차로,용산구,서울특별시 용산구 청파로47길 100 숙명여대 입구 교차로,37.54489517,126.9693832,청파로47길,청파동2가,숙대입구,243.5,0
207, 선린인터넷 고등학교,용산구,서울특별시 용산구 원효로97길 33-4 선린인터넷 고등학교,37.54165268,126.9705048,청파로,청파동3가,남영,99.3,0
208, 청파동입구 교차로,용산구,서울특별시 용산구 한강대로 349 청파동입구 교차로,37.54902649,126.9719467,한강대로100길,갈월동,숙대입구,495.9,0
209, 이촌1동 마을공원,용산구,서울특별시 용산구 이촌로 219 이촌1동 마을공원,37.52202606,126.9661865,한강대로14나길,한강로3가,신용산,807.1,0
210, 효창동주민센터 앞,용산구,서울특별시 용산구 효창원로 161 효창동주민센터 앞,37.54232025,126.9619598,효창원로69길,효창동,효창공원앞,343.8,0
211, 서빙고동 주민센터 앞,용산구,서울특별시 용산구 서빙고로 279 서빙고동 주민센터 앞,37.52033615,126.9942627,녹사평대로,서빙고동,서빙고,512.8,0
212, 국군복지단,용산구,서울특별시 용산구 두텁바위로 54-99 국군복지단,37.54188538,126.97966,두텁바위로,용산동2가,숙대입구,730.6,0
213, 숙대입구역 8번,용산구,서울특별시 용산구 한강대로 289 숙대입구역 8번,37.54407883,126.9720001,한강대로87길,갈월동,숙대입구,54.2,0
214, 베르가모앞,용산구,서울특별시 용산구 한강대로 23 베르가모앞,37.52293015,126.9616928,한강대로7길,한강로3가,용산,808.7,0
215, 청암자이아파트앞,용산구,서울특별시 용산구 원효로 35 청암자이아파트앞,37.53442383,126.9485703,삼개로,원효로4가,마포,617.3,0
216, 이태원관광특구입구,용산구,서울특별시 용산구 이태원로 134 이태원관광특구입구,37.53427887,126.9885635,녹사평대로40길,이태원동,녹사평,170.9,0
217, 이촌1동 주민센터 뒤,용산구,서울특별시 용산구 이촌로71길 24 이촌1동 주민센터 뒤,37.5212822,126.973465,이촌로71길,이촌동,이촌,134.6,0
218, 효창공원앞역 3번출구 뒤,용산구,서울특별시 용산구 백범로 지하 287 효창공원앞역 3번출구 뒤,37.53900909,126.96138,백범로,용문동,효창공원앞,28.1,0
219, 남영역 건너편,용산구,서울특별시 용산구 한강대로77길 18 남영역 건너편,37.54198074,126.9715424,한강대로77길,갈월동,남영,108.7,0
220, 현대자동차서비스 앞,용산구,서울특별시 용산구 원효로 74 현대자동차서비스 앞,37.53142166,126.9514999,원효로,원효로4가,마포,1030.0,0
221, 한남나들목 입구,용산구,서울특별시 용산구 서빙고로 417 한남나들목 입구,37.52906036,127.0067291,독서당로3길,한남동,한남,219.5,0
222, 숙대입구역 4번출구,용산구,서울특별시 용산구 한강대로 지하 306 숙대입구역 4번출구,37.5444603,126.9723892,한강대로88길,남영동,숙대입구,27.4,0
223, 보광동 삼성리버빌아파트 앞,용산구,서울특별시 용산구 보광로5길 40 보광동 삼성리버빌아파트 앞,37.5240097,127.0014496,서빙고로91길,보광동,한남,909.7,0
224, 용산 파크타워 앞,용산구,서울특별시 용산구 서빙고로 67 용산 파크타워 앞,37.52365112,126.9702683,서빙고로,용산동5가,이촌,391.5,0
225, 신용산역 1번 출구,용산구,서울특별시 용산구 한강대로 100 신용산역 1번 출구,37.52960968,126.9688721,한강대로38길,한강로2가,신용산,99.3,1
226, 녹사평역 광장,용산구,서울특별시 용산구 이태원로 134 녹사평역 광장,37.53379822,126.9886704,녹사평대로,이태원동,녹사평,199.9,0
227, 이촌2동 동원베네스트 아파트 앞,용산구,서울특별시 용산구 이촌로14길 7 이촌2동 동원베네스트 아파트 앞,37.5271492,126.9551621,이촌로14길,이촌동,용산,883.2,1
228, 용산 선인상가,용산구,서울특별시 용산구 새창로 181 선인상가,37.53269958,126.9643784,청파로20길,한강로2가,용산,316.8,1
229, 용산중학교,용산구,서울특별시 용산구 두텁바위로 74 용산중학교,37.54650116,126.9809494,두텁바위로,후암동,숙대입구,810.7,0
230, 삼각지12번 출구,용산구,서울특별시 용산구 이태원로 29 전쟁기념관,37.53488922,126.9756241,이태원로2길,용산동1가,삼각지,222.6,1
231, 삼각지 자이아파트,용산구,서울특별시 용산구 한강대로 205 용산파크자이,37.53607941,126.9734192,백범로99가길,한강로1가,삼각지,147.1,0
232, KCC용산월츠타워,용산구,서울특별시 용산구 백범로90길 34 구두수선대,37.53739929,126.9689255,백범로90길,문배동,남영,453.4,0
233,효창 푸르지오 앞,용산구,서울특별시 용산구 백범로 260 효창파크 푸르지오,37.54047775,126.9581146,백범로43길,효창동,효창공원앞,316.3,0
234,청암자이APT(103동),용산구,서울특별시 용산구 삼개로 60 천년명가 청암자이,37.53452682,126.9471817,원효로,청암동,마포,571.0,0
235,용산역 맞은편,용산구,서울특별시 용산구 한강로2가 409-2,37.52856827,126.9656906,한강대로23길,한강로2가,용산,173.7,0
236,HID 유족동지회 앞,용산구,서울특별시 용산구 이태원로 287 6호선 한강진역,37.53872681,127.0015488,이태원로,한남동,한강진,101.6,0
237,이촌역5번출구 앞,용산구,서울특별시 용산구 서빙고로 83 4호선 이촌역,37.52272415,126.9727707,이촌로65가길,용산동5가,이촌,147.9,0
238, 현대 안성타워,용산구,서울특별시 용산구 이태원로 261-1 구두수선대,37.53502274,126.9980545,이태원로,한남동,이태원,336.9,0
239,녹사평역3번 출구,용산구,서울특별시 용산구 용산동4가 10-4,37.53440857,126.9868927,녹사평대로40가길,용산동4가,녹사평,34.3,0
240,남산공원 야외식물원 앞,용산구,서울특별시 용산구 이태원동 259-16,37.54188538,126.9958649,소월로,이태원동,한강진,575.2,0
241,LG한강 자이아파트 앞,용산구,서울특별시 용산구 이촌동 429,37.52074814,126.9708252,이촌로65길,이촌동,이촌,354.1,0
242,이촌역2번 출구,용산구,서울특별시 용산구 용산동5가 17,37.52177048,126.977005,이촌로81길,용산동5가,이촌,241.6,0
243,순천향대학병원(한남오거리),용산구,서울특별시 용산구 한남동 704-11,37.53514099,127.0060043,대사관로31길,한남동,한강진,625.6,0
244,하얏트호텔 앞,용산구,서울특별시 용산구 한남동 산10-138,37.54079437,126.9978485,회나무로42길,한남동,한강진,366.1,0
245,브라운스톤 남산아파트,용산구,서울특별시 용산구 후암로 65 브라운스톤 남산아파트,37.551548,126.9768601,후암로,후암동,서울,512.7,0
246,서빙고역 광장(1번출구),용산구,서울특별시 용산구 서빙고동 241-37,37.51990891,126.9892349,서빙고로62길,서빙고동,서빙고,70.9,0
247,노들섬 동측 앞,용산구,서울특별시 용산구 이촌동 303-8,37.51729584,126.9591446,양녕로,이촌동,노들,716.7,0
248,노들섬 서측 앞,용산구,서울특별시 용산구 이촌동 304-11,37.51731873,126.9582977,양녕로,이촌동,노들,665.8,0
249, 숙명여대앞 버스정류소 주변,용산구,서울특별시 용산구 청파로47길 99,37.54498672,126.9643021,청파로47다길,청파동2가,효창공원앞,686.9,2
250, 한강GS에클라트 건너편 교통섬,용산구,서울특별시 용산구 원효로4가 113-54,37.53200531,126.9555588,원효로,원효로4가,용산,830.9,0
251, 원효로다목적체육관 앞,용산구,서울특별시 용산구 원효로3가 54-14,37.5332222,126.9572372,원효로,원효로3가,효창공원앞,762.5,0
252," 노들섬 다목적홀(동쪽) 숲, 앞",용산구,서울특별시 용산구 이촌동 303-15,37.51758957,126.9592209,양녕로,이촌동,노들,744.1,0
253, 국립중앙박물관 -용산가족공원 앞,용산구,서울특별시 용산구 용산동6가 11-438,37.52087784,126.9797134,이촌로87길,용산동6가,이촌,499.2,1
254, 국립중앙박물관 정문 앞,용산구,서울특별시 용산구 용산동6가 11-438,37.52145767,126.9776764,이촌로81길,용산동6가,이촌,308.1,0
255, 파크타워 104동 앞,용산구,서울특별시 용산구 서빙고로 69 파크타워아파트,37.52330017,126.9720612,이촌로65가길,용산동5가,이촌,231.9,0
256, 한남나인원 105동 앞,용산구,서울특별시 용산구 한남대로 91,37.53591919,127.0054169,대사관로31길,한남동,한강진,525.5,0
257, 국제루터교회 앞,용산구,서울특별시 용산구 한남대로 148,37.54143906,127.0037613,한남대로,한남동,한강진,269.5,0
258, 한남 준 JFSS 앞,용산구,서울특별시 용산구 이태원로 255,37.53749847,127.0008469,이태원로55길,한남동,한강진,249.1,0
259, 서울갤러리아 앞,용산구,서울특별시 용산구 이태원로 239,37.53599548,126.9994888,이태원로,한남동,한강진,449.3,0
260, 크라운호텔앞 버스정류소,용산구,서울특별시 용산구 녹사평대로 140,37.53030014,126.9913788,녹사평대로26길,이태원동,이태원,531.8,0
261, 신용산지하차도 앞,용산구,서울특별시 용산구 한강로3가 6,37.53248215,126.964119,청파로20길,한강로3가,용산,294.8,1
262, 동원베네스트 건너편,용산구,서울특별시 용산구 한강로3가 37-2,37.52761078,126.9551163,이촌로14길,한강로3가,용산,871.0,1
263, 풍전아파트 건너편,용산구,서울특별시 용산구 원효로4가 114-38,37.53237915,126.9525299,원효로,원효로4가,마포,988.8,0
264, 한강트럼프월드3차 앞,용산구,서울특별시 용산구 한강대로 26,37.52301788,126.96241,한강대로7길,한강로3가,용산,781.6,0
265, 삼각지역 14번 출구 앞(교통섬),용산구,서울특별시 용산구 이태원로 6,37.53528595,126.974083,한강대로62가길,한강로1가,삼각지,102.9,0
266, 남산도서관 앞,용산구,서울특별시 용산구 소월로 109 남산도서관,37.55240631,126.9820175,두텁바위로,후암동,회현,755.4,1
267, 한강중학교 앞 버스정류장,용산구,서울특별시 용산구 녹사평대로73,37.5251503,126.9920883,서빙고로,동빙고동,서빙고,692.0,0
268, 라인프랜즈이태원점 앞,용산구,서울특별시 용산구 이태원로 177 6호선 이태원역,37.53453064,126.9961929,우사단로10가길,이태원동,이태원,167.2,0
269, 용산공원갤러리앞,용산구,서울특별시 용산구 한강로1가 1-1,37.5393219,126.9731903,한강대로72길,한강로1가,남영,251.9,0
270, 효창공원앞역 5번출구 옆,용산구,서울특별시 용산구 용문동 5-47,37.53851318,126.9635544,원효로71길,용문동,효창공원앞,211.7,0
271, 한강초교보도육교 앞,용산구,서울특별시 용산구 한강대로 52-1,37.52544022,126.9645996,한강대로15길,한강로3가,용산,489.3,0
272, 용산 푸르지오 파크타운 1단지 앞,용산구,서울특별시 용산구 용산구 동빙고동 315,37.52529526,126.9958344,서빙고로91나길,동빙고동,서빙고,903.6,0
