Unnamed: 0,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m
667, e 편한세상 보문아파트 내,성북구,서울특별시 성북구 낙산길 255 e 편한세상 보문아파트 내,37.58388138,127.0170975,지봉로,보문동3가,보문,254.9,1
668, 금호어울림센터힐 내,성북구,서울특별시 성북구 동소문로34길 73 금호어울림센터힐 내,37.60083008,127.0235519,동소문로,돈암동,길음,315.2,0
669, 고려대학교 2번출구,성북구,서울특별시 성북구 종암로 지하 1 고려대학교 2번출구,37.5907135,127.0361939,종암로,종암동,고려대,24.5,0
670, 보문2교,성북구,서울특별시 성북구 보문로30길 29 보문2교,37.58869934,127.0189133,고려대로5길,안암동1가,보문,381.1,0
671, 북한산보국문역,성북구,서울특별시 성북구 보국문로 91 북한산보국문역,37.61207199,127.0081329,보국문로,정릉동,북한산보국문,32.0,0
672, 정릉도서관 앞,성북구,서울특별시 성북구 보국문로 7-10 정릉도서관 앞,37.60478973,127.010582,정릉로26길,정릉동,정릉,338.8,1
673, 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,성북구,서울특별시 성북구 월계로 172 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,37.61980057,127.0450974,월계로,장위동,상월곡,1519.7,2
674, 정릉역,성북구,서울특별시 성북구 정릉로 272 정릉역,37.60309601,127.013504,정릉로,정릉동,정릉,33.1,0
675, 홍익중고 입구,성북구,서울특별시 성북구 성북동 142-1,37.59296799,127.0022354,성북로,성북동,한성대입구,611.9,0
676, 보문역6번출구 앞,성북구,서울특별시 성북구 보문로 112-2,37.58519745,127.0196686,고려대로,보문동1가,보문,27.2,0
677, 보문4교 인근,성북구,서울특별시 성북구 보문로22길 28 보문4교 인근,37.58375168,127.0219498,보문로22길,안암동3가,보문,283.7,0
678, 성북동 치안센터 앞,성북구,서울특별시 성북구 성북로 25 성북동 치안센터 앞,37.59017181,127.0040894,성북로7길,성북동1가,한성대입구,267.6,0
679, 선잠단지 앞,성북구,서울특별시 성북구 성북로 102-10 선잠단지 앞,37.5933609,126.9990921,성북로,성북동,한성대입구,832.2,1
680, 일신초등학교 옆,성북구,서울특별시 성북구 월곡로 74 일신초등학교 옆,37.59972,127.0403824,월곡로,종암동,월곡,266.8,1
681, 길음문화복합미디어센터,성북구,서울특별시 성북구 길음로7길 6 길음뉴타운9단지래미안 상가,37.60404587,127.0226593,길음로7길,길음동,길음,222.9,3
682, 성신여대입구 교차로,성북구,서울특별시 성북구 보문로34길 87 성신여대입구 교차로,37.59148026,127.0201035,보문로34길,동선동3가,성신여대입구,350.6,0
683, 복자사랑 피정의 집,성북구,서울특별시 성북구 성북로 132-4 복자사랑 피정의 집,37.59453964,126.9952087,성북로,성북동,한성대입구,1183.9,1
684, KEB은행 고대점,성북구,서울특별시 성북구 인촌로 113 KEB은행 고대점,37.58644485,127.031601,고려대로,안암동5가,안암,230.1,0
685, 성북구보건소 건너편,성북구,서울특별시 성북구 화랑로 63 성북구보건소 건너편,37.60229111,127.0389786,화랑로5길,종암동,월곡,227.5,1
686, 생명의 전화 종합복지관 앞 교차로,성북구,서울특별시 성북구 오패산로 21 생명의 전화 종합복지관 앞 교차로,37.60390854,127.0373764,오패산로,하월곡동,월곡,425.6,0
687, 한국과학기술연구원 중문,성북구,서울특별시 성북구 화랑로14길 5 한국과학기술연구원 정문,37.59732056,127.043808,회기로5길,하월곡동,월곡,552.0,0
688, 한국과학기술연구원 북문,성북구,서울특별시 성북구 화랑로14길 5 한국과학기술연구원 후문,37.60395813,127.0453415,화랑로,하월곡동,상월곡,386.5,0
689,길음뉴타운푸르지오아파트 3단지,성북구,서울특별시 성북구 길음로13길 39 길음뉴타운,37.60935974,127.0181732,길음로13길,길음동,정릉,837.5,0
690,월곡역 5번출구 앞,성북구,서울특별시 성북구 하월곡동 96-248,37.60108566,127.0412369,월곡로14길,하월곡동,월곡,98.9,0
691,석계역 4번출구 뒤,성북구,서울특별시 성북구 석관동 375-97,37.61478424,127.0670013,화랑로48길,석관동,석계,101.6,0
692,래미안월곡아파트 입구,성북구,서울특별시 성북구 하월곡동 225-5,37.60866547,127.0362701,오패산로,하월곡동,미아사거리,751.7,0
693,성신여대입구역 5번출구,성북구,서울특별시 성북구 동소문동6가 140-5,37.59282684,127.0162888,아리랑로,동소문동6가,성신여대입구,24.7,4
694,성신여대입구역 3번출구 앞,성북구,서울특별시 성북구 동소문로 98 제일은행,37.59236526,127.0162888,동소문로20길,동소문동5가,성신여대입구,30.4,4
695,동선고가차도 초입,성북구,서울특별시 성북구 동소문로 130,37.59415817,127.0189667,동소문로25길,동선동1가,성신여대입구,283.3,1
696, 돈암초교입구 버스정류장(한성대입구역 방면),성북구,서울특별시 성북구 동소문동3가 66-1,37.59088135,127.0117035,보문로39길,동소문동3가,성신여대입구,457.9,0
697,석관래미안아트리치,성북구,서울특별시 성북구 석관동 323-2,37.60646057,127.0616226,돌곶이로,석관동,돌곶이,644.1,0
698,성북청소년센터,성북구,서울특별시 성북구 장위동 322-8,37.61701202,127.0561676,장위로,장위동,돌곶이,719.0,0
699,돈암삼성풍림아파트,성북구,서울특별시 성북구 돈암동 632-6,37.5970993,127.0226288,동소문로32길,돈암동,길음,732.1,0
700,돈암육교 하단,성북구,서울특별시 성북구 돈암동 51-10,37.59802628,127.0214081,동소문로,돈암동,길음,678.4,1
701,길음뉴타운 래미안9단지,성북구,서울특별시 성북구 정릉로 243,37.60241699,127.0197144,정릉로38나길,정릉동,길음,484.1,1
702,래미안장위포레카운티(102동),성북구,서울특별시 성북구 장위동 143-12,37.61817932,127.0518341,장월로38길,장위동,돌곶이,940.3,0
703,래미안장위퍼스트하이(513동),성북구,서울특별시 성북구 장위동 201-6,37.61844254,127.0514526,장월로38길,장위동,돌곶이,981.4,0
704, 장곡초등학교 앞,성북구,서울특별시 성북구 장위동 237-132,37.61745453,127.0484467,돌곶이로,장위동,돌곶이,1042.3,0
