,Unnamed: 0,Unnamed: 0.1,No,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter,public_transport_in_100m,schools_in_100m,unis_in_100m,total_schools_in_100m,public_places_and_schools_in_100m,대여소_ID,borrow_count,return_count,balance_rate
2367,1522,1522,1522, 나이아가라관광호텔,강서구,양천로743,37.5490303,126.8783646,양천로,염창동,염창,383.3,0,나이아가라.리버파크.골든서울호텔,10.8,4,0,0,0,0,ST-2478,12593,13516,0.03535179440039833
2646,1523,1523,1523, 등촌태영아파트,강서구,양천로590,37.55603027,126.864296,양천로,등촌동,증미,258.0,1,블루나인비지니스센터.이마트,54.2,4,0,0,0,1,ST-2479,22903,27318,0.08791143147288982
529,1524,1524,1524, 문소빌딩,강서구,화곡로229,37.54555511,126.8444977,화곡로41길,화곡동,화곡,573.2,1,한국폴리텍1.서울강서대학교,38.1,2,0,0,0,1,ST-2480,13015,11540,-0.0600692323355732
440,1525,1525,1525, 강서문화센터,강서구,화곡로215,37.54457855,126.8437805,화곡로,화곡동,화곡,449.2,0,화곡본동시장,144.8,0,0,0,0,0,ST-2539,7226,6181,-0.07794435742522562
853,1526,1526,1526, 화곡본동시장 입구,강서구,화곡로206,37.54382706,126.843689,화곡로34길,화곡동,화곡,383.9,1,화곡본동시장,66.2,1,0,0,0,1,ST-2551,18137,17390,-0.021026261716441015
718,1527,1527,1527, 대원빌딩,강서구,화곡로228,37.54536819,126.8447037,초록마을로,화곡동,화곡,568.9,1,한국폴리텍1.서울강서대학교,52.8,2,0,0,0,1,ST-2481,33496,31473,-0.031137927319182995
1241,1528,1528,1528, 길성그랑프리텔아파트,강서구,방화대로319,37.5692482,126.8165054,방화대로35길,방화동,신방화,190.7,0,서울항공비즈니스고등학교,33.3,2,1,0,1,1,ST-2482,55811,55322,-0.004400133173764769
1231,1529,1529,1529, 가양오토갤러리,강서구,강서로74길58,37.56644058,126.844307,강서로74길,가양동,양천향교,339.7,0,가양동CJ주식회사,56.1,2,0,0,0,0,ST-2483,28035,27778,-0.004604661996309103
1264,1530,1530,1530, 더리브골드타워,강서구,양천로400-12,37.56557083,126.8462448,양천로,가양동,양천향교,534.4,0,강서한강자이아파트,156.4,0,0,0,0,0,ST-2552,23146,22972,-0.003772930309206817
2567,1531,1531,1531, 김포공항교차로,강서구,방화동651-1,37.5675354,126.8051834,초원로,방화동,개화산,546.8,0,방화2동주민센터,53.8,2,0,0,0,0,ST-2484,11725,13279,0.06215005599104143
1115,1532,1532,1532, 김포공항입구 교차로,강서구,방화동621-6,37.56179428,126.80793,개화동로31길,공항동,공항시장,323.9,0,송정역,96.9,1,0,0,0,0,ST-2486,37963,37329,-0.008420549327949849
2710,1533,1533,1533, 유광사여성병원,강서구,강서로191,37.54323959,126.8386307,강서로,화곡동,화곡,250.8,3,화곡역8번출구,41.3,2,0,0,0,3,ST-2540,0,0,
2324,1534,1534,1534, 등촌서광아파트,강서구,공항대로45길68-6,37.55755234,126.8562546,공항대로45길,등촌동,가양,454.7,0,등촌강변샤르망오피스텔,142.8,0,0,0,0,0,ST-2487,71013,75751,0.03228312120138454
2698,1535,1535,1535, 강서아동복지센터,강서구,금낭화로26가길 130,37.58458328,126.8109207,금낭화로26가길,개화동,방화,808.3,0,방화대교남단(가상),462.2,0,0,0,0,0,ST-2488,2823,3722,0.13735676088617266
784,1536,1536,1536, 겸재정선미술관,강서구,강서구 양천로47길 24 ,37.57128906,126.8377762,양천로47길,마곡동,양천향교,450.5,0,겸재정선미술관입구,57.9,5,0,0,0,0,ST-2489,29296,27792,-0.026345291479820628
1021,1537,1537,1537, 마곡금호어울림아파트,강서구,강서구 양천로47길 90,37.57410049,126.8371124,양천로47길,마곡동,양천향교,736.2,0,금호APT,26.6,2,0,0,0,0,ST-2490,25585,24966,-0.012245059444917014
919,1538,1538,1538, 벽산아파트,강서구,양천로47길 112 ,37.57531738,126.8366699,양천로47길,마곡동,양천향교,873.1,0,벽산아파트,27.4,2,0,0,0,0,ST-2491,49032,47409,-0.016828942047469438
2530,1539,1539,1539, 안양천합수부(현대3차아파트),강서구,강서구 염창동 222,37.55224609,126.8764877,양천로77길,염창동,염창,605.5,0,동아3차아파트,311.6,0,0,0,0,0,ST-2553,33100,36859,0.05373147129032719
341,1540,1540,1540, 강서힐스테이트 상가 앞,강서구,강서구 강서로 242,37.54663849,126.8365784,강서로45가길,화곡동,우장산,237.5,1,화곡중고등학교,62.2,2,0,0,0,1,ST-2558,23324,18683,-0.11048158640226628
1138,1541,1541,1541, 가양나들목,강서구,강서구 가양동 1456-6,37.57386398,126.8434753,올림픽대로,가양동,양천향교,637.3,0,가양한강타운아파트,373.9,0,0,0,0,0,ST-2492,14061,13843,-0.0078125
2093,1542,1542,1542, 정곡나들목,강서구,강서구 방화동 57-5번지,37.5841713,126.8193283,양천로27길,방화동,방화,946.4,0,생태공원,101.3,0,0,0,0,0,ST-2493,29631,30750,0.018532319769463904
2579,1543,1543,1543, 염창나들목,강서구,강서구 염창동 223-4번지,37.55680466,126.8715591,양천로67길,염창동,등촌,859.3,0,우성아파트,148.1,0,0,0,0,0,ST-2494,36845,41920,0.06443217164984448
1071,1544,1544,1544, 송정역 3번출구 앞,강서구,강서구 공항동 36-16,37.56087875,126.8135452,공항대로10길,공항동,송정,143.0,0,공항중학교,101.5,0,0,0,0,0,ST-2555,41918,41081,-0.010084458848901794
1239,1545,1545,1545, 마곡수명산파크7단지 710동 앞,강서구,강서구 내발산동 755,37.54857254,126.8207626,남부순환로19길,내발산동,마곡,1353.5,0,강서면허시험장.메이필드호텔,120.6,0,0,0,0,0,ST-2556,12717,12603,-0.004502369668246445
1676,1546,1546,1546, 그랜드아이파크아파트 앞,강서구,강서구 화곡로 347,37.55510712,126.8515472,화곡로,화곡동,가양,743.3,0,콘티넨탈호텔,128.4,0,0,0,0,0,ST-2557,100975,102177,0.005916751988658739
1418,1547,1547,1547, 관문주유소(GS칼택스) 앞,강서구,강서구 공항대로 308,37.55802917,126.841835,공항대로,내발산동,발산,373.6,1,공원앞,146.7,0,0,0,0,1,ST-2613,38022,38020,-2.6301254569842983e-05
2641,1548,1548,1548, 증미역 2번출구,강서구,강서구 화곡로 347,37.55713272,126.8631439,공항대로59길,가양동,증미,110.6,0,이마트.증미역,47.6,4,0,0,0,0,ST-2550,51967,61436,0.0834986728746153
2310,1549,1549,1549, 국립항공박물관,강서구,국립항공박물관 경내,37.55688477,126.8092651,남부순환로7길,공항동,송정,533.8,0,국립항공박물관,152.9,0,0,0,0,0,ST-2627,10069,10723,0.031454405540592534
455,1550,1550,1550, 남부순환로 205,강서구,남부순환로 205,37.54739761,126.8214111,남부순환로19길,내발산동,마곡,1463.2,0,서울자동차학원,57.1,3,0,0,0,0,ST-2752,13551,11661,-0.07496430271299381
2527,1551,1551,1551, 이랜드글로벌R&D센터,강서구,강서구 마곡동 727-356,37.56719208,126.8347549,마곡중앙8로1길,마곡동,마곡나루,464.8,0,서울식물원.숲문화학교,119.2,0,0,0,0,0,ST-2790,16509,18376,0.053518704314175145
1438,1552,1552,1552, 마곡9단지 910동 상가앞,강서구,강서구 마곡동 730-854,37.56108475,126.8167954,공항대로15가길,마곡동,송정,426.2,0,공항초등학교,45.2,4,0,0,0,0,ST-2789,36047,36071,0.0003327879308910397
918,1553,1553,1553, 마곡9단지 907동앞,강서구,강서구 마곡동 730-868,37.5606842,126.8191834,공항대로,마곡동,마곡,556.3,0,"공항중학교.마곡엠밸리9,10단지",163.5,0,0,0,0,0,ST-2831,31173,30141,-0.01683139250415892
647,1554,1554,1554, 마곡14단지 1408동앞,강서구,강서구 마곡동 729-20,37.55737305,126.8233261,마곡중앙1로,마곡동,마곡,363.9,0,마곡엠밸리14단지,173.2,0,1,0,1,1,ST-2832,37803,34945,-0.039286303403529996
2056,1555,1555,1555, 마곡역 7번출구,강서구,강서구 마곡동 798,37.55974579,126.8243866,마곡중앙로,마곡동,마곡,105.6,1,마곡역,52.7,2,0,0,0,1,ST-2871,94563,97845,0.01705750280653611
2269,1556,1556,1556, 신마곡벽산블루밍메트로오피스텔앞,강서구,강서구 방화동 904,37.57108688,126.8075409,양천로6길,방화동,개화산,189.4,0,개화산역,196.9,0,0,0,0,0,ST-2883,35389,37445,0.02822857456682319
1734,1557,1557,1557, 마곡역5번출구앞,강서구,강서구 마곡동 799,37.55905914,126.8270493,마곡중앙로,마곡동,마곡,188.6,4,마곡역,81.6,1,0,0,0,4,ST-2884,31526,31994,0.007367758186397985
2387,1558,1558,1558," 마곡역4,5번출구",강서구,강서구 마곡동 799,37.55932999,126.827179,마곡중앙로,마곡동,마곡,179.9,3,마곡역,50.1,1,0,0,0,3,ST-2885,21203,22853,0.03745233339386236
1646,1559,1559,1559, 마곡역4번출구,강서구,강서구 마곡동 799,37.55931091,126.8274384,마곡중앙로,마곡동,마곡,200.7,2,마곡역,43.1,2,0,0,0,2,ST-2886,29638,29954,0.0053027251980131565
2677,1560,1560,1560, 화곡2동주민센터,강서구,강서구 곰달래로37길13,37.5318222,126.8546219,곰달래로37길,화곡동,신정,770.1,0,화곡2동주민센터,73.8,2,0,0,0,0,ST-2887,22908,28444,0.10780495404268578
1685,1561,1561,1561, 우장산동 가곡어린이공원앞,강서구,강서구 내발산동 657-2,37.55545425,126.8375168,우장산로,내발산동,발산,349.2,1,발산역.우장산힐스테이트,65.6,4,0,0,0,1,ST-2888,46469,47045,0.006159505528583955
1358,1562,1562,1562, 마곡동 767-6,강서구,강서구 마곡동 767-6,37.56354141,126.8245544,마곡서로,마곡동,마곡,381.0,0,마곡엠밸리7단지입구,163.7,0,0,0,0,0,ST-2889,37626,37525,-0.001343960825537917
1119,1563,1563,1563, 서남환경공원(방화동도시개발2단지방향),강서구,강서구 마곡동 223-64,37.57334137,126.8233185,마곡서로,마곡동,마곡나루,861.5,0,서남환경공원.마곡청구아파트,6.6,3,0,0,0,0,ST-2890,26024,25595,-0.008310893275731803
1606,1564,1564,1564, 양천향교역8번출구,강서구,강서구 마곡동 776,37.56902695,126.8398819,양천로,마곡동,양천향교,146.9,0,양천초등학교.겸재정선미술관,19.9,3,0,0,0,0,ST-2943,42943,43303,0.004174106625234793
966,1565,1565,1565, 허준박물관삼거리,강서구,강서구 가양동 1500-1,37.56724548,126.8503876,허준로5길,가양동,가양,742.6,0,서울서진학교.우체국앞.허준박물관,84.2,1,0,0,0,0,ST-2944,24884,24171,-0.014534705942309652
2624,1566,1566,1566, 아망떼마곡전시장,강서구,강서구 마곡동로 31,37.55791473,126.8329773,마곡중앙4로,마곡동,발산,421.3,2,마곡동로사거리,175.6,0,0,0,0,2,ST-2945,29669,34618,0.07698290478634871
2187,1567,1567,1567, 주원 리젠트 앞,강서구,강서구 염창동 양천로699,37.55085754,126.8723373,양천로,염창동,염창,491.3,1,새마을금고,52.4,2,0,0,0,1,ST-2946,16975,17771,0.022909111840211823
1555,1568,1568,1568, 마곡13단지힐스테이트마스터 후문(1320동 앞),강서구,서울시 강서구 마곡중앙1로 71 마곡13단지힐스테이트마스터 후문 인근,37.5567627,126.8186951,방화대로6다길,마곡동,마곡,707.2,0,마곡13단지힐스테이트후문,25.7,4,0,0,0,0,ST-2965,52953,53286,0.003134442154011239
506,1569,1569,1569, 김포공항입구 교통섬,강서구,방화동 886-15,37.56154633,126.8070831,개화동로31길,방화동,공항시장,399.3,0,송정역,171.5,0,0,0,0,0,ST-2947,10191,8946,-0.06505721899984324
498,1570,1570,1570, 우장산역 헤링턴타워 앞,강서구,화곡동 1013-3,37.54661942,126.8362351,강서로45가길,화곡동,우장산,238.6,1,화곡중고등학교,62.9,2,0,0,0,1,ST-2992,26358,23049,-0.06697431538041168
1462,1571,1571,1571," 마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",강서구,강서구 마곡동 798-17,37.55823517,126.8257599,마곡중앙로,마곡동,마곡,217.9,2,마곡엠밸리14단지,29.7,2,0,0,0,2,ST-2993,53182,53284,0.0009580523359570192
999,1572,1572,1572, 등촌역 1번출구,강서구,강서구 등촌동 649-14,37.5518837,126.8635712,공항대로59길,등촌동,등촌,233.1,1,등촌역1번출구,38.0,1,0,0,0,1,ST-2994,32512,31669,-0.01313472834639535
797,1573,1573,1573, 메이필드호텔앞,강서구,강서구 외발산동 276-9,37.549263,126.8167419,남부순환로,외발산동,송정,1388.6,0,대한항공.메이필드호텔,29.5,6,0,0,0,0,ST-3031,16201,15400,-0.02534729913610329
1608,1574,1574,1574, 왈도강서캠퍼스 앞,강서구,강서구 양천로 660,37.55221558,126.870224,양천로,염창동,등촌,437.6,0,관음삼성.보람더하임아파트,21.3,2,0,0,0,0,ST-3068,20978,21158,0.004271881526485666
2224,1575,1575,1575, 가양역 1번출구,강서구,양천로57길 10-20,37.56250763,126.8527527,양천로57길,가양동,가양,195.0,2,가양역.우성아파트,51.7,2,0,0,0,2,ST-3084,29359,30832,0.024472097157382335
2294,1576,1576,1576, 가양역 7번출구,강서구,화곡로 416,37.56019592,126.8549118,양천로,등촌동,가양,138.6,2,가양역.마포중고등학교,95.0,1,0,0,0,2,ST-3094,40559,43080,0.030141441193701504
581,1577,1577,1577, 강서우체국,강서구,등촌동 709,37.56418228,126.8402786,강서로56가길,등촌동,양천향교,475.2,0,전화국,29.2,3,0,0,0,0,ST-3100,11551,10455,-0.049804598745796604
2396,1578,1578,1578, 가양테크노타운,강서구,가양동1484-5,37.56035995,126.8627625,양천로,가양동,증미,336.3,1,가양3동도시개발9단지아파트,77.5,2,1,0,1,2,ST-3118,5953,6428,0.03836523705678055
982,1579,1579,1579, 연세강서빌딩,강서구,방화동835-7,37.57625198,126.8173447,방화대로50길,방화동,방화,427.7,0,강서공업고등학교,101.3,0,0,0,0,0,ST-3129,12529,12183,-0.014001294917449012
872,1580,1580,1580, 등촌역 센터스퀘어,강서구,염창동312,37.55064774,126.8661652,공항대로,염창동,등촌,42.1,0,등촌역.강서보건소,186.9,1,0,0,0,0,ST-3125,9123,8772,-0.01961441743503772
2514,1581,1581,1581, LG사이언스파크 E10동,강서구,마곡동 788-5,37.56364822,126.8345413,마곡동로,마곡동,발산,624.9,0,LG사이언스파크,59.7,1,0,0,0,0,ST-3128,11680,12952,0.05164014290354011
2160,1582,1582,1582, 대상연구소,강서구,마곡동762-4,37.56980896,126.8285751,마곡중앙14로,마곡동,마곡나루,286.3,0,롯데R&D센터,36.8,1,0,0,0,0,ST-3137,2916,3044,0.021476510067114093
2060,1583,1583,1583, 보타닉파크타워2,강서구,마곡동774-2,37.55948639,126.8313141,마곡동로3길,마곡동,마곡,524.0,0,마곡동로사거리,16.2,2,0,0,0,0,ST-3145,7766,8038,0.017210832700582133
2652,1584,1584,1584,호돌이공원,강서구,화곡동 906-26,37.52841187,126.8460388,강서로5다길,화곡동,까치산,376.8,1,화곡전화국,190.4,0,0,0,0,1,ST-3183,180,216,0.09090909090909091
1973,1585,1585,1585, 신도림동주민센터 앞,구로구,서울특별시 구로구 신도림로 40,37.50733185,126.8797302,신도림로,신도림동,구로,515.8,0,대림5차아파트702동,18.5,2,1,0,1,1,ST-662,40442,41622,0.014379021251705986
1183,1586,1586,1586, 도림천역 1번 출구 앞,구로구,서울특별시 구로구 경인로67길 160,37.51424026,126.8828735,경인로67나길,신도림동,도림천,10.7,0,도림천역2번출구,42.7,2,1,0,1,1,ST-663,50888,50253,-0.006278363868263118
1680,1587,1587,1587, 신도림역 1번 출구 앞,구로구,서울특별시 구로구 경인로 688,37.50971985,126.8900986,도림천동자전거길,신도림동,신도림,152.9,1,신도림역,59.8,3,0,0,0,1,ST-664,119466,120911,0.006011390440849166
1469,1588,1588,1588, 구일우성(아) 육교 밑,구로구,서울특별시 구로구 구일로2길 59,37.48963165,126.8762589,구일로2길,구로동,구일,926.8,0,구일우성아파트,40.3,4,0,0,0,0,ST-665,28275,28338,0.0011128186105664776
1830,1589,1589,1589, 해원리바파크 육교 밑,구로구,서울특별시 구로구 구일로 110,37.49528503,126.8721619,구일로,구로동,구일,203.2,0,1호선구일역,8.9,3,0,0,0,0,ST-666,33920,34610,0.010068583102290968
451,1590,1590,1590, 낙원교회 맞은편,구로구,서울특별시 구로구 구로동로42길 43,37.49750519,126.8843765,구로중앙로27길,구로동,구로,650.1,0,구로변전소.구로초등학교,41.1,1,0,0,0,0,ST-667,9595,8244,-0.07573294467178654
1824,1591,1591,1591, 구로디지털단지역 앞,구로구,서울특별시 구로구 시흥대로 577-2,37.48493958,126.9013214,시흥대로,구로동,구로디지털단지,36.9,0,구로디지털단지역,38.4,5,0,0,0,0,ST-668,151406,154364,0.009673937927200183
795,1592,1592,1592, 한신휴아파트 앞,구로구,서울특별시 구로구 디지털로31길 120,37.48880005,126.8906632,도림로,구로동,남구로,428.9,0,구로시장.남구로시장,60.0,3,0,0,0,0,ST-669,40784,38766,-0.02536769327467002
2489,1593,1593,1593, 구로리공원,구로구,서울특별시 구로구 구로중앙로 13,37.49103165,126.8921509,구로중앙로3길,구로동,대림,387.9,1,동구로새마을금고,37.2,2,0,0,0,1,ST-670,23716,26150,0.04881081297878314
1051,1594,1594,1594, 대림역4번출구,구로구,서울특별시 구로구 도림천로 351,37.49440384,126.8944473,도림로31길,구로동,대림,199.1,0,대림역4번출구,33.8,4,0,0,0,0,ST-918,57710,56466,-0.010895459641255606
785,1595,1595,1595, 구로중학교앞,구로구,서울특별시 구로구 구로중앙로 48,37.49414062,126.8899841,구로중앙로19가길,구로동,대림,530.6,0,구로구청,81.7,3,0,0,0,0,ST-671,14709,13954,-0.02634057844608031
505,1596,1596,1596, 서울미래초등학교 사거리,구로구,서울특별시 구로구 새말로 73,37.50437927,126.888298,새말로,구로동,신도림,550.3,0,서울미래초등학교,132.6,0,1,0,1,1,ST-673,33517,29403,-0.06538461538461539
124,1597,1597,1597, 삼부르네상스파크빌,구로구,서울특별시 구로구 남부순환로 1299,37.47874069,126.8950958,남부순환로,가리봉동,구로디지털단지,914.1,1,삼부르네상스.효성아파트,25.3,2,0,0,0,1,ST-674,25044,13884,-0.28668310727496915
1302,1598,1598,1598, 동양미래대학교 정문 옆,구로구,서울특별시 구로구 경인로 445,37.49988937,126.8676987,경인로,고척동,구일,442.5,0,동양미래대학.구로성심병원,38.7,2,0,1,1,1,ST-919,78814,78352,-0.0029395670819388417
464,1599,1599,1599, 고척스카이돔구장 광장,구로구,서울특별시 구로구 경인로 430,37.49946976,126.8684006,안양천로,고척동,구일,368.1,0,동양미래대학.구로성심병원,40.0,1,0,1,1,1,ST-675,20652,17855,-0.07263614407770015
263,1600,1600,1600, 고척근린공원 고척도서관 앞,구로구,서울특별시 구로구 고척로45길 31,37.5038147,126.8519592,고척로43길,고척동,오류동,1184.4,0,세곡초등학교,138.7,0,0,0,0,0,ST-676,23473,17330,-0.1505526554420018
1567,1601,1601,1601, 개봉지구대 개봉치안센터,구로구,서울특별시 구로구 경인로 293,37.49768448,126.8537293,경인로,개봉동,개봉,556.2,1,경인중학교개봉사거리,130.0,0,1,0,1,2,ST-677,21887,22034,0.003346918330639102
2699,1602,1602,1602, 개봉역2번출구 A,구로구,서울특별시 구로구 경인로40길 47,37.49499512,126.8582535,개봉로24길,개봉동,개봉,58.3,1,개봉역,11.9,5,0,0,0,1,ST-920,26623,35291,0.1400006460574345
2599,1603,1603,1603, 개봉푸르지오아파트 상가,구로구,서울특별시 구로구 남부순환로 775,37.50170517,126.8472824,고척로23길,개봉동,오류동,814.6,0,한사랑정형외과,51.9,6,0,0,0,0,ST-678,32894,37813,0.06956878385449813
2669,1604,1604,1604, 개봉역 1번 출구 자전거보관서쪽,구로구,서울특별시 구로구 경인로40길 47,37.49428177,126.8592148,남부순환로97길,개봉동,개봉,58.6,1,개봉역.림괄아파트,64.6,3,0,0,0,1,ST-870,16056,19754,0.10326724378665178
825,1605,1605,1605, 한진아파트 입구,구로구,서울특별시 구로구 개봉로3길 87,37.4860611,126.8520126,개봉로3길,개봉동,광명사거리,797.0,0,개봉한진아파트.기점,5.9,2,0,0,0,0,ST-679,22643,21623,-0.02304251570053766
2682,1606,1606,1606, 오류동역 2번출구,구로구,서울특별시 구로구 서해안로 2340-10,37.49367142,126.8437042,서해안로30길,오류동,오류동,174.8,1,오류동역2번출구,3.3,2,0,0,0,1,ST-871,22799,28582,0.1125513322045114
547,1607,1607,1607, 온수역 북측,구로구,서울특별시 구로구 경인로3길 지하 64,37.49279022,126.8245239,부일로7길,온수동,온수,116.5,0,온수역,11.0,6,0,0,0,0,ST-872,9340,8334,-0.056919769152427295
2023,1608,1608,1608, 구로역 광장,구로구,서울특별시 구로구 구로중앙로 174,37.50311661,126.8803864,경인로,구로동,구로,139.9,1,구로역교차로,45.4,2,0,0,0,1,ST-873,55890,57708,0.01600380288385359
163,1609,1609,1609, 천왕이펜하우스 4단지 후문,구로구,서울특별시 구로구 천왕로 9,37.48070526,126.8389587,천왕로2길,천왕동,천왕,658.7,2,천왕이펜하우스4단지,47.2,4,0,0,0,2,ST-874,5196,3229,-0.23347181008902076
2695,1610,1610,1610, 천왕연지타운2단지 앞,구로구,서울특별시 구로구 오리로 1102-10,37.48210526,126.845726,오리로,천왕동,천왕,798.6,0,연지타운2단지,43.8,3,0,0,0,0,ST-875,27411,35731,0.13176649456779957
261,1611,1611,1611, 천왕역 4번출구 뒤,구로구,서울특별시 구로구 오리로 지하 1154,37.48638535,126.8392105,천왕로,천왕동,천왕,52.1,4,천왕역4번출구,51.3,6,0,0,0,4,ST-876,27286,20098,-0.15169677528279588
1573,1612,1612,1612, 디지털입구 교차로,구로구,서울특별시 구로구 시흥대로 551,37.48288345,126.9010391,디지털로32길,구로동,구로디지털단지,266.4,1,구로디지털단지입구,34.8,4,0,0,0,1,ST-936,70761,71248,0.0034293601109788817
1697,1613,1613,1613, 동아1차APT105동 버스정류장(신도림중학교 방면),구로구,서울특별시 구로구 신도림로 67,37.51000977,126.8820496,신도림로17길,신도림동,도림천,478.9,0,동아1차APT105동,22.0,4,0,0,0,0,ST-1218,32651,33076,0.00646614024677834
1963,1614,1614,1614, 구일고등학교 정문,구로구,서울특별시 구로구 구일로 90-51,37.49340057,126.8743286,구일로,구로동,구일,486.3,0,구일초등학교.구일고등학교,8.5,2,2,0,2,2,ST-1219,32081,32997,0.014075417191677679
1905,1615,1615,1615, 강서수도사업소민원센터,구로구,서울특별시 구로구 가마산로 272,37.49578094,126.8901215,가마산로25길,구로동,대림,591.3,0,구로구청,17.7,4,0,0,0,0,ST-1220,36725,37637,0.012264328554907077
2207,1616,1616,1616, 구로구의회 앞,구로구,서울특별시 구로구 가마산로25길 9-24,37.49645615,126.8895874,가마산로25길,구로동,대림,672.0,2,국민은행.구로구민회관.구로아트밸리,71.0,3,0,0,0,2,ST-1221,31949,33507,0.02380224883891469
576,1617,1617,1617, 구로거리공원 동측(신도림역 방면),구로구,서울특별시 구로구 공원로 68,37.50284958,126.8894806,공원로8길,구로동,신도림,671.5,0,한국SGI,55.3,3,0,0,0,0,ST-1222,24968,22586,-0.05009042351852631
2054,1618,1618,1618, 신도림테크노근린공원,구로구,서울특별시 구로구 새말로 121-15,37.50819397,126.891304,새말로,구로동,신도림,58.9,1,신도림역2번출구,84.4,3,0,0,0,1,ST-1223,62141,64291,0.017005188559858265
835,1619,1619,1619, 가리봉동주민센터,구로구,서울특별시 구로구 디지털로26길 5,37.48160172,126.8927994,디지털로23길,구로동,남구로,696.7,1,지하이시티?보건지소?치매센터,18.0,3,0,0,0,1,ST-1224,31995,30595,-0.022367790381850137
2045,1620,1620,1620, 원메디타운 앞,구로구,서울특별시 구로구 경인로 403,37.49789047,126.864502,경인로,고척동,구일,570.4,0,123전자타운.2001아울렛,210.6,0,0,0,0,0,ST-1226,30485,31520,0.016692202241754696
558,1621,1621,1621, 삼환로즈빌아파트 105동 옆,구로구,서울특별시 구로구 경인로 343,37.49724197,126.8591232,경인로40길,개봉동,개봉,296.5,0,개봉역.영화아파트,139.7,0,0,0,0,0,ST-1227,22174,19906,-0.053897338403041825
1317,1622,1622,1622, 한마을아파트 정문상가,구로구,서울특별시 구로구 경인로 382,37.49649811,126.8630981,경인로,개봉동,개봉,444.2,0,123전자타운.2001아울렛,94.4,2,0,0,0,0,ST-1228,28519,28370,-0.002619135509500958
1590,1623,1623,1623, 참새공원(백곡경노당),구로구,서울특별시 구로구 고척로21길 85,37.5051384,126.8443375,고척로21라길,개봉동,오류동,1181.3,0,오류중학교,171.7,0,1,0,1,1,ST-1229,8818,8885,0.0037846692650963113
2301,1624,1624,1624, 동인오피스텔 건너편 소공원,구로구,서울특별시 구로구 고척로22길 64,37.49848175,126.8475037,고척로20길,개봉동,오류동,478.0,0,큰굴다리,93.7,1,0,0,0,0,ST-1230,10393,11055,0.030865348750466245
1971,1625,1625,1625, 궁동생태공원,구로구,서울특별시 구로구 오리로 1352,37.50190353,126.8289642,오리로,궁동,온수,1178.6,1,서서울생활과학고,33.5,3,0,0,0,1,ST-1231,4917,5060,0.014332965821389196
357,1626,1626,1626, 오정초교 앞 보도육교,구로구,서울특별시 구로구 경인로2길 10,37.49072266,126.8263931,경인로,온수동,온수,315.7,0,동진빌라.오정초등학교,93.4,1,1,0,1,1,ST-1233,8001,6508,-0.1029016472534289
248,1627,1627,1627, 오리로와 서해안도로 교차로 앞,구로구,서울특별시 구로구 오리로 1181,37.48859787,126.8364945,서해안로,오류동,천왕,293.0,0,오남중학교.삼미주택,27.8,3,0,0,0,0,ST-1235,11225,8190,-0.15632243110996652
563,1628,1628,1628, 신도림2차e편한세상아파트 203동 앞,구로구,서울특별시 구로구 신도림로 16,37.50518036,126.8825378,경인로,신도림동,구로,243.0,0,구로역,51.2,3,0,0,0,0,ST-1236,31991,28783,-0.05278573074011913
1093,1629,1629,1629, 대림역 1번 출입구 밑,구로구,서울특별시 구로구 도림천로 351,37.49256516,126.8947525,구로중앙로8길,구로동,대림,103.0,0,대림역,92.4,1,0,0,0,0,ST-1237,31239,30664,-0.009288725909891282
247,1630,1630,1630, 남구로역 5번 출입구 앞,구로구,서울특별시 구로구 도림로 지하 7,37.48567963,126.8867035,도림로,구로동,남구로,63.8,0,남구로역,45.2,4,0,0,0,0,ST-1238,12110,8830,-0.15663801337153774
503,1631,1631,1631, 천왕역 1번 출입구 앞,구로구,서울특별시 구로구 오리로 지하 1154,37.48620987,126.8388214,천왕로,천왕동,천왕,48.4,5,천왕역,19.2,7,0,0,0,5,ST-1239,44093,38648,-0.06580776156923411
741,1632,1632,1632, 구로1동우체국 앞,구로구,서울특별시 구로구 구일로 64,37.4920311,126.8737717,구일로,구로동,구일,586.8,0,구로1동우체국,98.9,1,0,0,0,0,ST-1241,6899,6507,-0.029240638520065643
2683,1633,1633,1633, 천왕이펜하우스5단지 앞,구로구,서울특별시 구로구 천왕로 10,37.47943115,126.8426971,금오로,천왕동,천왕,873.9,0,천왕이펜하우스5단지입구,45.7,1,0,0,0,0,ST-1243,17626,22135,0.11340258041799754
596,1634,1634,1634, 구로동롯데아파트,구로구,서울특별시 구로구 새말로 31,37.50254822,126.8838806,새말로6길,구로동,구로,177.8,0,구로역?NC신구로점,70.5,3,0,0,0,0,ST-1273,25553,23239,-0.04742580750942778
2408,1635,1635,1635, 구로구청,구로구,서울특별시 구로구 가마산로 245,37.49526596,126.8884735,구로중앙로19길,구로동,대림,696.3,2,구로구청,67.3,6,0,0,0,2,ST-1274,33429,36173,0.03942415447831959
649,1636,1636,1636, 구로도서관,구로구,서울특별시 구로구 공원로 15,37.49851608,126.8919907,공원로,구로동,대림,701.7,1,영림중학교,103.8,1,0,0,0,1,ST-1275,76693,70963,-0.03880641491033213
