,Unnamed: 0,Unnamed: 0.1,No,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter,public_transport_in_100m,schools_in_100m,unis_in_100m,total_schools_in_100m,public_places_and_schools_in_100m,대여소_ID,borrow_count,return_count,balance_rate
2563,1637,1637,1637, 태평양물산빌딩,구로구,구로구 구로동 197-21,37.48485947,126.8951874,디지털로31길,구로동,구로디지털단지,551.4,0,KEB하나은행,59.7,5,0,0,0,0,ST-1521,61063,68975,0.060843753364401176
2307,1638,1638,1638, 개봉아이파크아파트 앞,구로구,구로구 개봉동 489-1,37.49034119,126.8609314,개봉로2길,개봉동,개봉,512.3,0,현대IPARK정문,78.0,1,0,0,0,0,ST-1522,24124,25680,0.03124247048429845
1747,1639,1639,1639, 고척LIGA아파트 앞,구로구,구로구 고척동 185-10,37.50605011,126.8607864,중앙로,고척동,양천구청,833.3,2,리가아파트,11.5,1,0,0,0,2,ST-1523,44225,44905,0.00762930550880736
2561,1640,1640,1640, 오류동역 맞은편,구로구, 구로구 오류동 6-2,37.49676132,126.8449631,경인로25길,오류동,오류동,250.6,2,오류1동주민센터.오류문화센터,37.6,1,0,0,0,2,ST-1526,32512,36678,0.06021101315218962
2374,1641,1641,1641, 구로구배드민턴실내체육관 앞,구로구,구로구 오류동 326-1,37.4917984,126.8324204,경인로,오류동,천왕,798.7,0,서울가든빌라앞,71.3,1,0,0,0,0,ST-1527,9047,9730,0.03637428769238962
1466,1642,1642,1642, 금강수목원아파트 앞,구로구,구로구 오류동 255-5,37.48937988,126.834198,오리로13길,오류동,천왕,502.1,0,금강수목원아파트,12.8,2,0,0,0,0,ST-1528,14384,14414,0.0010417390096534483
981,1643,1643,1643, 삼성전자 물류센터 앞,구로구,서울시 구로구 구일로126,37.49699783,126.8717804,서부간선지하도로,구로동,구일,91.3,0,1호선구일역,173.6,1,0,0,0,0,ST-1529,25789,25076,-0.014017497296765949
1502,1644,1644,1644, 구일역 1번 출입구 앞,구로구,구로구 구로동 642-77,37.49539948,126.8710098,서부간선지하도로,구로동,구일,151.8,0,1호선구일역,108.5,0,0,0,0,0,ST-1531,49136,49319,0.0018587171804377634
366,1645,1645,1645, 고척교 교차로,구로구,구로구 구로동 621-12,37.49856949,126.871521,서부간선지하도로,구로동,구일,211.3,0,구일역.제일제당,283.8,0,0,0,0,0,ST-1696,14494,11890,-0.09869617950272892
1212,1646,1646,1646, 수궁동 성당 주변,구로구,구로구 궁동 252-17,37.49525833,126.830658,부일로17길,궁동,온수,724.0,0,수궁동주민센터,69.9,3,0,0,0,0,ST-1732,13251,13114,-0.005196282950881851
391,1647,1647,1647, 신도림4차 e편한세상 아파트 1109동 앞,구로구,구로구 신도림동 312-16,37.5123291,126.8868332,경인로67길,신도림동,도림천,420.0,0,신도림4차e편한세상,81.9,2,0,0,0,0,ST-1733,35928,29970,-0.09041245561322044
1724,1648,1648,1648, 대륭포스트타워1차,구로구,구로구 디지털로31길 33-1,37.48437119,126.8954239,디지털로,구로동,구로디지털단지,537.9,0,KEB하나은행,33.8,6,0,0,0,0,ST-1753,47208,47875,0.007014923803413859
2662,1649,1649,1649,항동지구 6단지 602동 앞,구로구,구로구 항동 216-11 ,37.47737503,126.820015,부광로,항동,역곡,1147.6,0,항동우남퍼스트빌,64.5,1,0,0,0,0,ST-1944,5680,6896,0.09669211195928754
239,1650,1650,1650,구로자원순환센터,구로구,구로구 항동 216-11 ,37.48250961,126.8257599,항동로4길,항동,온수,1102.1,0,항동하버라인4단지.푸른수목원,45.9,2,0,0,0,0,ST-1945,3078,2219,-0.16216726448933358
183,1651,1651,1651,항동지구 4단지 입구,구로구,구로구 항동 82-9,37.48259735,126.8264542,항동로4길,항동,온수,1106.0,0,항동하버라인4단지.푸른수목원,51.8,1,0,0,0,0,ST-1946,3329,2174,-0.20988551699073232
2162,1652,1652,1652,항동지구 1단지 105동 앞,구로구,구로구 항동 100-14,37.48062897,126.8218155,수원문산고속도로,항동,역곡,1042.6,0,항동중흥S클래스,53.9,2,0,0,0,0,ST-1947,4441,4637,0.021590658735404274
2509,1653,1653,1653,항동지구 2단지 202동 앞,구로구,구로구 항동 113-1,37.48080826,126.821907,수원문산고속도로,항동,역곡,1040.2,0,항동중흥S클래스,40.8,2,0,0,0,0,ST-1948,4676,5179,0.05104008117706748
2619,1654,1654,1654,항동지구 11단지 1103동 앞,구로구,구로구 항동 169-1,37.47790527,126.8231125,연동로,항동,역곡,1306.2,0,매화빌라,112.0,1,0,0,0,0,ST-1949,3803,4427,0.07582017010935602
2687,1655,1655,1655,항동지구 3단지 311동 앞,구로구,구로구 항동 169-2,37.47793961,126.8232727,항동로,항동,역곡,1315.0,0,매화빌라,117.8,0,0,0,0,0,ST-1950,2612,3342,0.12260665099093046
2275,1656,1656,1656,항동프라자,구로구,구로구 항동 120-5,37.4798317,126.8227539,연동로,항동,온수,1380.3,0,항동복합행정센터,46.3,4,0,0,0,0,ST-1952,9596,10158,0.028449934190543688
291,1657,1657,1657,항동지구 3단지 302동 앞,구로구,구로구 항동 135-26,37.47937012,126.82547,항동로2길,항동,온수,1442.2,0,항동하버라인3단지아파트,12.0,4,0,0,0,0,ST-1953,1612,1244,-0.12885154061624648
765,1658,1658,1658,항동지구 10단지 1001동 앞,구로구,구로구 항동 135-11,37.47934341,126.8256378,항동로2길,항동,온수,1447.1,0,항동하버라인3단지아파트,25.8,3,0,0,0,0,ST-1954,5735,5431,-0.02722550600035823
240,1659,1659,1659,천왕이펜하우스5단지 앞,구로구,구로구 천왕동 277-4,37.47989655,126.8403702,천왕로2길,천왕동,천왕,762.3,1,천왕이펜하우스5단지,11.7,3,0,0,0,1,ST-1957,6564,4742,-0.1611533698920927
45,1660,1660,1660,천왕이펜하우스3단지 앞,구로구,구로구 천왕동 277-4,37.48223877,126.8385315,천왕로,천왕동,천왕,488.4,0,천왕이펜하우스3단지입구,34.8,2,0,0,0,0,ST-1958,8688,2964,-0.49124613800205974
2705,1661,1661,1661,하늘숲초등학교 앞,구로구,구로구 천왕동 산13-1,37.48366547,126.8416138,오리로,천왕동,천왕,417.8,0,연지타운2단지,69.4,3,0,0,0,0,ST-1959,15880,22284,0.16780211717849283
2192,1662,1662,1662,신세기아파트 앞,구로구,구로구 개봉동 412-52,37.49396515,126.8530426,개봉로17다길,개봉동,개봉,503.4,0,신세기아파트,20.7,1,0,0,0,0,ST-1960,17447,18269,0.02301489528502632
1340,1663,1663,1663,청구아파트 앞,구로구,구로구 고척동 50-65,37.50119019,126.863533,중앙로6길,고척동,개봉,848.6,0,청구아파트후문,5.4,3,0,0,0,0,ST-1961,27584,27480,-0.0018887113177393578
2111,1664,1664,1664,제니스스포츠 앞,구로구,구로구 고척동 60-42,37.50452042,126.8705521,목동로1길,고척동,구일,862.0,0,동양미래대학.구로성심병원,587.4,0,0,0,0,0,ST-1962,10380,10794,0.019552281099461603
1617,1665,1665,1665,중앙유통단지 앞,구로구,구로구 구로동 635-32,37.49981308,126.8743134,구일로,구로동,구일,460.5,0,구일역.제일제당,28.4,2,0,0,0,0,ST-1963,22249,22449,0.00447447313078885
1468,1666,1666,1666,미래사랑어린이공원 앞,구로구,구로구 신도림동 314-2,37.51006317,126.8895645,도림천동자전거길,신도림동,신도림,213.2,4,신도림역,36.7,6,0,0,0,4,ST-1964,65111,65252,0.001081595237912598
713,1667,1667,1667,초롱타운 앞,구로구,구로구 구로동 467-62,37.49545288,126.880394,구로동로43길,구로동,구로,853.4,0,초롱타운아파트,53.7,2,0,0,0,0,ST-1965,8171,7665,-0.03195251326092448
1958,1668,1668,1668,가마산지하보도 옆,구로구,구로구 구로동 390-157,37.48864746,126.8804703,가마산로,구로동,남구로,664.9,1,솔길공원,7.0,1,0,0,0,1,ST-1966,11477,11798,0.013791621911922665
528,1669,1669,1669,항동지구 7단지 정문,구로구,구로구 항동 207-1,37.47603607,126.8165894,부광로,항동,역곡,1109.9,0,항동제일풍경채,29.6,1,0,0,0,0,ST-1955,10049,8908,-0.06018884844648415
486,1670,1670,1670,항동지구 8단지 803동옆(주차장입구),구로구,구로구 항동 220,37.47473145,126.817009,부광로,항동,역곡,1257.6,0,항동제일풍경채,129.5,0,0,0,0,0,ST-1956,2339,2038,-0.06876856294265479
2615,1671,1671,1671, 항동지구5단지 501동 앞,구로구,서울 구로구 항동 140-2,37.47819901,126.8248749,항동로,항동,온수,1565.9,0,한양수자인아파트앞,16.1,3,0,0,0,0,ST-2462,5298,6158,0.07506983240223464
2663,1672,1672,1672, 오류동 다숲오피스텔 앞,구로구,서울 구로구 오류동 332-37,37.49267197,126.8416214,서해안로,오류동,오류동,389.8,0,미래빌라,53.9,1,0,0,0,0,ST-2753,15843,19258,0.09729067547933107
738,1673,1673,1673, 삼호아파트 앞,구로구,서울 구로구 개봉동 204-20,37.49385834,126.8564682,남부순환로95길,개봉동,개봉,212.0,0,개봉역,8.0,5,0,0,0,0,ST-2855,11322,10676,-0.02936630602782071
2291,1674,1674,1674, 현대아파트 앞,구로구,서울 구로구 개봉동 412-43,37.49333954,126.8591766,개봉로20길,개봉동,개봉,146.0,0,개봉역,19.9,3,0,0,0,0,ST-2463,10785,11449,0.029864171988845913
734,1675,1675,1675, 신도림7차e편한세상아파트 806동 앞,구로구,서울 구로구 신도림동 385-3,37.50862503,126.8835373,경인로61길,신도림동,도림천,632.1,0,신도림동아3차아파트,173.5,0,0,0,0,0,ST-2559,29734,28026,-0.029570637119113573
749,1676,1676,1676, 구로역·NC신구로점 버스정류장(구로역 방면),구로구,서울 구로구 구로동 496-128,37.50096512,126.88237,구로중앙로,구로동,구로,232.9,1,1호선구로역.AK플라자,46.9,3,0,0,0,1,ST-3013,28348,26786,-0.028330975441651248
2199,1677,1677,1677, 테크노마트 앞,구로구,서울 구로구 구로동 1-2,37.50624084,126.8911438,새말로,구로동,신도림,276.0,1,신도림역,93.9,1,0,0,0,1,ST-2464,71125,74514,0.02326986590130391
1052,1678,1678,1678, 희훈타워빌 앞,구로구,서울 구로구 구로동 50,37.50191498,126.8892441,공원로,구로동,신도림,777.3,0,한국SGI,55.4,2,0,0,0,0,ST-2465,39251,38405,-0.010894200061811065
2701,1679,1679,1679, 천왕차량사업소 입구,구로구,서울 구로구 천왕동 63-5,37.47604752,126.8450165,광남로,천왕동,광명사거리,941.8,0,천왕이펜하우스6단지후문,285.6,0,0,0,0,0,ST-2435,12731,17215,0.14973619181192813
2633,1680,1680,1680, 목양전원교회 앞 로터리,구로구,서울 구로구 항동 22-10,37.48389053,126.8221817,연동로11길,항동,온수,934.8,0,푸른수목원후문.저수지앞,17.5,4,0,0,0,0,ST-2828,5133,6017,0.07928251121076234
2697,1681,1681,1681, 항동하버리안2단지아파트 후문,구로구,서울 구로구 항동 22-10,37.48337555,126.8224793,연동로,항동,온수,989.1,0,항동중학교,61.6,3,0,0,0,0,ST-2829,3719,4885,0.13551836355183636
1434,1682,1682,1682, 신도림쌍용플래티넘노블아파트 앞,구로구,서울 구로구 구로동 50-7,37.50126266,126.891182,공원로6길,구로동,신도림,828.3,2,구로보건소.금호새솔아파트,119.8,0,0,0,0,2,ST-2892,36086,36103,0.00023549294213799887
1342,1683,1683,1683, 동선아파트 앞,구로구,서울 구로구 오류동 80-2,37.49382782,126.8390732,경인로11길,오류동,오류동,561.8,0,오류지구대.신오류주유소,59.6,1,0,0,0,0,ST-2949,4021,4006,-0.0018686931605830322
164,1684,1684,1684, 성공회대학교,구로구,"서울 구로구 연동로 320
(항동, 성공회대학교)",37.48859024,126.8247833,경인로,오류동,온수,425.4,0,유한공고.성공회대앞,38.8,1,0,0,0,0,ST-3037,11110,6906,-0.233348134991119
2625,1685,1685,1685, 이좋은집오피스텔 앞,구로구,서울 구로구 오류동 44-1,37.4949913,126.8418503,경인로,오류동,오류동,315.1,3,오류동역,91.0,2,0,0,0,3,ST-2997,14485,16902,0.07700640392519195
2353,1686,1686,1686, 개봉역2번출구 B,구로구,구로구 개봉동 416-99,37.49539566,126.8576355,개봉로24길,개봉동,개봉,128.2,0,개봉역,59.3,3,0,0,0,0,ST-3055,5309,5682,0.03393685742880539
2668,1687,1687,1687, 서울남부교정시설 앞,구로구,구로구 천왕동 272,37.47715378,126.839859,금오로,천왕동,천왕,1057.4,0,서울남부교정시설,32.3,1,0,0,0,0,ST-3067,2863,3516,0.1023671421852955
933,1688,1688,1688, 구로공구상가 앞,구로구,구로구 구로동 636-34,37.50075531,126.8770828,경인로,구로동,구로,500.7,1,구로역.구로공구상가,127.1,0,0,0,0,1,ST-3088,4532,4390,-0.01591571396547859
425,1689,1689,1689, 오류동 계림웨스트밸리 앞,구로구,구로구 오류동 108-103,37.49090958,126.8296509,부일로,오류동,온수,573.7,0,서울가든빌라앞,151.6,0,0,0,0,0,ST-3103,1561,1329,-0.08027681660899653
1992,1690,1690,1690, 중앙유통단지 앞 B,구로구,구로구 구로동 620-4,37.50127029,126.8767853,경인로55길,구로동,구로,498.4,0,구로역.구로공구상가,113.5,0,0,0,0,0,ST-3124,4532,4671,0.01510377050961643
1610,1691,1691,1691,구로월드아파트 앞,구로구,구로구 구로동 610-10,37.50519562,126.8761902,구로중앙로39길,구로동,구로,564.0,0,월드아파트,52.6,4,0,0,0,0,ST-3182,464,468,0.004291845493562232
167,1692,1692,1692,온수역 2번 출구 앞,구로구,구로구 온수동 50-1,37.49179459,126.8250046,경인로3가길,온수동,온수,151.9,0,온수남부,64.8,2,0,0,0,0,ST-3189,54,34,-0.22727272727272727
1158,1693,1693,1693, 독산역 2번출구 자전거주차장,금천구,서울특별시 금천구 벚꽃로 115,37.46652985,126.8887177,범안로,가산동,독산,47.9,0,독산역,68.9,6,0,0,0,0,ST-619,31971,31519,-0.007119231375019688
1316,1694,1694,1694, 서울디지털운동장 앞,금천구,서울특별시 금천구 가산디지털2로 151,37.48228836,126.8777695,가산디지털2로,가산동,가산디지털단지,426.4,0,디지털3단지운동장,14.4,3,0,0,0,0,ST-620,20518,20409,-0.0026632785202922275
2075,1695,1695,1695, 에이스하이엔드타워9차 앞,금천구,서울특별시 금천구 가산디지털1로 233,37.48621368,126.8786392,가마산로,가산동,가산디지털단지,658.0,0,벽산디지털밸리6차,82.3,2,0,0,0,0,ST-621,20822,21578,0.017830188679245282
2149,1696,1696,1696, 에이스하이엔드타워8차 앞,금천구,서울특별시 금천구 가산디지털1로 84,37.47320938,126.8849411,가산디지털1로,가산동,독산,825.4,0,구로세관,80.1,2,0,0,0,0,ST-622,23499,24513,0.021119720069982504
1672,1697,1697,1697, LG전자 별관동(호서대 벤처타워 맞은편),금천구,서울특별시 금천구 가산디지털1로 63,37.47077942,126.8851547,가산디지털1로,가산동,독산,587.4,0,LG전자,70.2,2,0,0,0,0,ST-623,14345,14515,0.00589050589050589
2155,1698,1698,1698, 갑을그레이트밸리 앞,금천구,서울특별시 금천구 디지털로9길 32,37.47903061,126.8872986,디지털로11길,가산동,가산디지털단지,493.4,0,가산로데오거리,97.5,1,0,0,0,0,ST-624,15768,16457,0.021380915438324283
1227,1699,1699,1699, 두산위브아파트 옆 상가건물 앞,금천구,서울특별시 금천구 가산로 99,37.47422028,126.8941269,시흥대로145길,가산동,독산,948.2,2,구립가산도서관.두산위브아파트,31.8,6,0,0,0,2,ST-625,23776,23550,-0.004775387736128132
204,1700,1700,1700, 금천폭포공원 앞,금천구,서울특별시 금천구 시흥대로38길 61,37.44686127,126.9038315,시흥대로,시흥동,석수,1318.2,1,금천폭포공원,40.5,4,0,0,0,1,ST-626,5159,3498,-0.19186785260482847
1571,1701,1701,1701, 금천구청 앞 자전거거치대,금천구,서울특별시 금천구 시흥대로73길 70,37.45647812,126.8959274,시흥대로73길,시흥동,금천구청,196.5,4,금천구종합청사.금천구청역,40.4,2,0,0,0,4,ST-642,8822,8882,0.0033890646181653863
2583,1702,1702,1702, 신한은행 시흥대로금융센터지점,금천구,서울특별시 금천구 시흥대로 446,37.4433403,126.9033585,시흥대로,시흥동,석수,925.2,0,시흥유통상가.금천고,15.9,3,0,0,0,0,ST-628,6624,7549,0.065264940379595
2562,1703,1703,1703, 홈플러스 시흥점 맞은편 다비치안경 앞,금천구,서울특별시 금천구 시흥대로 198,37.45145798,126.9021149,시흥대로50길,시흥동,금천구청,855.6,3,문일고입구,59.1,4,0,0,0,3,ST-629,17385,19628,0.06060032961391943
2600,1704,1704,1704, 서울 시흥동우체국 앞,금천구,서울특별시 금천구 시흥대로 217,37.45299149,126.9009094,시흥대로57길,시흥동,금천구청,679.3,4,시흥사거리,10.1,5,0,0,0,4,ST-630,14083,16189,0.06956923890063425
92,1705,1705,1705, 상신정비공업 앞,금천구,서울특별시 금천구 시흥대로 287,37.4589119,126.8985901,시흥대로77길,시흥동,금천구청,547.1,1,금천구청.금천경찰서,41.3,1,0,0,0,1,ST-631,6806,3147,-0.36762785089922634
2061,1706,1706,1706, 독산근린공원 입구,금천구,서울특별시 금천구 독산동 ,37.46455002,126.883728,서부샛길,독산동,독산,539.4,0,독산근린공원,60.0,2,0,0,0,0,ST-632,32614,33758,0.01723618393298379
2228,1707,1707,1707, 한신아파트 앞 육교 아래,금천구,서울특별시 금천구 금하로1길 70,37.45470047,126.8910523,금하로1길,독산동,금천구청,278.7,0,금천육교앞,4.3,3,0,0,0,0,ST-633,11884,12484,0.024622455679579776
2413,1708,1708,1708, 한신코아 앞,금천구,서울특별시 금천구 한내로 62,37.45684052,126.8883438,한내로,독산동,금천구청,516.6,0,독산1동한신코아,18.4,7,0,0,0,0,ST-634,9358,10134,0.039811204596757646
2397,1709,1709,1709, 독산보도육교 앞 자전거 보관소,금천구,서울특별시 금천구 서부샛길 70,37.45672607,126.8930664,안양천로,독산동,금천구청,146.4,0,롯데캐슬2차,94.9,1,0,0,0,0,ST-660,37996,41029,0.03838025941157861
141,1710,1710,1710, 한양수자인아파트 앞,금천구,서울특별시 금천구 시흥대로150길 6,37.47531891,126.8988876,시흥대로141길,독산동,구로디지털단지,1126.2,3,문성초등학교,20.2,2,1,0,1,4,ST-635,17085,10084,-0.25768338915675953
2479,1711,1711,1711, 홈플러스 금천점 앞,금천구,서울특별시 금천구 시흥대로 391,37.4691391,126.8972015,두산로,독산동,독산,757.3,5,홈플러스금천점,39.6,4,0,0,0,5,ST-636,16705,18341,0.04668150430862295
2154,1712,1712,1712, 빅마켓 금천점 앞,금천구,서울특별시 금천구 두산로 71,37.4702301,126.8950729,두산로13길,독산동,독산,653.1,1,빅마켓,37.3,2,0,0,0,1,ST-637,35029,36558,0.021358626566276
