,보관소(대여소)명,자치구,위도,경도,public_place_in_100m,public_transport_in_100m,total_schools_in_100m,population_per_station,area_per_station,거치대 개수
1627, 오리로와 서해안도로 교차로 앞,구로구,37.48859787,126.8364945,0,3,0,96,194.22,10
1628, 신도림2차e편한세상아파트 203동 앞,구로구,37.50518036,126.8825378,0,3,0,0,0,10
1629, 대림역 1번 출입구 밑,구로구,37.49256516,126.8947525,0,1,0,544,0,10
1630, 남구로역 5번 출입구 앞,구로구,37.48567963,126.8867035,0,4,0,417,308.44,10
1631, 천왕역 1번 출입구 앞,구로구,37.48620987,126.8388214,5,7,0,0,0,15
1632, 구로1동우체국 앞,구로구,37.4920311,126.8737717,0,1,0,359,0,10
1633, 천왕이펜하우스5단지 앞,구로구,37.47943115,126.8426971,0,1,0,348,0,10
1634, 구로동롯데아파트,구로구,37.50254822,126.8838806,0,3,0,171,145.92,10
1635, 구로구청,구로구,37.49526596,126.8884735,2,6,0,0,294.34,10
1636, 구로도서관,구로구,37.49851608,126.8919907,1,1,0,0,112.63,20
1637, 태평양물산빌딩,구로구,37.48485947,126.8951874,0,5,0,0,453.97,15
1638, 개봉아이파크아파트 앞,구로구,37.49034119,126.8609314,0,1,0,0,0,15
1639, 고척LIGA아파트 앞,구로구,37.50605011,126.8607864,2,1,0,673,0,20
1640, 오류동역 맞은편,구로구,37.49676132,126.8449631,2,1,0,359,330.62,13
1641, 구로구배드민턴실내체육관 앞,구로구,37.4917984,126.8324204,0,1,0,152,28.58,12
1642, 금강수목원아파트 앞,구로구,37.48937988,126.834198,0,2,0,0,0,10
1643, 삼성전자 물류센터 앞,구로구,37.49699783,126.8717804,0,1,0,0,0,10
1644, 구일역 1번 출입구 앞,구로구,37.49539948,126.8710098,0,0,0,0,0,20
1645, 고척교 교차로,구로구,37.49856949,126.871521,0,0,0,0,5.22,23
1646, 수궁동 성당 주변,구로구,37.49525833,126.830658,0,3,0,199,172.42,10
1647, 신도림4차 e편한세상 아파트 1109동 앞,구로구,37.5123291,126.8868332,0,2,0,293,0,15
1648, 대륭포스트타워1차,구로구,37.48437119,126.8954239,0,6,0,0,0,30
1649,항동지구 6단지 602동 앞,구로구,37.47737503,126.820015,0,1,0,0,0,10
1650,구로자원순환센터,구로구,37.48250961,126.8257599,0,2,0,0,0,10
1651,항동지구 4단지 입구,구로구,37.48259735,126.8264542,0,1,0,0,0,10
1652,항동지구 1단지 105동 앞,구로구,37.48062897,126.8218155,0,2,0,0,0,10
1653,항동지구 2단지 202동 앞,구로구,37.48080826,126.821907,0,2,0,389,0,10
1654,항동지구 11단지 1103동 앞,구로구,37.47790527,126.8231125,0,1,0,48.5,0,10
1655,항동지구 3단지 311동 앞,구로구,37.47793961,126.8232727,0,0,0,48.5,0,10
1656,항동프라자,구로구,37.4798317,126.8227539,0,4,0,0,349.85,15
1657,항동지구 3단지 302동 앞,구로구,37.47937012,126.82547,0,4,0,359.5,0,10
1658,항동지구 10단지 1001동 앞,구로구,37.47934341,126.8256378,0,3,0,359.5,0,10
1659,천왕이펜하우스5단지 앞,구로구,37.47989655,126.8403702,1,3,0,161,399.64,10
1660,천왕이펜하우스3단지 앞,구로구,37.48223877,126.8385315,0,2,0,199,0,14
1661,하늘숲초등학교 앞,구로구,37.48366547,126.8416138,0,3,0,0,90.6,20
1662,신세기아파트 앞,구로구,37.49396515,126.8530426,0,1,0,231,219.57,10
1663,청구아파트 앞,구로구,37.50119019,126.863533,0,3,0,767,149.31,10
1664,제니스스포츠 앞,구로구,37.50452042,126.8705521,0,0,0,0,49.91,14
1665,중앙유통단지 앞,구로구,37.49981308,126.8743134,0,2,0,0,0,10
1666,미래사랑어린이공원 앞,구로구,37.51006317,126.8895645,4,6,0,284,439.12,10
1667,초롱타운 앞,구로구,37.49545288,126.880394,0,2,0,222,137.36,10
1668,가마산지하보도 옆,구로구,37.48864746,126.8804703,1,1,0,115,141.18,10
1669,항동지구 7단지 정문,구로구,37.47603607,126.8165894,0,1,0,494,0,12
1670,항동지구 8단지 803동옆(주차장입구),구로구,37.47473145,126.817009,0,0,0,389,0,14
1671, 항동지구5단지 501동 앞,구로구,37.47819901,126.8248749,0,3,0,210,0,16
1672, 오류동 다숲오피스텔 앞,구로구,37.49267197,126.8416214,0,1,0,255,199.12,10
1673, 삼호아파트 앞,구로구,37.49385834,126.8564682,0,5,0,356,0,10
1674, 현대아파트 앞,구로구,37.49333954,126.8591766,0,3,0,266,142.05,10
1675, 신도림7차e편한세상아파트 806동 앞,구로구,37.50862503,126.8835373,0,0,0,0,44.9,10
1676, 구로역·NC신구로점 버스정류장(구로역 방면),구로구,37.50096512,126.88237,1,3,0,15,262.59,14
1677, 테크노마트 앞,구로구,37.50624084,126.8911438,1,1,0,0,349.08,10
1678, 희훈타워빌 앞,구로구,37.50191498,126.8892441,0,2,0,0,277.72,15
1679, 천왕차량사업소 입구,구로구,37.47604752,126.8450165,0,0,0,0,0,8
1680, 목양전원교회 앞 로터리,구로구,37.48389053,126.8221817,0,4,0,55,127.37,10
1681, 항동하버리안2단지아파트 후문,구로구,37.48337555,126.8224793,0,3,0,0,0,10
1682, 신도림쌍용플래티넘노블아파트 앞,구로구,37.50126266,126.891182,2,0,0,0,207.27,10
1683, 동선아파트 앞,구로구,37.49382782,126.8390732,0,1,0,101,234.73,10
1684, 성공회대학교,구로구,37.48859024,126.8247833,0,1,0,96,106.63,10
1685, 이좋은집오피스텔 앞,구로구,37.4949913,126.8418503,3,2,0,984,628.28,10
1686, 개봉역2번출구 B,구로구,37.49539566,126.8576355,0,3,0,318,121.14,10
1687, 서울남부교정시설 앞,구로구,37.47715378,126.839859,0,1,0,0,0,16
1688, 구로공구상가 앞,구로구,37.50075531,126.8770828,1,0,0,0,0,10
1689, 오류동 계림웨스트밸리 앞,구로구,37.49090958,126.8296509,0,0,0,0,0,10
1690, 중앙유통단지 앞 B,구로구,37.50127029,126.8767853,0,0,0,0,0,10
1691,구로월드아파트 앞,구로구,37.50519562,126.8761902,0,4,0,486,178.22,9
1692,온수역 2번 출구 앞,구로구,37.49179459,126.8250046,0,2,0,0,49.78,8
1693, 독산역 2번출구 자전거주차장,금천구,37.46652985,126.8887177,0,6,0,0,439.58,10
1694, 서울디지털운동장 앞,금천구,37.48228836,126.8777695,0,3,0,0,479.73,10
1695, 에이스하이엔드타워9차 앞,금천구,37.48621368,126.8786392,0,2,0,0,479.14,10
1696, 에이스하이엔드타워8차 앞,금천구,37.47320938,126.8849411,0,2,0,0,474.47,20
1697, LG전자 별관동(호서대 벤처타워 맞은편),금천구,37.47077942,126.8851547,0,2,0,0,2.96,10
1698, 갑을그레이트밸리 앞,금천구,37.47903061,126.8872986,0,1,0,0,0,10
1699, 두산위브아파트 옆 상가건물 앞,금천구,37.47422028,126.8941269,2,6,0,318,260.85,8
1700, 금천폭포공원 앞,금천구,37.44686127,126.9038315,1,4,0,0,245.98,14
1701, 금천구청 앞 자전거거치대,금천구,37.45647812,126.8959274,4,2,0,6,317.54,10
1702, 신한은행 시흥대로금융센터지점,금천구,37.4433403,126.9033585,0,3,0,0,231.31,10
1703, 홈플러스 시흥점 맞은편 다비치안경 앞,금천구,37.45145798,126.9021149,3,4,0,194,170.53,10
1704, 서울 시흥동우체국 앞,금천구,37.45299149,126.9009094,4,5,0,18,325.12,10
1705, 상신정비공업 앞,금천구,37.4589119,126.8985901,1,1,0,35,122.8,10
1706, 독산근린공원 입구,금천구,37.46455002,126.883728,0,2,0,0,0,25
1707, 한신아파트 앞 육교 아래,금천구,37.45470047,126.8910523,0,3,0,123,183.58,10
1708, 한신코아 앞,금천구,37.45684052,126.8883438,0,7,0,0,0,10
1709, 독산보도육교 앞 자전거 보관소,금천구,37.45672607,126.8930664,0,1,0,0,0,20
1710, 한양수자인아파트 앞,금천구,37.47531891,126.8988876,3,2,1,283,58.92,10
1711, 홈플러스 금천점 앞,금천구,37.4691391,126.8972015,5,4,0,0,193.65,10
1712, 빅마켓 금천점 앞,금천구,37.4702301,126.8950729,1,2,0,0,0,19
1713, 메이퀸웨딩컨벤션 앞,금천구,37.47249985,126.8979569,5,2,0,0,109.75,10
1714, 독산역 1번출구 앞 자전거보관소,금천구,37.46654129,126.8902817,0,3,0,178,309.12,10
1715, 월드메르디앙 벤처센터 2차,금천구,37.47908401,126.8790436,0,3,0,0,479.78,10
1716, STX V타워,금천구,37.47706985,126.8844299,0,5,0,0,479.1,10
1717, 금천구립 독산도서관,금천구,37.46740341,126.9081421,2,2,1,146,101.06,7
1718, 수출의 다리 아래,금천구,37.47743607,126.8861542,0,1,0,0,0,20
1719, 솔브레인이엔지 뒤편,금천구,37.47555161,126.8884583,0,2,0,0,270.5,20
1720, 가산동 주민센터,금천구,37.4769516,126.8918686,0,3,0,351,191.79,12
1721, 한울중학교,금천구,37.46257401,126.9068604,1,6,1,0,0,12
1722, 독산고등학교,금천구,37.47709656,126.9111328,0,3,1,0,0,10
1723, 롯데캐슬골드파크1차 서문,금천구,37.460289,126.892189,0,2,0,0,118.13,15
1724, 롯데캐슬골드파크1차 동문,금천구,37.46017075,126.8960419,1,2,0,499,0,15
1725, 독산주공 14단지 버스정류소,금천구,37.46093369,126.8871689,0,2,0,0,0,10
1726, 벽산 디지털밸리 5차,금천구,37.4762764,126.8853912,0,4,0,0,0,9
1727, 대륭포스트타워5차,금천구,37.48135376,126.88694,0,2,0,0,479.84,10
1728, 코오롱테크노밸리,금천구,37.48015976,126.8863678,0,2,0,0,436.7,10
1729, 가산디지털단지 7번출구,금천구,37.48123169,126.881485,2,7,0,0,474.77,10
1730, 서울디자인직업전문학교 앞,금천구,37.47248077,126.8958664,0,3,0,166,235.03,10
1731, 가산아네스트 오피스텔 앞,금천구,37.47817993,126.8974075,0,0,1,0,26.2,10
1732, 성지아파트 옆 도로변,금천구,37.45132065,126.8976212,0,4,0,680,166.86,10
1733, 모두의학교,금천구,37.47840881,126.9073715,0,0,0,459,147.23,10
1734, 주공14단지,금천구,37.46055984,126.8870926,0,2,0,251,0,10
1735, 500번·507번 버스 종점 앞,금천구,37.43727112,126.9026871,0,1,0,0,45.66,10
1736, 대륭테크노타운 18차,금천구,37.4679985,126.8868408,0,2,0,0,479.26,13
1737,IBK기업은행 석수역 지점 앞,금천구,37.4369812,126.9032974,0,0,0,0,0,10
1738,스타즈호텔독산 빌딩 앞,금천구,37.46134567,126.897583,0,0,0,0,35.04,20
1739,위너스 스포츠클럽 골프연습장옆,금천구,37.46053696,126.8986054,0,0,0,252,156.96,9
1740,산호시티빌 옆,금천구,37.45652008,126.8995514,0,2,0,479,333.87,15
1741,금천구청앞(M빌딩),금천구,37.45633316,126.8964539,1,1,0,0,0,10
1742,서울안천초등학교 옆,금천구,37.45777893,126.8894272,0,1,0,0,0,10
1743,대륭포스트타워6차 앞,금천구,37.48088837,126.8838043,0,11,0,0,478.24,30
1744,우리은행 시흥남자동화점 앞,금천구,37.44785309,126.9028854,4,2,0,20,217.92,10
1745,롯데캐슬골드파크3차 301동 앞,금천구,37.45901871,126.8967133,1,1,1,548,0,15
1746,독산3동주민센터 앞,금천구,37.47507095,126.9033585,0,2,0,399,190.98,8
1747, 대륭테크노타운21차 앞,금천구,37.46557617,126.8872452,0,2,0,0,479.81,10
1748, 롯데캐슬2차 마을버스 정류장(18804) 뒤편,금천구,37.45739746,126.8934174,0,2,0,0,0,10
1749, 시흥사거리(시흥동 994-3 앞),금천구,37.45415115,126.9004517,5,3,0,79,296.52,10
1750, 에이스 하드웨어(시흥대로 396) 앞,금천구,37.46865845,126.898262,1,3,0,0,0,10
1751, 독산역1번출구 옆,금천구,37.46709442,126.8892059,0,2,0,0,0,8
1752, 혜명양로원 담장 옆(2),금천구,37.45191956,126.9137573,0,2,0,138,133.82,16
1753, 독산동 현대홈타운 금천과선교 앞,금천구,37.46222305,126.8918152,0,2,0,0,0,10
1754, 독산역 롯데캐슬 104동 앞,금천구,37.46239853,126.8917542,0,2,0,0,0,20
1755, 시흥4동주민센터 앞,금천구,37.45894241,126.9059296,6,1,0,280,136.39,6
1756, 순흥안씨묘 건너편,금천구,37.45838165,126.9080734,0,1,0,178,103.56,11
1757, 산기슭공원 앞,금천구,37.46272278,126.9072189,1,6,1,0,0,6
1758, 독산2동주민센터 앞,금천구,37.4632225,126.9035721,2,0,0,336,178.64,7
1759, 안천중학교,금천구,37.45936584,126.8867798,0,2,1,309,0,10
1760,현대시티아울렛 가산,금천구,37.47739792,126.8887787,2,4,0,0,0,10
1761, 말미사거리,금천구,37.46628952,126.8973846,3,0,0,25,219.82,5
1762, 금천구청역 1번 출구,금천구,37.45703506,126.8943253,3,3,0,0,0,10
1763, 가산롯데아이티캐슬,금천구,37.47636795,126.8808365,0,3,0,0,0,5
1764, 디폴리스 지식산업센터,금천구,37.48017502,126.8768005,0,0,0,0,399.43,20
1765, 금천현대홈타운 후문 서부샛길,금천구,37.46139526,126.8900375,0,0,0,229,0,5
1766, 국회의원회관,영등포구,37.52841568,126.9139175,0,0,0,0,0,18
1767, 진미파라곤 앞,영등포구,37.53123856,126.9213333,0,0,0,143,669.56,15
1768, 국민일보 앞,영등포구,37.52881622,126.92453,0,1,0,0,0,30
1769, 국회의사당역 3번출구 옆,영등포구,37.5280571,126.9187012,0,3,0,0,0,15
1770, 국회의사당역 5번출구 옆,영등포구,37.52816391,126.9170227,0,2,0,0,0,13
1771, 산업은행 앞,영등포구,37.52626419,126.9205093,0,0,0,0,0,20
1772, KBS 앞,영등포구,37.52466583,126.9180222,0,1,0,0,0,35
1773, 여의나루역 1번출구 앞,영등포구,37.52715683,126.9319,0,4,0,0,0,46
1774, 유진투자증권빌딩 앞,영등포구,37.52461243,126.9278336,0,1,0,0,632.76,12
1775, 여의도역 4번출구 옆,영등포구,37.52222824,126.9246368,1,3,0,0,713.04,13
1776, 여의도역 1번출구 옆,영등포구,37.5213623,126.9234619,1,2,0,0,0,10
1777, KT앞,영등포구,37.52190781,126.9189529,1,2,0,0,0,19
1778, 금융감독원 앞,영등포구,37.5230217,126.9208374,0,1,0,0,0,21
1779, 여의도고교 앞,영등포구,37.52483749,126.934906,0,2,1,0,58.37,10
1780, NH농협은행 앞,영등포구,37.52207947,126.9303665,1,2,0,0,674.13,15
1781, 롯데캐슬엠파이어 옆,영등포구,37.52069473,126.9258347,0,1,0,1179,942.87,12
1782, 미성아파트 A동 앞,영등포구,37.5193634,126.9260483,0,2,0,748,0,30
1783, 여의도초교 앞,영등포구,37.52267456,126.9377899,0,0,0,479,0,10
1784, 시범아파트버스정류장 옆,영등포구,37.51943588,126.9375992,0,2,0,273,971.73,12
1785, 진주아파트상가 앞,영등포구,37.51931381,126.9331665,0,1,0,233,0,20
1786, 롯데캐슬 앞,영등포구,37.5200882,126.9323654,1,3,0,0,0,20
1787, 앙카라공원 앞,영등포구,37.51736832,126.9292526,0,1,0,0,0,26
1788, 샛강역 1번출구 앞,영등포구,37.51776505,126.9284134,0,1,0,314,51.17,19
1789, 양평2나들목 보행통로 입구,영등포구,37.54466629,126.8883591,0,1,0,723,223.48,20
1790, 선유도역 3번출구 앞,영등포구,37.53845978,126.8945084,0,4,0,398,252.75,10
1791, 양평1 보행육교 앞,영등포구,37.53587341,126.8921814,0,0,0,0,0,25
1792, 영등포구청역 1번출구,영등포구,37.52463531,126.8962174,0,5,0,73,216.01,13
1793, 남부고용노동지청 남측,영등포구,37.52450562,126.8918228,0,1,0,9,185.26,10
1794, 양평우림 이비즈센타 앞,영등포구,37.52565002,126.8878174,0,1,0,29,276.75,20
1795, 양평1동 YP센터 앞,영등포구,37.52848816,126.8916473,1,2,0,0,212.53,10
1796, 영등포구민체육센터 앞,영등포구,37.50046158,126.9058456,0,2,0,80,112.55,10
1797, 신길동 우리은행 옆,영등포구,37.50456619,126.9102325,0,1,0,8,98.19,10
1798, 문래동자이아파트 앞,영등포구,37.51615524,126.8946152,0,3,0,429,119.59,10
1799, 제2구민체육센타 앞,영등포구,37.52638626,126.9027557,0,0,0,21,119.1,10
1800, 유스호스텔 앞,영등포구,37.5258522,126.9032822,0,1,0,0,0,20
1801, 문래역 4번출구 앞,영등포구,37.51873779,126.8955765,1,1,0,0,0,10
1802, 신길우성1차아파트 앞 공원,영등포구,37.50501633,126.8985367,0,1,0,273,251.98,10
1803, 신길선원가와인아파트 앞,영등포구,37.51093292,126.9102249,0,1,0,159,145.51,15
1804, 이앤씨드림타워 앞,영등포구,37.52708435,126.8913803,0,3,0,0,41.6,15
1805, 영등포삼환아파트 앞,영등포구,37.53007889,126.9057083,0,1,0,326,159.43,20
1806, 삼성생명 당산사옥 앞,영등포구,37.52826309,126.8966293,0,2,0,0,226.38,14
1807, 당산역 10번출구 앞,영등포구,37.53342056,126.9022369,1,5,0,0,85.86,14
1808, 초원아파트 앞,영등포구,37.53105545,126.9242096,0,1,0,376,0,10
1809, 여의도중학교 옆,영등포구,37.52434921,126.9361191,0,2,1,0,32.47,16
1810, 대림아파트 사거리,영등포구,37.50764084,126.9230804,0,1,0,386,0,10
1811, 서울지방병무청 버스정류장,영등포구,37.50449371,126.9219513,1,7,0,170,0,10
1812, 보라매역4번출구,영등포구,37.49982834,126.9199448,1,5,0,39,376.17,10
1813, 신풍역 5번출구 인근,영등포구,37.5006485,126.9095154,0,3,0,154,141.83,10
1814, 도림신협 앞,영등포구,37.50380325,126.9034195,0,5,0,10,49.12,10
1815, 도림사거리,영등포구,37.50657272,126.9011307,2,7,0,61,227.47,15
1816, 동아에코빌입구,영등포구,37.50947571,126.8992996,0,1,0,365,183.95,10
1817, 신길역3번출구,영등포구,37.51769257,126.914299,0,1,0,360,343.59,14
1818, 대방역6번출구,영등포구,37.51359177,126.9259338,0,3,0,9,65.11,17
1819, 여의도 마리나선착장 앞,영등포구,37.53365707,126.9121628,0,1,0,0,0,15
1820, 영문초등학교 사거리,영등포구,37.51992798,126.889183,2,1,0,0,399.63,12
1821, 근로자회관 사거리,영등포구,37.51715088,126.8886261,3,3,0,395,38.41,12
1822, 교보생명보험 앞,영등포구,37.52193069,126.8916168,1,2,0,96,228.2,15
1823, 영등포유통상가 사거리,영등포구,37.52113342,126.8965378,0,2,0,548,251.48,15
1824, 영등포청과시장 사거리,영등포구,37.52029419,126.9011917,2,1,0,55,86.75,10
1825, 삼성화재 사옥 옆,영등포구,37.53596115,126.8983002,0,0,0,8,200.2,10
1826, 그랜드컨벤션센터 앞,영등포구,37.53471756,126.9000015,0,6,0,456,389.6,6
1827, 증권거래소후문교차로,영등포구,37.52234268,126.9271011,1,0,0,0,728.67,10
1828, 샛강생태공원방문자센터 앞,영등포구,37.51896286,126.9216156,0,0,0,0,0,10
1829, 당산육갑문,영등포구,37.53533936,126.9036789,0,0,0,0,399.7,20
1830, 신동아아파트,영등포구,37.52222061,126.885582,0,2,0,597,0,10
1831, 영등포로터리2,영등포구,37.51828384,126.9126358,0,0,0,0,59.2,10
1832, 영등포뉴타운지하상가 2번게이트,영등포구,37.52011871,126.9051666,0,0,0,163,346.35,10
1833, 쌍용플레티넘오피스텔,영등포구,37.50793076,126.8952332,0,4,0,0,406.68,10
1834, 영등포 푸르지오 아파트,영등포구,37.51322937,126.9044647,0,1,0,517,160.84,15
1835, 양평동6차현대아파트 앞,영등포구,37.53210068,126.8944397,0,2,0,1387,0,10
1836, 신동아아파트 앞,영등포구,37.49824142,126.8939819,0,1,0,0,0,8
1837, 신한은행 대림동지점,영등포구,37.48752975,126.9048767,0,2,0,220,154.28,10
1838, 아크로타워 스퀘어(영등포시장),영등포구,37.52251816,126.9072189,1,0,0,16,133.65,15
1839, 센트럴 푸르지오 시티 앞,영등포구,37.51821136,126.9022293,0,1,0,84,179.69,16
1840, 대림3동사거리(하나은행),영등포구,37.49985886,126.8972397,2,3,0,0,87.525,14
1841, 우성아파트 교차로,영등포구,37.49457169,126.8997498,1,2,0,93,229.87,12
