"시군구코드","법정동코드","행정동코드","시도명","시군구명","법정동명","행정동명","적용시작일","적용만료일"
"11170","12600","625","서울특별시","용산구","용산동3가","한강로동","20080630","99991231"
"11380","10800","625","서울특별시","은평구","역촌동","역촌동","20080602","99991231"
"11410","11800","685","서울특별시","서대문구","홍은동","홍은제2동","20080506","99991231"
"11410","11100","655","서울특별시","서대문구","홍제동","홍제제2동","20080506","99991231"
"11410","11700","615","서울특별시","서대문구","연희동","연희동","20080506","99991231"
"11410","10200","565","서울특별시","서대문구","충정로3가","충현동","20080506","99991231"
"11410","11200","585","서울특별시","서대문구","대현동","신촌동","20080506","99991231"
"11410","11000","565","서울특별시","서대문구","북아현동","충현동","20080506","99991231"
"11410","10400","565","서울특별시","서대문구","미근동","충현동","20080506","99991231"
"11410","11300","585","서울특별시","서대문구","대신동","신촌동","20080506","99991231"
"11410","11600","585","서울특별시","서대문구","창천동","신촌동","20080506","99991231"
"11410","11500","585","서울특별시","서대문구","봉원동","신촌동","20080506","99991231"
"11410","11000","555","서울특별시","서대문구","북아현동","북아현동","20080506","99991231"
"11410","11400","585","서울특별시","서대문구","신촌동","신촌동","20080506","99991231"
"11410","10100","565","서울특별시","서대문구","충정로2가","충현동","20080506","99991231"
"11410","10300","565","서울특별시","서대문구","합동","충현동","20080506","99991231"
"11530","10300","595","서울특별시","구로구","가리봉동","가리봉동","20080501","99991231"
"11590","10500","605","서울특별시","동작구","흑석동","흑석동","20080201","99991231"
"11440","10400","565","서울특별시","마포구","도화동","공덕동","20080107","99991231"
"11440","10100","565","서울특별시","마포구","아현동","공덕동","20080107","99991231"
"11440","11000","660","서울특별시","마포구","노고산동","서교동","20080107","99991231"
"11440","12100","660","서울특별시","마포구","동교동","서교동","20080107","99991231"
"11440","10200","555","서울특별시","마포구","공덕동","아현동","20080107","99991231"
"11440","10200","565","서울특별시","마포구","공덕동","공덕동","20080107","99991231"
"11440","10100","555","서울특별시","마포구","아현동","아현동","20080107","99991231"
"11440","10300","565","서울특별시","마포구","신공덕동","공덕동","20080107","99991231"
"11440","10900","555","서울특별시","마포구","염리동","아현동","20080107","99991231"
"11260","10100","575","서울특별시","중랑구","면목동","면목제3.8동","20080101","99991231"
"11350","10500","695","서울특별시","노원구","상계동","상계6.7동","20080101","99991231"
"11350","10500","665","서울특별시","노원구","상계동","상계3.4동","20080101","99991231"
"11350","10300","605","서울특별시","노원구","공릉동","공릉1.3동","20080101","99991231"
"11260","10100","565","서울특별시","중랑구","면목동","면목본동","20080101","99991231"
"11215","10500","847","서울특별시","광진구","자양동","자양제4동","20080101","99991231"
"11260","10500","655","서울특별시","중랑구","망우동","망우본동","20080101","99991231"
"11215","10600","847","서울특별시","광진구","노유동","자양제4동","20080101","20080804"
"11215","10600","840","서울특별시","광진구","노유동","자양제3동","20080101","20080804"
"11290","11300","555","서울특별시","성북구","삼선동3가","삼선동","20071231","99991231"
"11290","11500","555","서울특별시","성북구","삼선동5가","삼선동","20071231","99991231"
"11290","10300","575","서울특별시","성북구","돈암동","동선동","20071231","99991231"
"11290","10900","575","서울특별시","성북구","동소문동6가","동선동","20071231","99991231"
"11290","11000","575","서울특별시","성북구","동소문동7가","동선동","20071231","99991231"
"11290","11600","575","서울특별시","성북구","동선동1가","동선동","20071231","99991231"
"11290","11700","575","서울특별시","성북구","동선동2가","동선동","20071231","99991231"
"11290","11800","575","서울특별시","성북구","동선동3가","동선동","20071231","99991231"
"11290","11900","575","서울특별시","성북구","동선동4가","동선동","20071231","99991231"
"11290","10400","525","서울특별시","성북구","동소문동1가","성북동","20071231","99991231"
"11290","10200","525","서울특별시","성북구","성북동1가","성북동","20071231","99991231"
"11290","10100","525","서울특별시","성북구","성북동","성북동","20071231","99991231"
"11290","13900","810","서울특별시","성북구","석관동","석관동","20071231","99991231"
"11290","13700","725","서울특별시","성북구","상월곡동","월곡제2동","20071231","99991231"
"11290","13500","705","서울특별시","성북구","종암동","종암동","20071231","99991231"
"11290","13600","385","서울특별시","성북구","하월곡동","길음제2동","20071231","99991231"
"11290","13400","685","서울특별시","성북구","길음동","길음제2동","20071231","99991231"
"11290","12000","575","서울특별시","성북구","동선동5가","동선동","20071231","99991231"
"11290","10700","525","서울특별시","성북구","동소문동4가","성북동","20071231","99991231"
"11290","10300","555","서울특별시","성북구","돈암동","삼선동","20071231","99991231"
"11290","10500","555","서울특별시","성북구","동소문동2가","삼선동","20071231","99991231"
"11290","10600","555","서울특별시","성북구","동소문동3가","삼선동","20071231","99991231"
"11290","10800","555","서울특별시","성북구","동소문동5가","삼선동","20071231","99991231"
"11290","11100","555","서울특별시","성북구","삼선동1가","삼선동","20071231","99991231"
"11290","11200","555","서울특별시","성북구","삼선동2가","삼선동","20071231","99991231"
"11290","11400","555","서울특별시","성북구","삼선동4가","삼선동","20071231","99991231"
"11290","13600","685","서울특별시","성북구","하월곡동","길음제2동","20071230","99991231"
"11380","11400","000","서울특별시","은평구","진관동","","20070813","99991231"
"11380","11400","690","서울특별시","은평구","진관동","진관동","20070813","99991231"
"11440","11400","655","서울특별시","마포구","창전동","서강동","20070101","99991231"
"11440","10400","585","서울특별시","마포구","도화동","도화동","20070101","99991231"
"11440","11600","655","서울특별시","마포구","하중동","서강동","20070101","99991231"
"11440","10700","585","서울특별시","마포구","마포동","도화동","20070101","99991231"
"11440","11500","655","서울특별시","마포구","상수동","서강동","20070101","99991231"
"11440","11700","655","서울특별시","마포구","신정동","서강동","20070101","99991231"
"11440","11800","655","서울특별시","마포구","당인동","서강동","20070101","99991231"
"11140","15700","605","서울특별시","중구","산림동","을지로동","20050315","99991231"
"11140","15600","605","서울특별시","중구","입정동","을지로동","20050315","99991231"
"11140","15500","605","서울특별시","중구","을지로3가","을지로동","20050315","99991231"
"11140","15100","605","서울특별시","중구","을지로5가","을지로동","20050315","99991231"
"11140","16000","605","서울특별시","중구","인현동1가","을지로동","20050315","99991231"
"11140","15900","605","서울특별시","중구","초동","을지로동","20050315","99991231"
"11140","16100","605","서울특별시","중구","저동2가","을지로동","20050315","99991231"
"11140","15300","605","서울특별시","중구","방산동","을지로동","20050315","99991231"
"11140","15200","605","서울특별시","중구","주교동","을지로동","20050315","99991231"
"11140","15000","605","서울특별시","중구","을지로4가","을지로동","20050315","99991231"
"11740","10400","515","서울특별시","강동구","하일동","강일동","20000101","20070101"
"11740","10300","515","서울특별시","강동구","상일동","강일동","20000101","20210630"
"11740","11000","515","서울특별시","강동구","강일동","강일동","20000101","99991231"
"11110","12800","615","서울특별시","종로구","관훈동","종로1.2.3.4가동","19981201","99991231"
"11110","12900","615","서울특별시","종로구","견지동","종로1.2.3.4가동","19981201","99991231"
"11110","13200","615","서울특별시","종로구","운니동","종로1.2.3.4가동","19981201","99991231"
"11110","12200","615","서울특별시","종로구","청진동","종로1.2.3.4가동","19981201","99991231"
"11110","13300","615","서울특별시","종로구","익선동","종로1.2.3.4가동","19981201","99991231"
"11110","13400","615","서울특별시","종로구","경운동","종로1.2.3.4가동","19981201","99991231"
"11110","13500","615","서울특별시","종로구","관철동","종로1.2.3.4가동","19981201","99991231"
"11110","13600","615","서울특별시","종로구","인사동","종로1.2.3.4가동","19981201","99991231"
"11110","13700","615","서울특별시","종로구","낙원동","종로1.2.3.4가동","19981201","99991231"
"11110","13800","615","서울특별시","종로구","종로2가","종로1.2.3.4가동","19981201","99991231"
"11110","12400","615","서울특별시","종로구","수송동","종로1.2.3.4가동","19981201","99991231"
"11110","12500","615","서울특별시","종로구","중학동","종로1.2.3.4가동","19981201","99991231"
"11110","15700","615","서울특별시","종로구","인의동","종로1.2.3.4가동","19981201","99991231"
"11110","12600","615","서울특별시","종로구","종로1가","종로1.2.3.4가동","19981201","99991231"
"11110","15000","615","서울특별시","종로구","훈정동","종로1.2.3.4가동","19981201","99991231"
"11110","15100","615","서울특별시","종로구","묘동","종로1.2.3.4가동","19981201","99991231"
"11110","15300","615","서울특별시","종로구","돈의동","종로1.2.3.4가동","19981201","99991231"
"11110","15400","615","서울특별시","종로구","장사동","종로1.2.3.4가동","19981201","99991231"
"11110","15500","615","서울특별시","종로구","관수동","종로1.2.3.4가동","19981201","99991231"
"11110","15600","615","서울특별시","종로구","종로3가","종로1.2.3.4가동","19981201","99991231"
"11110","15800","615","서울특별시","종로구","예지동","종로1.2.3.4가동","19981201","99991231"
"11110","15900","615","서울특별시","종로구","원남동","종로1.2.3.4가동","19981201","99991231"
"11110","16100","615","서울특별시","종로구","종로4가","종로1.2.3.4가동","19981201","99991231"
"11110","12700","615","서울특별시","종로구","공평동","종로1.2.3.4가동","19981201","99991231"
"11110","15200","615","서울특별시","종로구","봉익동","종로1.2.3.4가동","19981201","99991231"
"11110","13000","615","서울특별시","종로구","와룡동","종로1.2.3.4가동","19981201","99991231"
"11110","13100","615","서울특별시","종로구","권농동","종로1.2.3.4가동","19981201","99991231"
"11110","12300","615","서울특별시","종로구","서린동","종로1.2.3.4가동","19981201","99991231"
"11410","10600","000","서울특별시","서대문구","천연동","","19981001","99991231"
"11410","10900","520","서울특별시","서대문구","현저동","천연동","19981001","99991231"
"11410","10500","000","서울특별시","서대문구","냉천동","","19981001","99991231"
"11410","10800","520","서울특별시","서대문구","영천동","천연동","19981001","99991231"
"11410","10800","000","서울특별시","서대문구","영천동","","19981001","99991231"
"11410","10700","000","서울특별시","서대문구","옥천동","","19981001","99991231"
"11410","10700","520","서울특별시","서대문구","옥천동","천연동","19981001","99991231"
"11410","10500","520","서울특별시","서대문구","냉천동","천연동","19981001","99991231"
"11410","10600","520","서울특별시","서대문구","천연동","천연동","19981001","99991231"
"11305","10100","565","서울특별시","강북구","미아동","미아제6.7동","19980928","20080629"
"11140","10400","550","서울특별시","중구","을지로1가","명동","19980914","99991231"
"11140","13300","590","서울특별시","중구","충무로5가","광희동","19980914","99991231"
"11140","12300","550","서울특별시","중구","회현동3가","명동","19980914","99991231"
"11140","12100","550","서울특별시","중구","회현동1가","명동","19980914","99991231"
"11140","11500","550","서울특별시","중구","남대문로2가","명동","19980914","99991231"
"11140","11000","550","서울특별시","중구","수표동","명동","19980914","99991231"
"11140","14900","000","서울특별시","중구","을지로7가","","19980914","99991231"
"11140","14800","000","서울특별시","중구","을지로6가","","19980914","99991231"
"11140","14700","000","서울특별시","중구","쌍림동","","19980914","99991231"
"11140","12300","540","서울특별시","중구","회현동3가","회현동","19980914","20020101"
"11140","14600","000","서울특별시","중구","광희동2가","","19980914","99991231"
"11140","14500","000","서울특별시","중구","광희동1가","","19980914","99991231"
"11140","10900","550","서울특별시","중구","장교동","명동","19980914","99991231"
"11140","10800","550","서울특별시","중구","수하동","명동","19980914","99991231"
"11140","10700","550","서울특별시","중구","삼각동","명동","19980914","99991231"
"11140","10600","550","서울특별시","중구","남대문로1가","명동","19980914","99991231"
"11140","12400","540","서울특별시","중구","충무로1가","회현동","19980914","99991231"
"11140","12200","540","서울특별시","중구","회현동2가","회현동","19980914","99991231"
"11140","11900","540","서울특별시","중구","봉래동1가","회현동","19980914","99991231"
"11140","11800","540","서울특별시","중구","남대문로5가","회현동","19980914","99991231"
"11140","13100","000","서울특별시","중구","저동1가","","19980914","99991231"
"11140","13000","000","서울특별시","중구","남산동3가","","19980914","99991231"
"11140","12900","000","서울특별시","중구","남산동2가","","19980914","99991231"
"11140","12800","000","서울특별시","중구","남산동1가","","19980914","99991231"
"11140","12700","000","서울특별시","중구","명동2가","","19980914","99991231"
"11140","12600","000","서울특별시","중구","명동1가","","19980914","99991231"
"11140","11700","540","서울특별시","중구","남대문로4가","회현동","19980914","99991231"
"11140","12200","550","서울특별시","중구","회현동2가","명동","19980914","99991231"
"11140","10200","550","서울특별시","중구","다동","명동","19980914","99991231"
"11140","15400","590","서울특별시","중구","오장동","광희동","19980914","99991231"
"11140","14800","590","서울특별시","중구","을지로6가","광희동","19980914","99991231"
"11140","14700","590","서울특별시","중구","쌍림동","광희동","19980914","99991231"
"11140","14600","590","서울특별시","중구","광희동2가","광희동","19980914","99991231"
"11140","14500","590","서울특별시","중구","광희동1가","광희동","19980914","99991231"
"11140","13500","590","서울특별시","중구","예관동","광희동","19980914","99991231"
"11140","14900","590","서울특별시","중구","을지로7가","광희동","19980914","99991231"
"11140","13400","590","서울특별시","중구","인현동2가","광희동","19980914","99991231"
"11140","13200","590","서울특별시","중구","충무로4가","광희동","19980914","99991231"
"11140","11200","000","서울특별시","중구","남창동","","19980914","99991231"
"11140","14200","550","서울특별시","중구","예장동","명동","19980914","99991231"
"11140","13100","550","서울특별시","중구","저동1가","명동","19980914","99991231"
"11140","13000","550","서울특별시","중구","남산동3가","명동","19980914","99991231"
"11140","12900","550","서울특별시","중구","남산동2가","명동","19980914","99991231"
"11140","16800","540","서울특별시","중구","순화동","회현동","19980914","99991231"
"11140","12600","550","서울특별시","중구","명동1가","명동","19980914","99991231"
"11140","12100","540","서울특별시","중구","회현동1가","회현동","19980914","99991231"
"11140","12100","000","서울특별시","중구","회현동1가","","19980914","99991231"
"11140","12200","000","서울특별시","중구","회현동2가","","19980914","99991231"
"11140","12300","000","서울특별시","중구","회현동3가","","19980914","99991231"
"11140","12400","000","서울특별시","중구","충무로1가","","19980914","99991231"
"11140","12500","000","서울특별시","중구","충무로2가","","19980914","99991231"
"11140","12000","540","서울특별시","중구","봉래동2가","회현동","19980914","99991231"
"11140","12800","550","서울특별시","중구","남산동1가","명동","19980914","99991231"
"11140","11200","540","서울특별시","중구","남창동","회현동","19980914","99991231"
"11140","12700","550","서울특별시","중구","명동2가","명동","19980914","99991231"
"11140","12500","550","서울특별시","중구","충무로2가","명동","19980914","99991231"
"11140","12400","550","서울특별시","중구","충무로1가","명동","19980914","99991231"
"11140","10500","550","서울특별시","중구","을지로2가","명동","19980914","99991231"
"11140","10300","550","서울특별시","중구","태평로1가","명동","19980914","99991231"
"11140","10100","550","서울특별시","중구","무교동","명동","19980914","99991231"
"11140","11600","540","서울특별시","중구","남대문로3가","회현동","19980914","99991231"
"11350","10300","601","서울특별시","노원구","공릉동","공릉제3동","19961001","99991231"
"11710","10900","646","서울특별시","송파구","장지동","장지동","19960801","99991231"
"11710","10800","646","서울특별시","송파구","문정동","장지동","19960801","99991231"
"11260","10600","690","서울특별시","중랑구","신내동","신내2동","19960301","99991231"
"11260","10600","680","서울특별시","중랑구","신내동","신내1동","19960301","99991231"
"11500","10200","535","서울특별시","강서구","등촌동","등촌제3동","19951201","99991231"
"11350","10300","591","서울특별시","노원구","공릉동","공릉제1동분소","19951127","19961001"
"11500","10200","521","서울특별시","강서구","등촌동","등촌1동민원분소","19950515","19951201"
"11215","10500","000","서울특별시","광진구","자양동","","19950301","99991231"
"11215","10200","740","서울특별시","광진구","능동","중곡제1동","19950301","19970101"
"11215","10600","845","서울특별시","광진구","노유동","노유제1동","19950301","20080803"
"11215","10600","846","서울특별시","광진구","노유동","노유제2동","19950301","20080803"
"11215","10200","860","서울특별시","광진구","능동","구의제2동","19950301","19970101"
"11545","10200","650","서울특별시","금천구","독산동","독산본동","19950301","99991231"
"11545","10300","680","서울특별시","금천구","시흥동","시흥제2동","19950301","99991231"
"11215","10400","870","서울특별시","광진구","광장동","구의제3동","19950301","19990201"
"11215","10500","830","서울특별시","광진구","자양동","자양제2동","19950301","99991231"
"11215","10500","840","서울특별시","광진구","자양동","자양제3동","19950301","99991231"
"11215","10300","850","서울특별시","광진구","구의동","구의제1동","19950301","99991231"
"11215","10300","860","서울특별시","광진구","구의동","구의제2동","19950301","99991231"
"11545","00000","000","서울특별시","금천구","금천구","","19950301","99991231"
"11545","10100","510","서울특별시","금천구","가산동","가산동","19950301","99991231"
"11545","10200","610","서울특별시","금천구","독산동","독산제1동","19950301","99991231"
"11545","10200","620","서울특별시","금천구","독산동","독산제2동","19950301","99991231"
"11545","10300","700","서울특별시","금천구","시흥동","시흥제4동","19950301","99991231"
"11545","10300","710","서울특별시","금천구","시흥동","시흥제5동","19950301","99991231"
"11305","10100","550","서울특별시","강북구","미아동","미아제5동","19950301","20080629"
"11545","10300","690","서울특별시","금천구","시흥동","시흥제3동","19950301","99991231"
"11305","10100","560","서울특별시","강북구","미아동","미아제6동","19950301","19980928"
"11545","10300","670","서울특별시","금천구","시흥동","시흥제1동","19950301","99991231"
"11305","10100","570","서울특별시","강북구","미아동","미아제7동","19950301","19980928"
"11305","10100","580","서울특별시","강북구","미아동","미아제8동","19950301","20080629"
"11305","10100","581","서울특별시","강북구","미아동","미아제9동","19950301","20080629"
"11305","10200","590","서울특별시","강북구","번동","번제1동","19950301","20181231"
"11305","10200","600","서울특별시","강북구","번동","번제2동","19950301","20181231"
"11305","10200","606","서울특별시","강북구","번동","번제3동","19950301","20181231"
"11305","10300","610","서울특별시","강북구","수유동","수유제1동","19950301","20181231"
"11305","10300","620","서울특별시","강북구","수유동","수유제2동","19950301","20181231"
"11305","10300","630","서울특별시","강북구","수유동","수유제3동","19950301","20181231"
"11215","10300","870","서울특별시","광진구","구의동","구의제3동","19950301","99991231"
"11305","10300","640","서울특별시","강북구","수유동","수유제4동","19950301","20080629"
"11305","10400","640","서울특별시","강북구","우이동","수유제4동","19950301","20080629"
"11305","10300","650","서울특별시","강북구","수유동","수유제5동","19950301","20080629"
"11215","10600","000","서울특별시","광진구","노유동","","19950301","20080803"
"11215","10800","000","서울특별시","광진구","모진동","","19950301","20090419"
"11305","10300","651","서울특별시","강북구","수유동","수유제6동","19950301","20080629"
"11305","10100","531","서울특별시","강북구","미아동","미아제1동","19950301","20080629"
"11305","10100","532","서울특별시","강북구","미아동","미아제2동","19950301","20080629"
"11545","10100","515","서울특별시","금천구","가산동","가산동민원분소","19950301","20060123"
"11545","10200","615","서울특별시","금천구","독산동","독산제1동분소","19950301","20060123"
"11305","10100","533","서울특별시","강북구","미아동","미아제3동","19950301","20080629"
"11305","10100","540","서울특별시","강북구","미아동","미아제4동","19950301","20080629"
"11215","10400","000","서울특별시","광진구","광장동","","19950301","99991231"
"11305","00000","000","서울특별시","강북구","강북구","","19950301","99991231"
"11545","10200","630","서울특별시","금천구","독산동","독산제3동","19950301","99991231"
"11545","10200","640","서울특별시","금천구","독산동","독산제4동","19950301","99991231"
"11545","10300","660","서울특별시","금천구","시흥동","시흥본동","19950301","99991231"
"11215","00000","000","서울특별시","광진구","광진구","","19950301","99991231"
